question,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
"Ab initio молекулалық динамикасында, айқын корреляцияланған байланысқан кластерлік (CCSD-F12) күштерді қосу сулы ортада протонмен байланысқан электрондардың тасымалдануы үшін болжанған бос энергия ландшафтына және реакция жылдамдығының тұрақтыларына қалай әсер етеді?",-2.5646920204162598,-0.008905180626445346,-9.03819465637207,-7.378289699554443,-6.449353218078613,-5.646634578704834,-4.880899429321289,-4.281721591949463,-3.6819565296173096,-3.2185120582580566,-2.8551976680755615,-2.564321279525757,-2.332465171813965,-1.6706414222717285,-1.2448983192443848,-0.9201785326004028,-0.711669921875,-0.574955403804779,-0.4527193009853363,-0.34722742438316345,-0.2524830102920532,-0.1424560546875
 Реакция-диффузия-адвекция теңдеулерімен біріктірілген бейімделгіш торды жетілдіру механикалық кері байланыс пен стохастикалық ген экспрессиясының шуылына ұшыраған эмбриональды тіндердегі генге негізделген үлгі түзілуінің кеңістіктік-уақыттық эволюциясын қалай түсіндіре алады?,-2.428802490234375,-0.008404160865862889,-8.911458015441895,-7.170572757720947,-6.096354007720947,-5.241861820220947,-4.539843559265137,-3.914170980453491,-3.424548864364624,-3.0280303955078125,-2.6979901790618896,-2.4294393062591553,-3.10546875,-2.0621745586395264,-1.4924452304840088,-1.0980783700942993,-0.8427368402481079,-0.6522047519683838,-0.4988810122013092,-0.36987051367759705,-0.25958251953125,-0.15110473334789276
 Микрофлюидті хемостат массивтерінде қоректік заттардың диффузиясындағы кеңістіктік гетерогенділік кворумды сезетін кері байланыс ілмектерімен бірге инженерлік микробтық консорциумдар арасында метаболикалық айқас қоректену желілерінің эволюциясына қалай әсер етеді?,-2.7362184524536133,-0.0100227782141158,-10.253125190734863,-8.1875,-7.015625,-5.922636985778809,-5.148897171020508,-4.493020057678223,-3.8838162422180176,-3.432492256164551,-3.06384015083313,-2.737356185913086,-4.285937309265137,-2.691210985183716,-1.9430338144302368,-1.443858027458191,-1.1464784145355225,-0.9339489340782166,-0.7465438842773438,-0.6056496500968933,-0.47716954350471497,-0.3395515978336334
Оңтүстік мұхиттағы мезомасштабты турбуленттілікті термогалинді баспалдақтардың пайда болуымен байланыстыратын сызықтық емес динамика мен энергетикалық каскад механизмдері қандай және олар меридиандық төңкерілген айналымның тұщы су ағындарының жоғарылауына сезімталдығына қалай әсер етеді?,-2.2667529582977295,-0.007683908333212642,-8.6875,-7.188802242279053,-6.03428840637207,-5.111447811126709,-4.371413707733154,-3.762253761291504,-3.2275900840759277,-2.8409273624420166,-2.5337390899658203,-2.2664530277252197,-3.1321613788604736,-2.0696613788604736,-1.4968940019607544,-1.08583664894104,-0.8485437631607056,-0.6786900162696838,-0.5355700254440308,-0.4193084239959717,-0.3104974925518036,-0.1904093474149704
 Температураның өтпелі күрт өзгеруі жағдайында жұмыс істейтін көпфазалы каталитикалық реакторда перовскит оксидтерінің байланысқан масса алмасу шектеулері және беттік қалпына келтіру динамикасы C-C байланысына және CO тотығу жолдарына қарай селективтілікке қалай әсер етеді?,-2.226231575012207,-0.007676660603490369,-8.707386016845703,-7.09782600402832,-5.965073585510254,-4.990658760070801,-4.261581897735596,-3.61625337600708,-3.16571044921875,-2.77459454536438,-2.4847590923309326,-2.2259984016418457,-2.1413352489471436,-1.4746942520141602,-1.067063331604004,-0.77348792552948,-0.591460645198822,-0.43804311752319336,-0.3220504820346832,-0.21285215020179749,-0.12458638101816177,-0.029588783159852028
" Тепе-теңдіксіз кванттық көп денелі жүйеде топологиялық қорғалған қоздырулардың пайда болуы күшті спин-орбиталық байланыс, электрон-фонондық өзара әрекеттесулер және уақыттық-периодты қозғаушы өрістер арасындағы өзара әрекеттесуге қалай тәуелді?",-1.9624704122543335,-0.007322650791993781,-6.994318008422852,-5.7214674949646,-5.056066036224365,-4.3420515060424805,-3.754660129547119,-3.2091825008392334,-2.801684617996216,-2.44822359085083,-2.190343141555786,-1.9624618291854858,-2.5021307468414307,-1.5965522527694702,-1.1146581172943115,-0.803396463394165,-0.6189896464347839,-0.4747394025325775,-0.36572495102882385,-0.26023465394973755,-0.16402634978294373,-0.05564017966389656
Анизотропты мантия конвекциясының үлгілері Жердің геомагниттік кері жиілігінің уақытша эволюциясын қалай модуляциялайды және магнитогидродинамикалық-термоэластикалық модельдеулерді палеомагниттік жазбалармен қалай тексеруге болады?,-2.3859715461730957,-0.00985938655443428,-9.13888931274414,-7.796875,-6.2667412757873535,-5.277871608734131,-4.487865924835205,-3.911411762237549,-3.4249398708343506,-2.98716139793396,-2.6702539920806885,-2.386589288711548,-3.9201388359069824,-2.5006511211395264,-1.764892578125,-1.327714204788208,-1.0180963277816772,-0.8202590942382812,-0.663295328617096,-0.5200121998786926,-0.4097951352596283,-0.27427834272384644
 Стохастикалық атмосфералық мәжбүрлеуді қамтитын термогалиндік айналым модельдері аясында Атлант меридиональды төңкерілу ағынының бифуркациялық құрылымы теңіз мұзының альбедосы мен тұщы су ағынының өзгергіштігінен туындайтын сызықты емес кері байланыстарға қалай жауап береді?,-2.574078321456909,-0.008815336717318182,-8.548295021057129,-7.1277174949646,-6.326286792755127,-5.472146511077881,-4.762930870056152,-4.1652512550354,-3.6298465728759766,-3.23077654838562,-2.869645357131958,-2.5743861198425293,-2.7613637447357178,-2.0811820030212402,-1.6399930715560913,-1.2534112930297852,-0.977540135383606,-0.78594970703125,-0.6143912076950073,-0.483441561460495,-0.361666738986969,-0.2429962158203125
 Тоқыраған қабық экзопланеталарының астындағы мантия түтінінің пайда болуын басқаратын қандай динамикалық және термохимиялық процестер бар және ядролық мантия жылу ағыны мен ұшқыш құрамның өзгеруі жер бетінің тектоникасы мен атмосфера эволюциясына қалай әсер етеді?,-2.2787089347839355,-0.008408520054553267,-8.006250381469727,-6.635937690734863,-5.728326797485352,-5.023628234863281,-4.31565523147583,-3.7379977703094482,-3.259996175765991,-2.8491387367248535,-2.547264814376831,-2.2785189151763916,-2.0804686546325684,-1.5847656726837158,-1.1318989992141724,-0.8427615165710449,-0.6354792714118958,-0.4882024824619293,-0.3691270649433136,-0.2628365159034729,-0.1739436388015747,-0.06130746752023697
"Лигноцеллюлозалық биомасса үшін жоғары қысымды, аса критикалық CO₂ экстракция жүйесінде еріткіш тығыздығының, температура градиенттерінің және кеуек масштабының диффузия коэффициенттерінің өзгеруі мақсатты фенолдық мономерлердің селективтілігі мен өнімділігіне қалай синергетикалық әсер етеді?",-2.581718921661377,-0.008144223727638414,-9.928977012634277,-8.001420021057129,-6.7320075035095215,-5.719105243682861,-4.900425910949707,-4.210286617279053,-3.6626040935516357,-3.2206976413726807,-2.8685622215270996,-2.582886219024658,-3.6164772510528564,-2.569247245788574,-1.8941465616226196,-1.4193198680877686,-1.1090620756149292,-0.884889543056488,-0.7112212777137756,-0.5702500939369202,-0.44411274790763855,-0.3162497878074646
" Теңіз биогеохимиялық циклдеріндегі стохастикалық өзгергіштікті ескере отырып, аэрозоль тудыратын бұлт микрофизикалық өзгерістері мен мұхиттық көміртекті сіңіру кері байланысы арасындағы сызықтық емес байланыс жоғары эмиссиялық сценарийлер кезінде болжамды өтпелі климаттық сезімталдықты қалай өзгертеді?",-1.9580178260803223,-0.0064835027353653055,-7.538461685180664,-6.14963960647583,-5.116586685180664,-4.383263111114502,-3.7625601291656494,-3.2292168140411377,-2.7998046875,-2.461108922958374,-2.191070795059204,-1.9574370384216309,-2.363581657409668,-1.6029897928237915,-1.1042919158935547,-0.8077720999717712,-0.6098595261573792,-0.4662616550922394,-0.35168322920799255,-0.2556082010269165,-0.1647239774465561,-0.05712704360485077
" Мультиомикалы бір жасушалы деректерде кеңістіктік тін архитектурасын және жасушааралық сигнал беру кері байланыс ілмектерін ескере отырып, стохастикалық ген экспрессиясының жарылыстарын түсіретін себептік реттеуші желілерді қандай жаңа граф-теориялық алгоритмдер анықтай алады?",-2.455775499343872,-0.008647096828675606,-9.616477012634277,-7.517045497894287,-6.308712005615234,-5.439275741577148,-4.6111884117126465,-3.9862406253814697,-3.488055944442749,-3.081295967102051,-2.7504072189331055,-2.456238269805908,-2.9119317531585693,-1.8874289989471436,-1.3647608757019043,-1.014068603515625,-0.7735922932624817,-0.6069099307060242,-0.47061392664909363,-0.3530424237251282,-0.24358277022838593,-0.12565286457538605
"Лимбл-көрініс спутниктік спектроскопиясынан іздік газдардың, аэрозоль микрофизикасының және изотоптық құрамның жоғары ажыратымдылықтағы тік профильдерін бір мезгілде алу күн циклінің әртүрлі амплитудаларында стратосфералық озонның қалпына келуін қамтамасыз ететін фотохимиялық-динамикалық кері байланыстарды қалай шектей алады?",-2.4579684734344482,-0.007381286707010355,-10.620192527770996,-8.245369911193848,-6.708460330963135,-5.545738697052002,-4.6931610107421875,-4.050495624542236,-3.5119426250457764,-3.080451011657715,-2.7357473373413086,-2.458679437637329,-4.355168342590332,-2.753038167953491,-1.9663443565368652,-1.4620261192321777,-1.1398721933364868,-0.9261124730110168,-0.7417583465576172,-0.5893271565437317,-0.452792763710022,-0.31585294008255005
 Құрғақ су жиналатын жерлерде жер асты жарықшақтарының желісінің анизотропиясы мен эпизодтық экстремалды жауын-шашын оқиғалары арасындағы байланыс басым ағын жолдарының кеңістіктік-уақыттық эволюциясын және жер асты суларының қайта толтырылу жылдамдығын қалай басқарады?,-1.812184453010559,-0.006864335049282421,-6.981770992279053,-5.5234375,-4.662760257720947,-3.982421875,-3.3765368461608887,-2.9324700832366943,-2.5715763568878174,-2.2718217372894287,-2.027022361755371,-1.8121546506881714,-1.5764974355697632,-0.9442240595817566,-0.6079491376876831,-0.41561761498451233,-0.27259600162506104,-0.17093104124069214,-0.08400089293718338,-0.003276392351835966,0.07295157015323639,0.1594083160161972
 Пируватдегидрогеназа кешенінің аллостерикалық реттелуі гипоксиялық стресс жағдайындағы жасушалық дифференциация кезінде митохондриялық ацетил-КоА ағынын ядролық эпигенетикалық модификациялармен қалай біріктіреді?,-1.8519665002822876,-0.007814204642541298,-7.52430534362793,-5.987847328186035,-4.972222328186035,-4.15711784362793,-3.5009548664093018,-3.007993459701538,-2.6627395153045654,-2.3095364570617676,-2.0564537048339844,-1.8516770601272583,-1.7842881679534912,-1.0719943046569824,-0.7052883505821228,-0.5000220537185669,-0.3637112081050873,-0.25685063004493713,-0.1744709610939026,-0.07938385009765625,-0.001022527227178216,0.0788540318608284
 Стратосфералық озон қабатының жұқаруы мен аэрозоль тудыратын радиациялық әсер арасындағы өзара әрекеттесу тропосфералық гидроксил радикалдарының тік таралуын қалай модуляциялайды және болашақ шығарындылар сценарийлерінде метанның өмір сүру ұзақтығына қандай әсер етеді?,-2.256307601928711,-0.008175027543219967,-8.821022987365723,-7.2897725105285645,-6.146306991577148,-5.140092372894287,-4.35546875,-3.7286338806152344,-3.231724262237549,-2.8418467044830322,-2.5294406414031982,-2.256582260131836,-3.6541192531585693,-2.454190254211426,-1.822798252105713,-1.353623867034912,-1.0560346841812134,-0.8412179946899414,-0.6741182208061218,-0.5366086363792419,-0.41874679923057556,-0.2919735014438629
Эпистатикалық желі топологиясы мен ауытқып тұратын селективті қысымдар арасындағы өзара әрекеттесу эволюциялық уақыт шкалалары бойынша жоғары өлшемді фитнес ландшафттарындағы бейімделгіш шыңдардың ығысу ықтималдығының таралуын қалай қалыптастырады?,-2.0392167568206787,-0.007724305897048025,-8.209375381469727,-6.442708492279053,-5.386592864990234,-4.556361675262451,-3.891951560974121,-3.3598711490631104,-2.8927364349365234,-2.565842390060425,-2.2750437259674072,-2.039595365524292,-2.6937499046325684,-1.6696428060531616,-1.175734043121338,-0.8531929850578308,-0.6443861722946167,-0.4991493821144104,-0.37269219756126404,-0.280728280544281,-0.1904720962047577,-0.08874857425689697
" Пертурбативті емес кванттық хромодинамика контексінде, төмен импульстік фракциялардағы ауыр кварктардың партондық таралу функцияларын шектеу үшін адрон құрылымының торлы калибрлік теориясының есептеулерін тәжірибелік терең серпімсіз шашырау деректерімен қалай үйлестіруге болады?",-2.3581817150115967,-0.007913361459770459,-8.678977012634277,-7.045454502105713,-6.000946998596191,-5.119673252105713,-4.418749809265137,-3.8425071239471436,-3.3624188899993896,-2.966341972351074,-2.643650770187378,-2.3589928150177,-2.8210227489471436,-2.0607244968414307,-1.505415439605713,-1.138655185699463,-0.8901145458221436,-0.7040904760360718,-0.5513551235198975,-0.4249073266983032,-0.3149981200695038,-0.19222664833068848
 Регуляторлық кодталмайтын РНҚ мен хроматинді қайта құрушылар арасындағы эпистатикалық өзара әрекеттесулер адаптивті сәулелену кезінде фенотиптік өзгерістердің жылдам өзгеруіне қалай әсер етуі мүмкін және оларды популяциялық-геномдық уақыт қатарларын пайдаланып сандық түрде қалай модельдеуге болады?,-1.9685132503509521,-0.006350042743067588,-8.046875,-6.434895992279053,-5.351351261138916,-4.5186543464660645,-3.7998361587524414,-3.2532200813293457,-2.822089672088623,-2.461613178253174,-2.198493480682373,-1.9684548377990723,-2.4986979961395264,-1.6980794668197632,-1.1936959028244019,-0.8906941413879395,-0.6761193871498108,-0.5293822288513184,-0.412523478269577,-0.30504724383354187,-0.21451355516910553,-0.11005598306655884
 Даму жолдары бойынша үш өлшемді геном архитектурасына әсер ететін себептік реттеуші нұсқаларды анықтау үшін қандай жаңа статистикалық құрылымдар ұзақ қашықтықтағы хроматин байланыс карталарын және бір жасушалы аллельге тән экспрессияны бірлесіп модельдей алады?,-2.3936634063720703,-0.008488168107702377,-7.849999904632568,-6.526785850524902,-5.73974609375,-5.05704927444458,-4.423900604248047,-3.91754150390625,-3.411562442779541,-2.999267578125,-2.665565013885498,-2.39489483833313,-3.114062547683716,-1.9142484664916992,-1.360260009765625,-1.0068984031677246,-0.7759919166564941,-0.6213569641113281,-0.4867480397224426,-0.3735947608947754,-0.27378231287002563,-0.17099112272262573
"Жоғары энтропиялық қорытпаны жобалау контексінде, көп принципті элемент жүйелерінде температураға тәуелді фазалық тұрақтылықты және пайда болатын механикалық анизотропияны болжау үшін машинамен үйренілген атомаралық потенциалдарды термодинамикалық интеграция әдістерімен қалай біріктіруге болады?",-2.4055111408233643,-0.008045187761951051,-8.767045021057129,-7.231534004211426,-6.243844509124756,-5.354403495788574,-4.621591091156006,-3.9514381885528564,-3.4200360774993896,-3.002394199371338,-2.671616792678833,-2.405094861984253,-2.5866477489471436,-1.9176136255264282,-1.494140625,-1.1810691356658936,-0.9281339049339294,-0.7490604519844055,-0.6085950136184692,-0.48684415221214294,-0.3778063952922821,-0.2573907971382141
 Синтетикалық протоцеллюлярлардың ауытқып тұратын тотығу-тотықсыздану градиентінде тепе-теңдіксіз өздігінен жиналуын реттейтін термодинамикалық шектеулер мен кинетикалық жолдар қандай және олар стохастикалық ауытқулар кезінде пайда болатын метаболикалық желінің беріктігіне қалай әсер етеді?,-2.039456844329834,-0.007181186071583923,-8.9296875,-6.9375,-5.699652671813965,-4.711415767669678,-3.9511399269104004,-3.380993127822876,-2.902332305908203,-2.5566978454589844,-2.28035831451416,-2.0397257804870605,-2.8639323711395264,-1.9156087636947632,-1.3419325351715088,-0.9713010191917419,-0.756395697593689,-0.5972482562065125,-0.4595464766025543,-0.3544672727584839,-0.2611461281776428,-0.15411823987960815
 Рибосомалық РНҚ үшіншілік байланыстарының аллостерикалық модуляциясы жасушаішілік магний концентрацияларының өзгеруі кезінде пептидтік байланыстың түзілуінің кинетикалық жолына қалай әсер етеді және экстремофилді археялардағы трансляциялық дәлдікке қандай әсер етеді?,-2.351644515991211,-0.00864575189702651,-8.318750381469727,-6.782738208770752,-5.72607421875,-4.973474025726318,-4.305989742279053,-3.82861328125,-3.3513801097869873,-2.9463346004486084,-2.6174240112304688,-2.3515255451202393,-2.450000047683716,-1.7295386791229248,-1.287322998046875,-0.9646549820899963,-0.7458439469337463,-0.5949125289916992,-0.4604451358318329,-0.3485895097255707,-0.23979328572750092,-0.13337481021881104
 Фазамен бөлінген мембранасыз органеллалар мен хроматинді қайта құру кешендерінің өзара әрекеттесуі эмбрионалды жасуша тағдырының ерте шешімдері кезінде стохастикалық ген экспрессиясының шуына қалай әсер етеді?,-2.4791853427886963,-0.010505022638935154,-9.54296875,-7.663602828979492,-6.408052921295166,-5.5078125,-4.704033374786377,-4.042067527770996,-3.5513508319854736,-3.11434268951416,-2.7642695903778076,-2.479818344116211,-3.4609375,-2.3058364391326904,-1.634690523147583,-1.2364789247512817,-0.944250762462616,-0.7332341074943542,-0.58416748046875,-0.45116126537323,-0.3350016176700592,-0.21660885214805603
2100 жылға арналған болжамды климаттық сценарийлер бойынша өсімдік-топырақ кері байланыс механизмдері мен микроклиматтың өзгергіштігі арасындағы өзара әрекеттесу гетерогенді қоңыржай орман ландшафттарында көміртектің сіңірілу жылдамдығын қалай модуляциялайды?,-2.017235279083252,-0.007256242011090834,-8.584375381469727,-6.697916507720947,-5.443359375,-4.528524875640869,-3.82421875,-3.3294677734375,-2.8873307704925537,-2.529163360595703,-2.2454123497009277,-2.017233371734619,-2.1968750953674316,-1.362909197807312,-0.9402065277099609,-0.6812019944190979,-0.5125992298126221,-0.39705944061279297,-0.2942146956920624,-0.2035529613494873,-0.11825152486562729,-0.025261208415031433
" Литосфера температурасының, құрамының және сұйықтықтың қанығуының таралуын бір мезгілде шешу үшін сейсмикалық анизотропияның, магнитотеллурлық және гравитациялық деректердің бірлескен инверсиясын қалай тұжырымдауға болады, сонымен бірге сызықтық емес байланыс пен белгісіздік сандық бағалауын ескере отырып, үш өлшемді литосфералық температураны, құрамды және сұйықтықтың қанығу үлестірімдерін бір мезгілде шешуге болады?",-1.8835984468460083,-0.005174721007818704,-6.933823585510254,-5.757143020629883,-4.963942527770996,-4.25200891494751,-3.6201171875,-3.110844612121582,-2.684018611907959,-2.3646903038024902,-2.097672939300537,-1.8835647106170654,-2.3506433963775635,-1.501953125,-1.060341477394104,-0.7710771560668945,-0.5890592932701111,-0.4627726376056671,-0.35224777460098267,-0.2604235112667084,-0.1725568175315857,-0.07700590789318085
 Климатқа байланысты топырақ ылғалдылығының гистерезисі арқылы модуляцияланатын су жинау алабының инфильтрация сыйымдылығының стохастикалық өзгергіштігі су тасқыны оқиғасының шамасының ұялы өзен бассейндеріндегі дәрежелік заң бойынша таралуының масштабтау көрсеткішіне қалай әсер етеді?,-2.4347617626190186,-0.008338225214448694,-8.704545021057129,-7.254261493682861,-6.199908256530762,-5.356249809265137,-4.5818257331848145,-3.9878790378570557,-3.486698865890503,-3.0445141792297363,-2.720466136932373,-2.4349162578582764,-2.3480112552642822,-1.6922940015792847,-1.2799288034439087,-0.9811198115348816,-0.7531952261924744,-0.6007080078125,-0.4787072241306305,-0.36357635259628296,-0.2684732973575592,-0.15790759027004242
 Эпигенетикалық мұрагерлік цихлидтер тектес өсімдіктердің тез әртараптануында адаптивті сәулелену динамикасын қалай модуляциялайды және іріктеуге негізделген эпигенетикалық өзгерістерді микротіршілік ету ортасы градиенттері бойынша бейтарап дрейфтен қандай геномдық белгілер ажыратады?,-2.543492317199707,-0.008893329780418556,-9.602272987365723,-7.3899455070495605,-6.353860378265381,-5.4758830070495605,-4.708378314971924,-4.147022247314453,-3.6152102947235107,-3.20050311088562,-2.8362414836883545,-2.5435791015625,-2.9644887447357178,-2.0833899974823,-1.5296415090560913,-1.1204833984375,-0.8608777523040771,-0.6898812651634216,-0.5407534241676331,-0.42605990171432495,-0.31543204188346863,-0.2015444040298462
