subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
elementary_mathematics,You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,1,B,test,-1.9048881530761719,-0.0173171650279652,-8.479166984558105,-6.122395992279053,-4.7265625,-4.147836685180664,-3.4678308963775635,-3.0386719703674316,-2.70609712600708,-2.356336832046509,-2.1434569358825684,-1.9045625925064087,-3.7239582538604736,-2.373046875,-1.6107909679412842,-1.188213586807251,-0.8239602446556091,-0.636889636516571,-0.491826593875885,-0.33837890625,-0.24399414658546448,-0.12785787880420685
prehistory,Who was part of the elite class in the Olmec culture?,those who lived in the particularly rich farmlands,those who lived near resource-privileged areas,those who lived near the river where trading took place,those who lived near the volcanic rocks used in tool making,1,B,validation,-3.0803844928741455,-0.05311007746334734,-9.375,-8.875,-8.34375,-7.375,-5.455729007720947,-4.8917412757873535,-4.4580078125,-4.045572757720947,-3.687695264816284,-3.0797226428985596,-1.59375,-1.296875,-0.9244791865348816,-0.6837158203125,-0.349365234375,-0.2330496609210968,-0.14410400390625,-0.0595160573720932,0.015185547061264515,0.1669514924287796
nutrition,"Infants born to mothers who are vegan may be at increased risk of deficiency of which nutrient?
",Vitamin C,Folate,Vitamin B12,Calcium,2,C,test,-1.8971452713012695,-0.022319356132956113,-8.625,-5.296875,-4.171875,-3.556919574737549,-3.160590171813965,-2.8245737552642822,-2.544771671295166,-2.3101563453674316,-2.105698585510254,-1.8974802494049072,-1.453125,-0.62109375,-0.3477539122104645,-0.1845005601644516,-0.0664605051279068,0.023570667952299118,0.11129056662321091,0.18629556894302368,0.2521541714668274,0.31997841596603394
jurisprudence,Why is it important to separate the concept of punishment from its justification?,Because its justification depends on the concept employed.,Because any definition of punishment should be value-neutral.,Because the concept of punishment is controversial.,Because the practice of punishment is separate from its justification.,1,B,test,-2.4627010822296143,-0.033279744354454244,-7.53125,-6.40625,-5.65625,-5.003125190734863,-4.46875,-4.033482074737549,-3.393663167953491,-3.140625,-2.9002130031585693,-2.465463399887085,-0.89453125,-0.814453125,-0.5206705927848816,-0.26591795682907104,-0.1646321564912796,-0.0867047980427742,0.0423719622194767,0.10844726860523224,0.18168501555919647,0.3490459620952606
professional_law,"A young woman who attended a rock concert at a nightclub was injured when the band opened its performance with illegal fireworks that ignited foam insulation in the club's ceiling and walls. The young woman sued the radio station that sponsored the performance. The radio station has moved for summary judgment, claiming that it owed no duty to audience members. The evidence has established the following facts: The station advertised its sponsorship on the radio and in print, distributed free tickets to the concert, and in print, distributed free tickets to the concert, staffed the event with the station's interns to assist with crowd control, and provided a station disc jockey to serve as master of ceremonies. The master of ceremonies had the authority to stop or delay the performance at any time on the basis of any safety concern. The station knew or should have known that the band routinely used unlicensed, illegal fireworks in its performances. Should the court grant the radio station's motion for summary judgment? ","No, because there is sufficient evidence of knowledge and control on the part of the station to impose on it a duty of care to audience members.","No, because under respondeat superior, the radio station is vicariously liable for the negligent actions of the band.","Yes, because it is the band and the nightclub owners who owed audience members a duty of care.","Yes, because the conduct of the band in setting off illegal fireworks was criminal and setting off illegal fireworks was criminal and was a superseding cause as a matter of law.",0,A,validation,-2.5119807720184326,-0.005233293275038401,-8.495065689086914,-6.935032844543457,-5.794682025909424,-5.013568878173828,-4.406496524810791,-3.9099507331848145,-3.4813499450683594,-3.1063425540924072,-2.7871665954589844,-2.5122385025024414,-2.3893914222717285,-1.6129728555679321,-1.1077779531478882,-0.7966151833534241,-0.5785441994667053,-0.4120818078517914,-0.28201937675476074,-0.1726509928703308,-0.07454302161931992,0.023289570584893227
high_school_mathematics,Solve for $x$:$$\left(\frac{1}{25}\right)^{x + 2} = 125^{-x}.$$,1,2,3,4,3,D,test,-1.5821107625961304,-0.022283250177410285,-6.1875,-4.830729007720947,-3.913194417953491,-3.143629789352417,-2.7587890625,-2.46875,-2.15913724899292,-1.960787296295166,-1.788321614265442,-1.5824191570281982,-3.9947917461395264,-2.8639323711395264,-2.0377604961395264,-1.382718563079834,-1.0503387451171875,-0.8102770447731018,-0.5747600793838501,-0.43812912702560425,-0.32437869906425476,-0.1929672658443451
nutrition,"Obesity increases the risk of endometrial cancer. Which hormone is thought to mediate this effect?
",Testosterone,Oestrogen,Insulin-like growth factor-1,Thyroxine,1,B,test,-1.7294771671295166,-0.019005243594829854,-6.0,-5.21484375,-4.419270992279053,-3.8203125,-3.2874999046325684,-2.8902995586395264,-2.5302734375,-2.2454833984375,-2.015679359436035,-1.7291353940963745,-0.966796875,-0.67333984375,-0.4469706118106842,-0.32152557373046875,-0.20829467475414276,-0.1097768172621727,-0.03033883310854435,0.042545318603515625,0.107696533203125,0.2134050577878952
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I let my children throw icicles at each other, since it's only water. Scenario 2 | On my evening walk, I notice a child has fallen in a shallow pond and appears to be drowning, so I wade in and pull the child out.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",1,B,test,-3.020169258117676,-0.011706082395804946,-9.527777671813965,-8.271381378173828,-7.0535712242126465,-6.033717155456543,-5.334441661834717,-4.713130474090576,-4.229462623596191,-3.750025749206543,-3.3749022483825684,-3.020986557006836,-2.602430582046509,-1.9461349248886108,-1.4801199436187744,-1.1024892330169678,-0.8735935688018799,-0.6718803644180298,-0.5247145891189575,-0.38453835248947144,-0.27282068133354187,-0.1465287059545517
moral_disputes, Papadaki argues that,sexual objectification is not always wrong.,sexual objectification involves the total reduction of a person to an object.,sexual objectification is not explainable in Kantian terms.,sexual objectification involves the denial of a person's humanity.,3,D,test,-4.50114107131958,-0.15521176107998552,-7.90625,-7.90625,-7.90625,-7.90625,-7.90625,-7.90625,-6.6875,-6.6875,-6.6875,-4.495931148529053,-0.6796875,-0.6796875,-0.6796875,-0.6796875,-0.6796875,-0.6796875,-0.525390625,-0.525390625,-0.525390625,-0.2493489533662796
philosophy,"The study of reality in the broadest sense, an inquiry into the elemental nature of the universe and the things in it, is known as _____.",metaphysics,epistemology,quantum physics,axiology,0,A,dev,-2.5305068492889404,-0.024331796627778273,-9.40625,-7.643750190734863,-6.33984375,-5.3366475105285645,-4.5457587242126465,-3.9545037746429443,-3.492382764816284,-3.1238112449645996,-2.804912805557251,-2.5299198627471924,-1.43359375,-0.9066406488418579,-0.63232421875,-0.3818359375,-0.1951032429933548,-0.06991038471460342,0.03041992150247097,0.10899286717176437,0.18535907566547394,0.2707098722457886
college_computer_science,"Consider the representation of six-bit numbers by two's complement, one's complement, or by sign and magnitude. In which representation is there overflow from the addition of the integers 011000 and 011000?",Two's complement only,Sign and magnitude and one's complement only,Two's complement and one's complement only,All three representations,3,D,test,-2.4923951625823975,-0.017930900450233076,-8.375,-6.822916507720947,-5.900669574737549,-5.1291117668151855,-4.4931640625,-3.926858901977539,-3.4561121463775635,-3.083383321762085,-2.7686879634857178,-2.491351366043091,-2.125,-1.6171875,-1.154296875,-0.8421213030815125,-0.6392135620117188,-0.4930398762226105,-0.37015488743782043,-0.2655577063560486,-0.1694183349609375,-0.07504209876060486
human_sexuality,Castration in adulthood,will produce a high voice because of decreased testosterone production.,will produce a high voice because of the pain that accompanies the procedure.,will not produce a high voice because the larynx has already grown.,will not produce a high voice because castration does not affect testosterone production.,2,C,test,-5.167723655700684,-0.16670076308711881,-8.5,-8.5,-8.5,-8.5,-8.09375,-8.09375,-8.09375,-6.302083492279053,-6.302083492279053,-5.171875,-0.625,-0.625,-0.625,-0.625,-0.5361328125,-0.5361328125,-0.5361328125,-0.1979166716337204,-0.1979166716337204,0.111328125
professional_law,"A worker was injured when a machine he was using on the job malfunctioned. The worker brought a federal diversity action against both the machine's manufacturer and the company responsible for the machine's maintenance. At trial, the worker submitted a proposed jury instruction on negligence. The court did not accept the proposed instruction and instead gave a negligence instruction that the worker's attorney believed was less favorable and legally incorrect. The attorney did not object to the negligence instruction before it was given. The jury returned a verdict for the defendants. The worker has moved for a new trial on the ground that the court's negligence instruction was improper. What argument has the best chance of persuading the court to grant the motion?",Issues of law can be raised at any time.,The court's negligence instruction was incorrect and the worker's objection to it was preserved when he submitted his it was preserved when he submitted his proposed negligence instruction.,The court's negligence instruction was plain error that affected the worker's substantial rights.,The need for a formal objection to a judicial ruling in order to preserve an argument has been eliminated in the Federal Rules of Civil Procedure.,2,C,test,-2.0011816024780273,-0.00519787429215072,-6.822115421295166,-5.674190044403076,-4.728277206420898,-4.107204914093018,-3.571920871734619,-3.134289264678955,-2.7983553409576416,-2.4899117946624756,-2.2260544300079346,-2.0014126300811768,-2.082932710647583,-1.2838903665542603,-0.8540098667144775,-0.6121826171875,-0.43073946237564087,-0.29362672567367554,-0.18658769130706787,-0.0851782038807869,0.010486137121915817,0.10356374084949493
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I poured the motor oil into the cooker. Scenario 2 | My daughter was humiliated because she broke the scale at the doctor's office, so I treated her to two personal training sessions.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",1,B,test,-3.3092422485351562,-0.013674554746013041,-9.5234375,-8.78125,-7.740885257720947,-6.68017578125,-5.889062404632568,-5.2578125,-4.6725029945373535,-4.159759521484375,-3.721482992172241,-3.3100879192352295,-2.27734375,-1.8798828125,-1.6061197519302368,-1.2832717895507812,-1.014312744140625,-0.8035736083984375,-0.6314740777015686,-0.4856452941894531,-0.3558925986289978,-0.2124234437942505
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kissed my best friend's wife Scenario 2 | I keep boxes of candy in my van to draw in kids.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",0,A,test,-3.538252830505371,-0.01842840015888214,-10.645833015441895,-9.516826629638672,-8.180920600891113,-6.998197078704834,-6.13399600982666,-5.553285121917725,-4.95329475402832,-4.455528736114502,-3.9569857120513916,-3.5381765365600586,-3.0989582538604736,-2.357572078704834,-1.9224917888641357,-1.429823637008667,-1.1046956777572632,-0.8967316746711731,-0.697942316532135,-0.5482999086380005,-0.39717748761177063,-0.24224483966827393
machine_learning,"Statement 1| The SVM learning algorithm is guaranteed to find the globally optimal hypothesis with respect to its object function. Statement 2| After being mapped into feature space Q through a radial basis kernel function, a Perceptron may be able to achieve better classification performance than in its original space (though we can’t guarantee this).","True, True","False, False","True, False","False, True",0,A,test,-3.113861560821533,-0.013028709459504323,-10.3125,-8.382211685180664,-7.3601975440979,-6.340144157409668,-5.615234375,-4.88401460647583,-4.373524188995361,-3.871920108795166,-3.4894661903381348,-3.114741325378418,-3.1484375,-2.218148946762085,-1.7946134805679321,-1.380723237991333,-1.1134834289550781,-0.8890380859375,-0.7288547158241272,-0.567976713180542,-0.4424775242805481,-0.30161696672439575
high_school_european_history,"This question refers to the following information.
Under the name of Chartist well-meaning inconsiderate men and other misled men have in very many cases, all over the country from the extreme west to the extreme east and from Brighton in the south to nearly the extreme north of Scotland, denounced every man who is not a working man, applied to him, the grossest epithets and most atrocious intentions and conduct, have threatened them with vengeance and in some places, have proposed plans for the seizure and division of their property—numbers of misled men and others of bad character, under the self-denomination of Chartists have gone from place to place and in the most violent manner disturbed and dispersed meetings of various kinds. Your Committee object to the words Household Suffrage since under any honest definition of the words—they would exclude a large majority of the men of these kingdoms—and because they have become reasonably obnoxious to the political portion of the working people.
—Excerpt of a letter from British social reformer Francis Place, written in 1842
Which of the following best characterizes the historical point of view of the document above?",The author must not be a radical reformer because he criticizes the Chartists.,The author must be a radical reformer because he criticizes the Chartists.,The author believes in universal male suffrage.,The author thinks the Chartists are the best part of the reform movement.,0,A,validation,-3.556030035018921,-0.005538987593487416,-10.1875,-8.702445983886719,-7.70788049697876,-6.8547892570495605,-6.121603488922119,-5.481261253356934,-4.894652366638184,-4.3845744132995605,-3.944840669631958,-3.556037187576294,-2.4908287525177,-1.84035325050354,-1.4607676267623901,-1.16824471950531,-0.9304013252258301,-0.7365726828575134,-0.571711003780365,-0.4271323084831238,-0.2996610999107361,-0.179851233959198
security_studies,Which of these is not a widely articulated or valid criticism of constructivism?,Constructivism lacks the ability to empirically prove its theories.,The rationalist foundations of constructivism create difficulties in applying its theories within a changing international system.,"By regarding the state as the most important actor, constructivism neglects internationalization in a globalized world.","Despite rejecting causality, constructivists simply replace the material trigger of causality with ideas.",1,B,test,-4.047590255737305,-0.05396787007649739,-11.8125,-10.625,-9.109375,-8.40625,-7.229910850524902,-6.607421875,-6.05555534362793,-5.082919120788574,-4.693359375,-4.049874305725098,-5.21875,-4.875,-2.9599609375,-2.466796875,-1.6986607313156128,-1.440185546875,-1.2356771230697632,-0.91796875,-0.7682291865348816,-0.4871651828289032
professional_accounting,The Internal Revenue Code and the Regulations do not impose penalties on tax return preparers for which of the following?,Failure to sign a prepared tax return as a tax preparer.,Failure to provide a copy of a prepared tax return to the taxpayer.,Failure to notify a taxpayer about an inadvertent error on a tax return filed 10 years ago.,Failure to retain copies of prepared tax returns or a list of taxpayers for whom such returns were prepared for the last three years.,2,C,test,-2.847968339920044,-0.027650178057476153,-8.578125,-7.2734375,-6.572916507720947,-6.15234375,-5.448437690734863,-4.731119632720947,-4.191964149475098,-3.720703125,-3.3212890625,-2.8472208976745605,-1.1328125,-0.9970703125,-0.8284505009651184,-0.665283203125,-0.530102550983429,-0.4325154721736908,-0.3495919406414032,-0.2658538818359375,-0.1734890341758728,-0.0069638206623494625
marketing,Marketing that moves away from a transaction-based effort to a conversation (i.e. two-way dialogue) and can be described as a situation or mechanism through which marketers and a customer (e.g. stakeholders) interact usually in real-time is known as:,Digital marketing.,Interactive marketing.,Direct marketing.,Electronic marketing.,1,B,test,-3.4792873859405518,-0.01976867832920768,-9.2578125,-8.072916984558105,-7.299107074737549,-6.570723533630371,-5.919270992279053,-5.353448390960693,-4.825827121734619,-4.325220584869385,-3.8734686374664307,-3.4792685508728027,-2.767578125,-2.0104167461395264,-1.5711495876312256,-1.2477898597717285,-0.9898783564567566,-0.7963951230049133,-0.6259119510650635,-0.48386794328689575,-0.3541315197944641,-0.21842613816261292
sociology,Socialization is:,the formation of an attachment bond between an infant and its carer,a tendency of social theorists to explain everything in terms of social causes,the process of becoming part of a society by learning its norms and values,the historical process by which societies change from traditional to modern,2,C,test,-4.286874771118164,-0.17147499084472656,-6.15625,-6.15625,-6.15625,-6.15625,-6.15625,-6.15625,-5.59375,-5.59375,-5.59375,-4.28125,-1.671875,-1.671875,-1.671875,-1.671875,-1.671875,-1.671875,-0.71484375,-0.71484375,-0.71484375,-0.2122395783662796
high_school_statistics,"As reported on CNN, in a May 1999 national poll 43% of high school students expressed fear about going to school. Which of the following best describes what is meant by the poll having a margin of error of 5%?",It is likely that the true proportion of high school students afraid to go to school is between 38% and 48%.,Five percent of the students refused to participate in the poll.,Between 38% and 48% of those surveyed expressed fear about going to school.,There is a 0.05 probability that the 43% result is in error.,0,A,test,-2.385411500930786,-0.015193703827584625,-7.574999809265137,-6.599999904632568,-5.7479166984558105,-4.999218940734863,-4.405624866485596,-3.860807180404663,-3.399218797683716,-3.0225586891174316,-2.69983172416687,-2.3850128650665283,-1.6749999523162842,-1.327734351158142,-1.0574870109558105,-0.784472644329071,-0.590624988079071,-0.4474934935569763,-0.33183592557907104,-0.2276611328125,-0.1359592080116272,-0.025141697376966476
abstract_algebra,Compute the product in the given ring. (12)(16) in Z_24,0,1,4,6,0,A,test,-2.5710062980651855,-0.045105373650266414,-6.875,-5.46875,-4.634375095367432,-4.254464149475098,-3.9479167461395264,-3.6306817531585693,-3.340745210647583,-3.057812452316284,-2.828584671020508,-2.5714433193206787,-3.578125,-1.8111978769302368,-1.173242211341858,-0.7971540093421936,-0.5386284589767456,-0.34303978085517883,-0.1929086595773697,-0.07994791865348816,0.018382353708148003,0.10505756735801697
college_medicine,"Myoclonic epilepsy and ragged-red fiber (MERRF) is an extremely rare disorder that affects neuromuscular systems. MERRF results from a mutation in mitochondrial DNA (mtDNA) that impairs protein synthesis, oxygen consumption, and energy production. When an affected male and a normal female reproduce, which of the following best predicts the expected phenotypic ratios of the offspring?",None of the offspring will be affected,All males and no females will be affected,Half of males and half of females will be affected,One-fourth of the offspring will be affected,0,A,test,-1.9731525182724,-0.00776831700107244,-7.19140625,-5.5810546875,-4.746744632720947,-4.092041015625,-3.570507764816284,-3.14697265625,-2.7810757160186768,-2.4571990966796875,-2.1910908222198486,-1.9725635051727295,-1.771484375,-1.17529296875,-0.8298110961914062,-0.6111431121826172,-0.4583602845668793,-0.33822503685951233,-0.23870740830898285,-0.14899349212646484,-0.06614091992378235,0.01547317486256361
professional_psychology,"According to Piaget, children are ___________.",“Blank slates”,Less intelligent than adults,“Little scientists”,Shaped by culture,2,C,test,-2.93619966506958,-0.06524888144599067,-8.4375,-8.4375,-7.0,-6.291666507720947,-5.484375,-4.900000095367432,-4.3203125,-3.7572543621063232,-3.295135498046875,-2.9356281757354736,-1.3515625,-1.3515625,-0.93359375,-0.75,-0.65576171875,-0.564648449420929,-0.4348958432674408,-0.3422153890132904,-0.2330322265625,-0.1450737863779068
professional_law,"Mary, a wealthy St. Petersburg widow, executed her first and only will on May 15, 1990 and died on August 18, 1990. Her will provided that her estate be divided equally between her only child, Joan, and the Salvation Army of Largo. How will Mary's estate actually be distributed?",100% to Joan.,100% to Joan if she files a timely petition requesting that the devise to the Salvation Army be avoided.,50% to Joan and 50% to the Salvation Army.,"50% to Joan and the income from the remaining 50% to Joan for life, remainder to the Salvation Army, if Joan files a timely petition protesting the devise to the Salvation Army.",2,C,test,-2.3797945976257324,-0.01220407485961914,-9.022321701049805,-7.3504462242126465,-6.011160850524902,-5.089285850524902,-4.399330139160156,-3.855189800262451,-3.3977599143981934,-3.0027902126312256,-2.680253267288208,-2.3796606063842773,-3.4966518878936768,-2.255580425262451,-1.6838728189468384,-1.2811323404312134,-0.9963204264640808,-0.784182608127594,-0.6225311756134033,-0.4880392849445343,-0.3612060546875,-0.22268547117710114
professional_law,"An investor owned a building in a city. This was the only piece of real estate that the investor owned. The three-story building had a store on the ground floor and apartments on the other two floors. The investor entered into a leasehold agreement with a tenant, who would lease the first floor, where she planned to open a sporting goods store. After identifying the parties, the operative words of the lease were as follows: ""Landlord hereby agrees to lease for the three years the first floor of his building in the city to tenant, reserving unto said landlord annual rental in the sum of $12,000 payable in advance in monthly installments of $1,000. ""After the tenant took possession and the investor accepted her rent payment for the first floor of the building, which of the following most accurately describes the legal relationship between the parties?",A tenancy at will was created.,A periodic tenancy from month-to-month was created.,A periodic tenancy from year-to-year was created.,The tenant's equitable three-year term became a legal three-year term.,3,D,test,-2.256286859512329,-0.00517496986126681,-8.022058486938477,-6.494642734527588,-5.536658763885498,-4.766071319580078,-4.13002872467041,-3.584263324737549,-3.163982391357422,-2.803215742111206,-2.512916088104248,-2.256650924682617,-2.1263787746429443,-1.5215401649475098,-1.169677734375,-0.8570469617843628,-0.6493031978607178,-0.4814092814922333,-0.3531244099140167,-0.23738229274749756,-0.13945017755031586,-0.03633440285921097
