id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
4399,high_school_mathematics,Математика,"Бросаются шесть 6-гранных кубиков. Какова вероятность того, что на трех кубиках выпадут простые числа, а на остальных - составные?",\frac{125}{2916},\frac{5}{16},\frac{5}{54},\frac{5}{55},C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.1361656188964844,-0.01387120531750964,-8.854166984558105,-7.5089287757873535,-6.020312309265137,-4.767299175262451,-4.133731842041016,-3.493396520614624,-3.1005859375,-2.66778564453125,-2.4111111164093018,-2.136465549468994,-1.8125,-1.2020089626312256,-0.9040771722793579,-0.6228376030921936,-0.4920438826084137,-0.3533063530921936,-0.25958251953125,-0.1533726304769516,-0.07829826325178146,0.03076171875
11452,professional_law,Право,"Поставщик пиломатериалов и компания, производящая ограждения, подписали 1 мая следующее соглашение: ""Поставщик обещает продать, а компания, производящая ограждения, обещает купить 7000 секций частокола из красного дерева по цене 30 долларов за секцию. Каждая секция должна быть изготовлена из высококачественных расщепленных стволов красного дерева и иметь длину 7 футов и высоту 6 футов; 1000 секций должны быть доставлены продавцом 1 июня или до этого, и 1000 секций к первому дню каждого из следующих шести месяцев. Оплата за секции должна быть произведена в течение 10 дней с момента доставки. ""Первая партия из 1000 секций прибыла 27 мая, а компания по изготовлению ограждений отправила свой платеж 5 июня. Вторая партия прибыла 1 июля, а компания по изготовлению ограждений произвела оплату 5 июля. Августовская партия прибыла во второй половине дня 1 августа. После первоначального осмотра было обнаружено, что стволы из красного дерева имеют длину 7 футов и высоту 6,25 фута. Затем менеджер компании по производству ограждений позвонил президент поставщика пиломатериалов. Во время их разговора президент сказал менеджеру, что поставщик пиломатериалов не может заменить августовскую партию, но допустит корректировку цен. Менеджер отказался от предложения президента. На следующий день менеджер отправил президенту факс, в котором говорилось, что настоящим он отменяет все будущие поставки и возвращает последнюю партию из-за несоответствия. Если поставщик пиломатериалов подаст в суд на компанию по производству ограждений за нарушение контракта, суд, скорее всего, постановит, что компания по производству пиломатериалов","выиграла иск, потому что все поставки на сегодняшний день были своевременными.","выиграла иск, потому что президент предложил скорректировать цену на августовскую партию.","проиграла иск, потому что президент отказался заменить не соответствующие требованиям стволы.","проиграла иск, поскольку отклонение уменьшило стоимость всего контракта.",B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.001091480255127,-0.0020693810550725202,-8.300304412841797,-6.548945903778076,-5.384125232696533,-4.524560451507568,-3.8503663539886475,-3.3023452758789062,-2.855112075805664,-2.50231671333313,-2.2243688106536865,-2.0014829635620117,-3.606326103210449,-2.108198404312134,-1.4105136394500732,-1.043546199798584,-0.8115222454071045,-0.6409780979156494,-0.5010157227516174,-0.38000452518463135,-0.2684037983417511,-0.15490926802158356
5820,high_school_us_history,История,"Этот вопрос относится к следующей информации.
""Если вы проанализируете это, я полагаю, что само сердце и душа консерватизма - это либертарианство. Я думаю, что консерватизм на самом деле является неправильным термином, так же как либерализм является неправильным термином для либералов — если бы мы вернулись во времена революции, так называемые консерваторы сегодня были бы либералами, а либералы были бы тори. Основой консерватизма является стремление к меньшему вмешательству правительства, или к меньшей централизованной власти, или к большей индивидуальной свободе, и это также довольно общее описание того, что такое либертарианство. Так вот, я не могу сказать, что соглашусь со всем, что говорит нынешняя группа, называющая себя либертарианцами в смысле партии, потому что я думаю, что, как и в любом политическом движении, есть оттенки, и есть либертарианцы, которые почти достигли точки, когда хотят вообще не иметь правительства или анархия. Я верю, что существуют законные государственные функции. В упорядоченном обществе существует законная потребность в том, чтобы какое-то правительство поддерживало свободу, иначе мы столкнемся с тиранией отдельных лиц. Самый сильный человек в квартале будет управлять районом. У нас есть правительство, которое следит за тем, чтобы каждому из нас не приходилось носить дубинку, чтобы защищаться. Но опять же, я настаиваю на своем заявлении, что, по моему мнению, либертарианство и консерватизм идут одним и тем же путем"".
Рональд Рейган, интервью, опубликованное в журнале Reason, 1975
Все нижеперечисленные факторы способствовали распространению консерватизма в конце 1970-х и 1980-х годах, за исключением",успеха Либертарианской партии на национальных выборах,роста религиозного фундаментализма,предполагаемых экономических и внешнеполитических неудач при президенте Картере,"социальных изменений, последовавших за движением за гражданские права и войной во Вьетнаме",A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test,-2.315243721008301,-0.0019890409974298116,-8.146801948547363,-6.817224025726318,-5.88759708404541,-5.059048175811768,-4.362608909606934,-3.785125970840454,-3.3015048503875732,-2.899207592010498,-2.5787718296051025,-2.315708637237549,-2.2158429622650146,-1.4985918998718262,-1.0548326969146729,-0.7793745994567871,-0.6022514700889587,-0.46921437978744507,-0.3541407883167267,-0.2497180700302124,-0.15296119451522827,-0.04935081675648689
5885,high_school_world_history,История,"Этот вопрос относится к следующей информации.
Тогда по какому принципу разума эти иностранцы должны посылать взамен ядовитый наркотик? Не имея в виду, что иностранцы таят в своих сердцах такие разрушительные намерения, мы все же положительно утверждаем, что из-за своей непомерной жажды наживы они совершенно безразличны к травмам, которые они наносят нам! И в таком случае мы хотели бы спросить, что стало с той совестью, которую небеса вложили в грудь каждого человека? Мы слышали, что в вашей собственной стране опиум запрещен со всей строгостью. Это убедительное доказательство того, что вы прекрасно знаете, насколько это вредно для человечества. Поскольку вы не позволяете ему наносить вред вашей собственной стране, вы не должны передавать этот вредный препарат в другую страну, и прежде всего в другие страны, а тем более во Внутреннюю страну! Из товаров, которые Китай экспортирует в ваши зарубежные страны, нет ни одного, который в той или иной форме не приносил бы пользы человечеству.
Линь Цзэсу, китайский торговый комиссар, письмо королеве Виктории, 1839 год
На каком из следующих аргументов автор отрывка главным образом основывает свою апелляцию?","Лицемерно продавать одной стране вещество, запрещенное как вредное в своей собственной.",Конфуцианское учение запрещает употребление всех наркотиков как изначально аморальных.,"Зависимость приводит к тому, что Китай страдает от неблагоприятного торгового баланса.","Британия поступает неразумно, рискуя навлечь на себя гнев более могущественного в военном отношении государства.",A,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-2.8510310649871826,-0.0031926439697504846,-8.900861740112305,-7.554418087005615,-6.6102728843688965,-5.885237216949463,-5.1915669441223145,-4.560357093811035,-4.029794692993164,-3.5636065006256104,-3.1764278411865234,-2.850717306137085,-2.282597064971924,-1.5587284564971924,-1.1518386602401733,-0.8647453188896179,-0.6613662838935852,-0.5109760165214539,-0.3846263587474823,-0.27125346660614014,-0.16644391417503357,-0.05123243108391762
2475,formal_logic,Логика,"Выберите лучший перевод на язык логики предикатов: Если Делайла находится в Нью-Йорке, значит, Хуана находится в Боготе или Лейла - в Сан-Хуане.",Nd ⊃ (Bj - Sl),Dn ≡ (Bx - Ly),Nd ≡ (Bj - Sl),Nd ⊃ (Bj ∨ Sl),D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-3.5239217281341553,-0.021228444145386476,-9.453125,-8.229166984558105,-7.555288314819336,-6.83680534362793,-6.244565010070801,-5.670138835906982,-4.9854736328125,-4.47694206237793,-3.947920560836792,-3.5228960514068604,-1.99609375,-1.609375,-1.2856069803237915,-0.9998372197151184,-0.7754755616188049,-0.6348379850387573,-0.49560546875,-0.4002821147441864,-0.2919207215309143,-0.1859714686870575
1916,electrical_engineering,Информационные технологии,LC-генераторы используются для получения сигнала с частотой в диапазоне от,1 МГц до 500 МГц,100 кГц до 500 МГц,1 кГц до 1 МГц,1 МГц до 100 ГГц,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.6286113262176514,-0.02433899376127455,-16.25,-8.682291984558105,-7.2734375,-5.7109375,-4.7099609375,-4.299479007720947,-3.6828835010528564,-3.443359375,-2.9984652996063232,-2.6243863105773926,-4.03125,-1.432373046875,-1.04937744140625,-0.5918375849723816,-0.327667236328125,-0.2231174111366272,-0.046897195279598236,0.02471923828125,0.1486990749835968,0.2458343505859375
99,high_school_chemistry,Биология,"Раствор содержит 2,00 моля уксусной кислоты, CH3COOH, и 1,00 моля ацетата кальция, Ca(CH3COO)2. Раствор способен противостоять добавлению небольшого количества сильной кислоты или сильного основания лишь при незначительных изменениях рН раствора. Большее количество сильной кислоты или сильного основания может вызвать значительное изменение рН. Сколько молей азотной кислоты, HNO3, можно добавить до того, как рН начнет значительно меняться?","0,500 моль","1,00 моль","2,00 моль","3,00 моль",C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",train,-1.6883726119995117,-0.004908059918603232,-7.9375,-6.2571024894714355,-4.847196578979492,-3.97986102104187,-3.2711074352264404,-2.7921502590179443,-2.42482328414917,-2.113006353378296,-1.8866894245147705,-1.688400387763977,-2.0632102489471436,-1.321333408355713,-0.844310998916626,-0.6163201332092285,-0.45185771584510803,-0.3308253586292267,-0.23210085928440094,-0.14290040731430054,-0.07067661732435226,0.012900636531412601
9158,moral_scenarios,Философия,"Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") делает что-то явно морально неправильное, согласно обычным моральным нормам, принятым в США по состоянию на 2020 год? Сценарий 1 | Я обнаружила, что в спальне начался пожар, поэтому оставила мужа спать. Сценарий 2 | Я планировал встретиться после ограбления.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test,-2.6821975708007812,-0.0084345835559773,-9.47569465637207,-7.851973533630371,-6.780172348022461,-5.894631385803223,-5.146364688873291,-4.422272205352783,-3.82961106300354,-3.359452247619629,-2.9838180541992188,-2.68276047706604,-2.862847328186035,-1.9041941165924072,-1.3399279117584229,-0.9942779541015625,-0.7720471024513245,-0.6116464734077454,-0.47629690170288086,-0.36314818263053894,-0.2563776671886444,-0.13677038252353668
2419,elementary_mathematics,Математика,Какая фраза является описанием 2m+7?,7 более чем в 2 раза м,2 более чем в 7 раз м,в 2 раза больше суммы 7 и m,в 7 раз больше суммы 2 и m,A,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-3.973597288131714,-0.05676567554473877,-8.6875,-8.59375,-8.041666984558105,-7.484375,-6.421875,-5.96875,-5.59375,-5.1484375,-4.764062404632568,-3.9768383502960205,-1.7578125,-1.75390625,-1.5859375,-1.27587890625,-0.8986409306526184,-0.7309221625328064,-0.582916259765625,-0.4625922441482544,-0.3604736328125,-0.16302490234375
1043,college_chemistry,Биология,Какова предельная высокотемпературная молярная теплоемкость при постоянном объеме (C_V) двухатомной молекулы в газовой фазе?,"1,5R",2R,"2,5R","3,5R",D,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.7681852579116821,-0.011556766391579622,-9.572916984558105,-6.5066962242126465,-5.028409004211426,-4.108854293823242,-3.3976151943206787,-3.005415439605713,-2.577204704284668,-2.2387166023254395,-1.9764821529388428,-1.7685215473175049,-2.34375,-1.4944196939468384,-1.0521240234375,-0.7612630128860474,-0.5774825215339661,-0.4735662341117859,-0.35991960763931274,-0.2646647095680237,-0.16378962993621826,-0.04940635338425636
13735,virology,Медицина,Какова основная клиническая картина гепатита А?,Сыпь,Паралич конечностей,Желтуха и дискомфорт в животе,Инфекция верхних дыхательных путей,C,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-3.0964725017547607,-0.04074305923361527,-9.9375,-8.84375,-7.65625,-6.6484375,-5.734375,-4.963541507720947,-4.341517925262451,-3.8564453125,-3.444444417953491,-3.101330518722534,-3.46875,-2.265625,-1.8541666269302368,-1.4638671875,-1.1491210460662842,-0.9042155146598816,-0.7008231282234192,-0.54095458984375,-0.39404296875,-0.26518553495407104
6631,jurisprudence,Право,Конгресс США уполномочен статьей о торговле и другими положениями Конституции США принимать ________ для регулирования внешней торговли и торговли между штатами.,таинства,федеральные законы,исполнительные приказы,уставы,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-3.17600679397583,-0.018358420774426763,-10.34375,-8.447916984558105,-7.36805534362793,-6.572916507720947,-5.68359375,-5.128289699554443,-4.575106620788574,-4.057207107543945,-3.628542184829712,-3.175516366958618,-2.1380207538604736,-1.2718099355697632,-0.8961588740348816,-0.6644999384880066,-0.48059844970703125,-0.3866223692893982,-0.30447110533714294,-0.22645018994808197,-0.1449192613363266,-0.006198883056640625
12719,professional_psychology,Общество,"Если психолог выступает в уголовном процессе в качестве свидетеля, дающего показания об обстоятельствах дела, для истца и привлеченного эксперта для суда, она действует:","неэтично, приняв на себя двойную роль.","этично, если у нее ранее не было отношений с истцом.","этично, если она прояснила свои роли со всеми сторонами.","этично, если она получила отказ от осуществления прав от суда.",C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-3.0622494220733643,-0.016288560755709384,-10.020833015441895,-8.611607551574707,-7.732954502105713,-6.652083396911621,-5.6940789222717285,-5.098721504211426,-4.418269157409668,-3.8666014671325684,-3.4213221073150635,-3.0624823570251465,-3.1302082538604736,-1.98828125,-1.5010653734207153,-1.1700845956802368,-0.8943899273872375,-0.7345192432403564,-0.5481989979743958,-0.39086100459098816,-0.25756117701530457,-0.12703664600849152
8272,moral_disputes,Философия,"Ричардсон-Селф утверждает, что сексистская речь","это всегда ненавистнические высказывания, потому что она связана с насилием.","это не всегда разжигание ненависти, потому что она не связана с насилием","это всегда ненавистнические высказывания, потому что она не связана с насилием.","это не всегда ненавистнические высказывания, потому что она всегда связана с насилием.",B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-3.8738486766815186,-0.0466728756226689,-12.0625,-8.84375,-7.984375,-6.927083492279053,-6.535714149475098,-5.885416507720947,-5.542187690734863,-4.835123538970947,-4.46901273727417,-3.8744547367095947,-2.5625,-1.5234375,-1.291015625,-1.052734375,-0.9408482313156128,-0.7256808876991272,-0.64227294921875,-0.4749247133731842,-0.39812761545181274,-0.24270018935203552
5,abstract_algebra,Математика,"Утверждение 1 | Если в группе есть элемент порядка 15, в ней должно быть не менее 8 элементов порядка 15. Утверждение 2 | Если группа содержит более 8 элементов порядка 15, в ней должно быть не менее 16 элементов порядка 15.","Истина, Истина","Ложь, Ложь","Истина, Ложь","Ложь, Истина",A,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-1.5501457452774048,-0.00968841090798378,-6.171875,-4.954427242279053,-4.222222328186035,-3.626953125,-3.004788398742676,-2.565218448638916,-2.2225539684295654,-1.956807017326355,-1.7461392879486084,-1.549821138381958,-1.8697916269302368,-1.1312357187271118,-0.7357109785079956,-0.5247446894645691,-0.3681364953517914,-0.27074864506721497,-0.18545886874198914,-0.10965651273727417,-0.04013006016612053,0.04807010665535927
1035,college_chemistry,Биология,"Рассчитайте величину равновесной поляризации ядер 13C в магнитном поле 20,0 Тл при температуре 300 К.","10,8 x 10^-5","4,11 x 10^-5","3,43 x 10^-5","1,71 x 10^-5",D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-1.74141263961792,-0.012899352886058667,-7.90625,-5.761160850524902,-4.7571024894714355,-4.1143975257873535,-3.4153645038604736,-2.8753550052642822,-2.5584959983825684,-2.2155003547668457,-1.9507390260696411,-1.7405997514724731,-1.4453125,-0.8107561469078064,-0.4814453125,-0.3414480984210968,-0.2197808176279068,-0.1329900622367859,-0.07054687291383743,0.0026939655654132366,0.07741477340459824,0.1512880027294159
