question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
8531,"The temperature at the point $(x, y, z)$ in a substance with conductivity $K=6.5$ is $u(x, y, z)=2 y^2+2 z^2$. Find the rate of heat flow inward across the cylindrical surface $y^2+z^2=6$, $0 \leqslant x \leqslant 4$",$800\pi$,$1504\pi$,$1248\pi$,$1560\pi$,$960\pi$,$1104\pi$,$1320\pi$,$1400\pi$,$1040\pi$,$984\pi$,C,2,math,scibench-calculus,,test,-1.5261019468307495,-0.009138335010962572,-6.3973212242126465,-4.905208110809326,-3.9296875,-3.3198084831237793,-2.8564703464508057,-2.4787232875823975,-2.166672468185425,-1.9096369743347168,-1.6976045370101929,-1.5257781744003296,-2.3638393878936768,-1.522851586341858,-1.0216946601867676,-0.7480217814445496,-0.5687150359153748,-0.4225233495235443,-0.30335941910743713,-0.2015005499124527,-0.11134467273950577,-0.02313097193837166
5919,"Which of the following, discovered during an audit, most likely would raise a question concerning possible illegal acts?",The entity has been consistently late in paying its taxes for the year.,The entity prepared several large checks payable to cash during the year.,The entity has a high turnover rate for its CFO position.,The entity was a campaign contributor to several local political candidates during the year.,Material internal control weaknesses previously reported to management were not corrected.,The entity has made several large donations to non-profit organizations.,The entity's financial statements show a consistent decrease in revenue over the year.,The entity has recently changed its accounting firm multiple times.,The entity has a significantly higher expenditure on office supplies than usual.,"Related party transactions, although properly disclosed, were pervasive during the year.",B,1,other,ori_mmlu-professional_accounting,,test,-3.66548228263855,-0.036291903788500494,-9.03125,-7.8125,-6.921875,-6.3828125,-5.9296875,-5.442708492279053,-4.991629600524902,-4.49951171875,-4.072591304779053,-3.6669068336486816,-2.03515625,-1.787109375,-1.63671875,-1.45654296875,-1.1966552734375,-0.9784138798713684,-0.8015311360359192,-0.6497039794921875,-0.5130615234375,-0.3543334901332855
5242,Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Contagious,Convergent,Sequential,Hierarchical,Stimulus,Reverse hierarchical,Expansion,Peripheral,,,E,4,other,ori_mmlu-miscellaneous,,test,-2.380457878112793,-0.02380457878112793,-7.765625,-6.487500190734863,-5.65625,-4.7890625,-4.181490421295166,-3.875,-3.3849825859069824,-3.082470655441284,-2.6866719722747803,-2.378528356552124,-1.119140625,-0.564648449420929,-0.4104875922203064,-0.25482177734375,-0.16183707118034363,-0.10158691555261612,-0.01380072720348835,0.04890746995806694,0.13016410171985626,0.21821007132530212
12088,Suppose the effect of a magnetic field is to induce a magnetic dipole moment of 10^-23 A m^2 per atom. Let there be 10^27 atoms/m^3. Find the surface current density at a surface making an angle of 45° withM.,6000 A m^-1,6500 A m^-1,7070 A m^-1,5000 A m^-1,8000 A m^-1,7500 A m^-1,4500 A m^-1,5500 A m^-1,9000 A m^-1,10000 A m^-1,C,2,engineering,stemez-Electromagnetics,,test,-2.0263829231262207,-0.012664893269538879,-9.020833015441895,-6.548177242279053,-5.265625,-4.419270992279053,-3.7416834831237793,-3.2712204456329346,-2.877498149871826,-2.5501434803009033,-2.281209945678711,-2.0254242420196533,-3.6640625,-2.1298015117645264,-1.4079420566558838,-1.0235671997070312,-0.7358614802360535,-0.5632703900337219,-0.42676207423210144,-0.31244394183158875,-0.21237903833389282,-0.09301265329122543
1225,"A man outraged by the recent church decision to clear a famous philosopher of charges of heresy, decided to present a lecture, open to the public, disproving the philosopher's theories. A state statute provides that: ""state universities can permit the use of their lecture halls to the public for worthwhile programs of public benefit, upon approval of the school board. ""The appropriate school board refused to make a university lecture hall available to the man on the grounds that the proposed lecture was not of worthwhile benefit to the public. As a result, the man brought suit in a state court against the school board and requested injunctive relief requiring the board to allow him the use of the lecture hall. The trial court denied relief and dismissed the suit. The judgment was affirmed by the state appellate court, and is now before the U. S. Supreme Court. In analyzing the state statute, which of the following statements is least accurate?","The statute is unconstitutionally overbroad, because it may result in the exclusion of protected speech as well as unprotected speech.","The statute, as applied to the man, does not violate his First Amendment rights because his proposed speech is not political and, therefore, not among the classes of speech that are protected.","Indirect speech, regulations are only permissible if necessary to serve compelling state interests.","The statute is a prior restraint on speech, which unconstitutionally vests unfettered discretion in the school board to decide who may use university lecture halls.",,,,,,,B,1,law,ori_mmlu-professional_law,,test,-2.5206611156463623,-0.005273349614322934,-8.963541984558105,-7.32725715637207,-6.18295431137085,-5.296446800231934,-4.577700614929199,-4.008167743682861,-3.5407867431640625,-3.1310055255889893,-2.808241605758667,-2.5205767154693604,-2.304253578186035,-1.6398653984069824,-1.2063920497894287,-0.9043077230453491,-0.6782259941101074,-0.5144736766815186,-0.3806633949279785,-0.26413896679878235,-0.16633707284927368,-0.06369052082300186
889,What is the major difference between naturalism and positivism?,"Naturalism concerns the underpinning values of the international society, while positivism the international rules as such","Naturalism is a contemporary theory, while positivism is a traditional theory","On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires","Naturalism argues that laws are inherently subjective and influenced by personal beliefs, while positivism argues that laws are objective and universally applicable","Naturalism focuses on the interpretation of law, while positivism focuses on the enforcement of law","Naturalism is a theory of law that is subjective and varies from person to person, while positivism is a theory of law that is objective and the same for everyone.","Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory","Naturalism is a theory of law that relies on the inherent morality of a society, while positivism relies on the codification of laws by a governing body","While naturalism serves only the theory human rights law, positivism has a wider and more general scope","Naturalism is concerned with the moral aspects of law, while positivism is concerned with the legal aspects of law",C,2,law,ori_mmlu-international_law,,test,-2.3983664512634277,-0.03633888562520345,-7.6875,-7.34375,-6.635416507720947,-5.5703125,-4.832812309265137,-4.180338382720947,-3.705357074737549,-3.268798828125,-2.922308921813965,-2.3979604244232178,-0.87890625,-0.681640625,-0.515625,-0.3636474609375,-0.24423828721046448,-0.1504720002412796,-0.0720563605427742,0.00628662109375,0.08935546875,0.30322265625
5186,In selecting an appropriate sample for a substantive test the auditor most likely would stratify the population if the,Auditor plans to give greater representation to large recorded amounts.,Desired assessed level of control risk is less than the prior year.,The auditor needs to test a large amount of transactions.,There is a significant amount of unrecorded transactions.,Technique to be used is attribute sampling.,The population is homogeneous in nature.,The auditee has a high level of internal control.,Auditor suspects that management fraud has occurred during the year.,The auditor plans to reduce the sample size due to time constraints.,The population has a wide dispersion.,A,0,other,ori_mmlu-professional_accounting,,test,-4.034857749938965,-0.04292401861637197,-13.9375,-11.8125,-10.331250190734863,-8.982142448425293,-7.484375,-6.4616475105285645,-5.661057472229004,-5.003385543823242,-4.483570575714111,-4.033441066741943,-5.21875,-4.015625,-3.203125,-2.5594656467437744,-1.9471842050552368,-1.5045498609542847,-1.1880446672439575,-0.9317219853401184,-0.727668285369873,-0.49893349409103394
8559,Find the product of 5 • (−9).,-54,−45,54,35,45,14,0,-14,−4,-35,B,1,math,ori_mmlu-elementary_mathematics,,test,-3.0414435863494873,-0.07418155088657286,-9.875,-7.5625,-6.25,-5.2734375,-4.684374809265137,-4.28125,-3.9776785373687744,-3.7421875,-3.3645832538604736,-3.04541015625,-3.109375,-2.1875,-1.5631510019302368,-1.20849609375,-0.994921863079071,-0.8518880009651184,-0.7451171875,-0.6036376953125,-0.4890407919883728,-0.3905273377895355
10195,"Find the half-angular breadth of the central bright band in the Fraunhoferdiffraction pattern of a slit 14 × 10^-5 cm wide, when the slit is illuminated by a parallel beam of monochromatic light of wavelength a) 400m\mu, b) 700m\mu.","20 degrees, 40 degrees","22 degrees, 44 degrees","25 degrees, 50 degrees","8 degrees, 16 degrees","12 degrees, 24 degrees","18 degrees, 36 degrees","14 degrees, 28 degrees","16.6 degrees, 30 degrees","30 degrees, 60 degrees","10 degrees, 20 degrees",H,7,physics,stemez-Optics,,test,-2.1594021320343018,-0.012410357080656907,-10.09375,-7.599759578704834,-5.985156059265137,-4.88194465637207,-4.095128536224365,-3.563037157058716,-3.088887929916382,-2.712293863296509,-2.406604290008545,-2.1593682765960693,-4.591145992279053,-2.794621467590332,-1.8579895496368408,-1.3559073209762573,-1.0373715162277222,-0.8371856808662415,-0.6527411341667175,-0.5017564296722412,-0.3798848092556,-0.27075374126434326
10498,How many distinct directed trees can be constructed from a undirected tree with 100 nodes?,9900,10000,250,1000,150,99,50,500,200,100,J,9,computer science,theoremQA-EECS,,test,-2.365119457244873,-0.029938220977783203,-11.5625,-8.614583015441895,-6.103125095367432,-4.979910850524902,-4.2109375,-3.6619317531585693,-3.246394157409668,-2.9296875,-2.639131546020508,-2.3645992279052734,-4.5,-2.203125,-1.5050780773162842,-1.0768345594406128,-0.7859971523284912,-0.567626953125,-0.4024752080440521,-0.2615722715854645,-0.130615234375,0.014712684787809849
1090,"Four people own a property, and they agree to convey to an adult child of one of them. There is a purchasemoney mortgage on the property for which the four signed a promissory note as security. The loan was not satisfied at the time of the conveyance. The conveyance is a deed in fee simple to the adult child. The adult child then takes over the mortgage payments. The adult child stops making the payments and conveys the property to a bona fide purchaser who does not do a title search. The purchaser sues his grantor to get an order compelling him to pay the mortgage and remove the lien from his property. Will the court more than likely grant the motion to dismiss made by the defendants?","Yes, that is the risk the purchaser took; he cannot go to closing without a title search and a title company making arrangements for payment of the outstanding mortgage by the seller at closing.","Yes, but the court will also issue an order for the original four owners to pay a portion of the outstanding mortgage.","No, the court will order the purchaser to resume payments on the mortgage and to obtain a loan to pay it off within a reasonable time.","No, the court will order the bona fide purchaser to pay the outstanding mortgage.","Yes, because the court can only force the original four owners to clear the mortgage by paying it in full.","Yes, the court will dismiss the case because the purchaser did not conduct a title search before buying the property.","No, the court will order the adult child to resume paying on the mortgage and to obtain a loan to pay it off within a reasonable time.","No, the court will order the original four owners to come into court and defend on behalf of the adult child, who has no legal responsibility for the mortgage.","No, the court will order the adult child and the original four owners to equally share the remaining mortgage payments.","Yes, because the court can only force the adult child to clear the mortgage by paying it in full.",A,0,law,ori_mmlu-professional_law,,test,-2.481870174407959,-0.007111375857902461,-9.424107551574707,-7.228448390960693,-5.9850850105285645,-5.177801609039307,-4.486408233642578,-3.916415214538574,-3.4859068393707275,-3.0936331748962402,-2.7611935138702393,-2.4818532466888428,-3.0479910373687744,-1.9929957389831543,-1.416093349456787,-1.05633544921875,-0.7962713241577148,-0.601128339767456,-0.45146748423576355,-0.3212045431137085,-0.2085321545600891,-0.09709074348211288
8352,Magazines costs $2.99 each and books costs $6.99 each at the Old Town Newsstand. What is the total cost of 4 magazines and 3 books?,$25.93,$32.93 ,$28.93 ,$30.93,$38.93,$42.93,$20.93 ,$45.93,$35.93,$48.93 ,B,1,math,ori_mmlu-elementary_mathematics,,test,-2.043673038482666,-0.02003601018120261,-8.8125,-6.580357074737549,-5.252840995788574,-4.370833396911621,-3.7491776943206787,-3.3812143802642822,-2.957857608795166,-2.5798990726470947,-2.2806217670440674,-2.0420291423797607,-3.3723957538604736,-2.08203125,-1.3288685083389282,-0.9404866695404053,-0.7011654376983643,-0.5645363330841064,-0.42187029123306274,-0.29967039823532104,-0.17778822779655457,-0.07025788724422455
6035,"A 29-year-old male presents to the office with the complaints of a pounding heart, poor sleep, and a generalized feeling of restlessness. He relocated 2 months ago to take a promotion and has found himself unable to concentrate on his new duties. He worries about his ability to adapt to his increase in responsibility at work and states that he has called in sick 3 days within the past 2 weeks. The most likely diagnosis is",social anxiety disorder,adjustment disorder with anxious mood,post-traumatic stress disorder,panic disorder,dysthymia,obsessive-compulsive personality disorder,"major depressive disorder, single episode, moderate",bipolar disorder,generalized anxiety disorder,schizophrenia,B,1,health,ori_mmlu-professional_medicine,,test,-2.6513326168060303,-0.00967639641170084,-10.07986068725586,-7.777777671813965,-6.343171119689941,-5.387152671813965,-4.675520896911621,-4.1290507316589355,-3.6817336082458496,-3.303331136703491,-2.971667528152466,-2.6509976387023926,-4.19444465637207,-2.807074546813965,-2.0350840091705322,-1.53277587890625,-1.199289321899414,-0.9407054781913757,-0.7375255823135376,-0.5741000771522522,-0.43136635422706604,-0.27321481704711914
1521,"A defendant, a nurse at a nursing home, is charged with murdering a resident at the home by adding an allegedly lethal substance to the resident's food. At trial, to prove that the substance added to the resident's food could result in death, the prosecutor, without first calling any witnesses, offers to read into evidence several pages from a standard medical treatise that support the prosecution's claim that the substance the defendant added to the food is lethal. Is the evidence offered admissible?","Yes, because the lethal nature of the substance is relevant to the defendant's state of mind and intent.","No, because the treatise must be confirmed by an expert in the field before being admissible.","Yes, because the treatise is a public document and therefore exempt from the hearsay rule.","No, because the treatise itself must be introduced as an exhibit.","Yes, because the prosecutor is allowed to introduce evidence without calling witnesses.","No, because the treatise excerpts are considered hearsay and do not qualify for an exception.","Yes, although hearsay, under the learned treatise exception to the hearsay rule.","Yes, because the prosecution is merely providing evidence that supports their claim.","No, because the treatise excerpts were not offered during the examination of a qualified expert.","No, because the substance's lethal nature is not relevant to the case.",I,8,law,ori_mmlu-professional_law,,test,-2.3032641410827637,-0.00869156279653873,-7.246527671813965,-6.0789475440979,-5.3097100257873535,-4.606085300445557,-4.061360836029053,-3.627878189086914,-3.2072062492370605,-2.878392219543457,-2.5680527687072754,-2.303250312805176,-1.78125,-1.2962582111358643,-0.9701625108718872,-0.7098324298858643,-0.5294901728630066,-0.40372294187545776,-0.28309381008148193,-0.1913098841905594,-0.10047806054353714,0.0045522055588662624
3590,"At 100°C and 720 mm Hg or 720 torr, what is the density of carbon dioxide, CO_2 ?",1.32 g/liter,1.15 g/liter,1.96 g/liter,2.5 g/liter,2.0 g/liter,1.5 g/liter,1.8 g/liter,0.56 g/liter,0.75 g/liter,1.0 g/liter,A,0,chemistry,stemez-Chemistry,,test,-1.7706061601638794,-0.020351794944412405,-6.28125,-4.997395992279053,-4.362847328186035,-3.8190104961395264,-3.1884765625,-2.805715560913086,-2.5052378177642822,-2.243828058242798,-2.0223910808563232,-1.7722876071929932,-3.8307292461395264,-2.6471354961395264,-1.9357638359069824,-1.4563394784927368,-1.052001953125,-0.8234992027282715,-0.6482599377632141,-0.5054687261581421,-0.3826729953289032,-0.2412109375
9922,An astronaut is to be put into a circular orbit a distance of 1.6 × 10^5 m (about 100 miles) above the surface of the earth. The earth has a radius of 6.37 × 106m. and mass of 5.98 × 10^24 kg. What is the orbital speed?,8.01 × 10^3 m/sec,6.01 × 10^3 m/sec,9.01 × 10^3 m/sec,7.91 × 10^3 m/sec,7.51 × 10^3 m/sec,5.91 × 10^3 m/sec,8.91 × 10^3 m/sec,8.41 × 10^3 m/sec,7.01 × 10^3 m/sec,6.91 × 10^3 m/sec,D,3,physics,stemez-Physics,,test,-1.3553708791732788,-0.008264456580324871,-6.9151787757873535,-4.855208396911621,-3.7730977535247803,-3.080393075942993,-2.5813300609588623,-2.223196506500244,-1.9324840307235718,-1.6965855360031128,-1.5070468187332153,-1.3545005321502686,-4.6925225257873535,-2.410351514816284,-1.566333293914795,-1.1441895961761475,-0.8748286366462708,-0.6767818331718445,-0.5241860151290894,-0.3980678915977478,-0.2863137722015381,-0.16366885602474213
1921,"A city imposes a municipal excise tax of $200 per year on commercial photographic studios in the city. It also imposes an excise tax of $100 per year on every itinerant commercial photographer for the privilege of using the streets and sidewalks. A credit is allowed against this latter tax for any excise tax paid to the city by the photographer or his employer in respect to the maintenance of a photographic studio in the city. In an action by a studio located in the city challenging the constitutionality of the $200 per year excise tax, the court will most likely declare the tax","unconstitutional, as an undue burden on interstate commerce.","unconstitutional, as a discriminatory tax on the privilege of doing business within the state.","constitutional, as it is within the city's rights to tax local businesses.","unconstitutional, as it infringes on the rights of local businesses.","constitutional, as it is a fair method of raising municipal revenue.","unconstitutional, as it is a form of double taxation.","constitutional, as within the powers of the state to tax the instruments of interstate commerce.","constitutional, as it is a reasonable exercise of the city's taxing power.","unconstitutional, as it unfairly targets a specific profession.","constitutional, as a nondiscriminatory license tax.",J,9,law,ori_mmlu-professional_law,,test,-2.1545355319976807,-0.0075333410209709115,-7.950520992279053,-6.571614742279053,-5.42491340637207,-4.58203125,-3.919825792312622,-3.438516616821289,-3.03798246383667,-2.6948091983795166,-2.4100711345672607,-2.1545145511627197,-1.8307291269302368,-1.3147786855697632,-0.979594349861145,-0.7227709889411926,-0.5297473669052124,-0.39308834075927734,-0.2829519808292389,-0.18868939578533173,-0.0978904515504837,0.001775897922925651
