id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
7695,https://ymnik.kz/tests_old/geography/?v=133,Social Science,Geography,High School,Russian,Geography (High School in rus),Передвигающиеся под воздействием течения простейшие организмы:,Кораллы.,Бентос.,Водоросли.,Планктон.,Нектон.,D,test,-3.9730212688446045,-0.042720658804780695,-9.1875,-8.6875,-8.291666984558105,-7.193749904632568,-6.796875,-6.486607074737549,-5.510416507720947,-5.059374809265137,-4.6803975105285645,-3.970527172088623,-1.7734375,-1.51953125,-1.2981771230697632,-0.899218738079071,-0.7151692509651184,-0.578125,-0.3739149272441864,-0.27949219942092896,-0.18235085904598236,-0.02749399095773697
12366,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),"Тахауи Ахтановтың соғысты мүлде басқа қырынан көрсеткен, взвод командирі Ержан, қатардағы жауынгерлер Зеленин, Көжек деген кейіпкерлері бар шығармасы",«Күй аңызы»,«Боран»,«Дала сыры»,«Қаһарлы күндер»,,D,test,-3.406873941421509,-0.01841553481849464,-10.359375,-8.170673370361328,-7.1875,-6.294471263885498,-5.6953125,-5.123397350311279,-4.688020706176758,-4.19704008102417,-3.8068089485168457,-3.404940605163574,-2.828125,-1.8786057233810425,-1.466282844543457,-1.085233211517334,-0.8498001098632812,-0.6434106826782227,-0.5008517503738403,-0.35432785749435425,-0.24466678500175476,-0.12360651791095734
8392,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"Изменение имени и (или) фамилии ребенка может быть произведено только с его согласия при достижении им возраста
","16 лет
","14 лет
","19 лет
","7 лет
","10 лет
",A,test,-2.5612852573394775,-0.019114069084622966,-9.0625,-7.3125,-5.921875,-5.407986164093018,-4.747395992279053,-4.228794574737549,-3.792236328125,-3.2268707752227783,-2.925723075866699,-2.5605132579803467,-2.5625,-1.751953125,-1.1683872938156128,-0.9006144404411316,-0.6332651972770691,-0.4973188042640686,-0.3855934143066406,-0.23651123046875,-0.1466500461101532,-0.0207341518253088
6040,https://oltest.kz/tests/obshcheobrazovatelnye_discipliny/,Others,General education disciplines,University,Russian,General Education Disciplines (Professional & University in rus),"Какими свойствами обладают антиалиментарные соединения:
","замедляют обмен нутриентов
","ускоряют обмен нутриентов
","стабилизируют обмен нутриентов
","участвуют в обмене нутриентов
","синтезируют их обмен
",B,test,-4.660089015960693,-0.05356424156276659,-8.5625,-7.890625,-7.65625,-7.2890625,-7.0625,-6.518229007720947,-6.026785850524902,-5.6171875,-5.146701335906982,-4.657031059265137,-2.03125,-1.90234375,-1.5533853769302368,-1.3173828125,-0.969531238079071,-0.734375,-0.56640625,-0.427734375,-0.2847222089767456,-0.13906249403953552
19495,https://ymnik.kz/tests_old/russian/?v=56,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Укажите значение фразеологизма отбиться от рук.,Не задумываться.,Не слушаться.,Баловаться.,Исчезнуть.,Зазнаваться.,B,test,-3.770350933074951,-0.04597988942774331,-11.1875,-9.625,-8.1640625,-7.599999904632568,-6.888392925262451,-6.34375,-5.73350715637207,-4.781338691711426,-4.393392086029053,-3.768310546875,-2.859375,-2.22265625,-1.6982421875,-1.3585937023162842,-0.9441266655921936,-0.80670166015625,-0.6953667402267456,-0.5126509070396423,-0.4359130859375,-0.275146484375
16833,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Философия Маркса
","натурализм
","идеализм
","материализм
","целостное мировоззрение
",плюрализм,C,test,-2.1258652210235596,-0.05314663052558899,-5.6875,-5.6875,-5.6875,-4.2890625,-3.4973957538604736,-3.4973957538604736,-2.927734375,-2.927734375,-2.46875,-2.1259765625,0.2353515625,0.2353515625,0.2353515625,0.31982421875,0.4436849057674408,0.4436849057674408,0.507568359375,0.507568359375,0.5458984375,0.57275390625
16211,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"Найдите площадь треугольника \(ADF\), если площадь треугольника \(APR\) равна \(Q\), \(DF\) параллельна \(PR\). Высота треугольника \(APR\), проведенная из точки \(A\), в \(4\) раза меньше высоты треугольника \(ADF\), проведенной из \(A\).",\(16Q\),\(4Q\),\(\cfrac14Q\),\(6Q\),,A,test,-1.7235673666000366,-0.00916791152446828,-7.984375,-6.242788314819336,-5.002343654632568,-4.047308921813965,-3.351677417755127,-2.848323106765747,-2.4615478515625,-2.1600453853607178,-1.9171738624572754,-1.7228338718414307,-4.802083492279053,-3.189603328704834,-2.28955078125,-1.7064615488052368,-1.3415886163711548,-1.0849668979644775,-0.8801116943359375,-0.7142622470855713,-0.5798773169517517,-0.44501882791519165
6498,https://ymnik.kz/tests_old/geography_kz/?v=35,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),География ғылымы... саладан тұрады:,3,4,1,5,2,E,test,-4.506728172302246,-0.06531490104785864,-13.4375,-12.5625,-10.90625,-8.65625,-7.947916507720947,-7.361607074737549,-6.302083492279053,-5.775781154632568,-5.293323993682861,-4.508652687072754,-8.125,-5.65625,-4.4375,-2.8359375,-2.3707275390625,-2.022705078125,-1.534423828125,-1.340356469154358,-1.181396484375,-0.9185133576393127
3729,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),"На полную нейтрализацию 10,2 г одноосновной предельной карбоновой кислоты потребовалось 40 г 10%-ного раствора гидроксида натрия.
Межклассовый изомер пропионовой кислоты",Этиловый эфир пропионовой кислоты,Пропилметаноат,Капроновая кислота,Этилацетат,,A,test,-2.3754465579986572,-0.012980582284145668,-10.1875,-7.959374904632568,-6.389583110809326,-5.341015815734863,-4.41917085647583,-3.841355800628662,-3.388780355453491,-3.004406452178955,-2.6828534603118896,-2.3746755123138428,-2.3609375953674316,-1.779687523841858,-1.399999976158142,-1.0504639148712158,-0.7764235138893127,-0.6112493872642517,-0.4713948667049408,-0.3516458570957184,-0.23258109390735626,-0.09546837210655212
17389,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Толқын көзінің тербеліс теңдеуі \(x=2\sin200\pi t\), тербелістердің ортада таралу жылдамдығының модулі \(400\) м/с. Толқын ұзындығы",\(4π\) м,\(4\) м,\(\frac π2\) м,\(2π\) м,,B,test,-2.1464271545410156,-0.013087970454518387,-7.729166507720947,-6.390625,-5.448190689086914,-4.708125114440918,-4.014404296875,-3.5255961418151855,-3.0933949947357178,-2.6883904933929443,-2.4093830585479736,-2.147124767303467,-3.0338542461395264,-1.9775390625,-1.3479132652282715,-1.0085937976837158,-0.759124755859375,-0.6120476722717285,-0.4885697662830353,-0.36931297183036804,-0.27893710136413574,-0.1735382080078125
19375,https://ymnik.kz/tests_old/russian/?v=41,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Укажите вид придаточного предложения в сложноподчиненном предложении.Люблю, когда молодой лиственный лес оденется зеленою листвою.",Изъяснительное.,Определительное.,Обстоятельственное места.,Обстоятельственное времени.,Обстоятельственное причины.,A,test,-3.1316723823547363,-0.021303893757515215,-10.666666984558105,-9.083333015441895,-7.675000190734863,-6.662259578704834,-5.708639621734619,-5.102734565734863,-4.556046009063721,-3.932725667953491,-3.5479655265808105,-3.131686210632324,-2.7213542461395264,-1.9830728769302368,-1.420800805091858,-1.109450101852417,-0.829230785369873,-0.6708618402481079,-0.540389358997345,-0.394287109375,-0.3030354678630829,-0.1357206404209137
2752,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),Орташа молекулалық массасы 103950 болатын полипропиленнің полимерлену дәрежесі:,2500,2450,2475,2381,,C,test,-2.461423873901367,-0.02140368586001189,-8.583333015441895,-6.588541507720947,-5.568749904632568,-5.099759578704834,-4.509650707244873,-4.029687404632568,-3.58602237701416,-3.091543674468994,-2.7887370586395264,-2.461794376373291,-1.6510416269302368,-1.134765625,-0.769519031047821,-0.5802001953125,-0.4043327867984772,-0.3053039610385895,-0.21648374199867249,-0.1151123046875,-0.0400594063103199,0.0638032779097557
19347,https://itest.kz/ru/endless,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Восклицательный знак надо поставить в конце предложения,"Вишь, прихоти какие завелись",Неужто на дуэль вас вызвать захотят,Который же из двух,Ещё ли не сломил молчания печати,,A,test,-2.8078560829162598,-0.03227420784961218,-9.9375,-7.515625,-6.572916507720947,-5.9453125,-5.306250095367432,-4.653645992279053,-4.112723350524902,-3.69384765625,-3.351128578186035,-2.807084560394287,-2.15625,-1.50390625,-0.9300130009651184,-0.604736328125,-0.3658203184604645,-0.1922200471162796,-0.0648716539144516,0.0355224609375,0.1214192733168602,0.2644708752632141
15746,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Выполните сложение дробей.
\(\frac{c+d}{c^2-b^2}+\frac{c-d}{b^2-c^2}\)",\(\frac{2c}{c^2-b^2}\),\(\frac{2d}{c^2-b^2}\),\(\frac{c+d}{c^2-b^2}\),\(\frac{2c-2d}{c^2-b^2}\),,B,test,-1.4849892854690552,-0.016685272870438823,-6.3125,-5.299107074737549,-4.081676006317139,-3.515625,-2.9192707538604736,-2.4684836864471436,-2.1854686737060547,-1.892426609992981,-1.6639682054519653,-1.484264850616455,-2.8489582538604736,-1.3611189126968384,-0.8484996557235718,-0.6493094563484192,-0.4725748598575592,-0.3447931408882141,-0.26857420802116394,-0.18236462771892548,-0.10131096094846725,-0.004948796238750219
20831,https://oltest.kz/tests/obshchestvennye_nauki/,"Social Science





",Social Science,University,Russian,Social Science (Professional & University in rus),"Процессы выработки, принятия и реализации решений, затрагивающих жизнь мирного сообщества называют ...
","международными отношениями
","отношениями сотрудничества
","нет правильного ответа
","отношениями соперничества
","мировой политикой
",E,test,-3.4640111923217773,-0.0256593421653465,-10.25,-9.1640625,-8.161458015441895,-6.869791507720947,-6.120738506317139,-5.537259578704834,-4.79541015625,-4.370442867279053,-3.9769530296325684,-3.461242914199829,-3.4375,-2.6484375,-1.9710286855697632,-1.3324856758117676,-1.05718994140625,-0.847520112991333,-0.6139030456542969,-0.4777662456035614,-0.3477630615234375,-0.15634287893772125
17325,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Резисторлардың кедергілері \(R_1=2\) Ом, \(R_2=10\) Ом, \(R_3=15\) Ом, \(R_4=4\) Ом. Ал амперметрдің көрсетуі \(2\) A болса, онда тізбектегі ток күші:",\(3\) А,\(5\) А,\(6\) А,\(4\) А,,B,test,-1.8436321020126343,-0.01078147428077564,-8.330357551574707,-6.061458110809326,-4.97078800201416,-4.277864456176758,-3.6087582111358643,-3.06058931350708,-2.6715800762176514,-2.3255374431610107,-2.0574305057525635,-1.8439346551895142,-2.7924106121063232,-1.7252603769302368,-1.18062162399292,-0.8933756351470947,-0.6839920878410339,-0.5404742956161499,-0.4392412304878235,-0.3407802879810333,-0.2526395618915558,-0.15846312046051025
6033,https://oltest.kz/tests/obshcheobrazovatelnye_discipliny/,Others,General education disciplines,University,Russian,General Education Disciplines (Professional & University in rus),"Что нужно сразу же сделать, если присосался клещ?
","оторвать насекомое пальцами и прижечь ранку
","раздавить присосавшиеся насекомое
","смазать насекомое горячим маслом
","смыть насекомое водой
","смазать насекомое йодом
",E,test,-3.4878814220428467,-0.04103389908285702,-9.5,-9.0,-7.4296875,-6.918749809265137,-5.888392925262451,-5.41796875,-4.962673664093018,-4.275568008422852,-3.9899089336395264,-3.4879324436187744,-2.8125,-1.94921875,-1.31103515625,-1.1062500476837158,-0.8490513563156128,-0.7603759765625,-0.6833767294883728,-0.5003551244735718,-0.3968099057674408,-0.2179129421710968
9546,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Үнді-иран тілінде «арбада тұрғандар» деп аталғандар:,малшылар,жауынгерлер,абыздар,егіншілер,,B,test,-3.306375741958618,-0.03936161597569784,-7.328125,-6.637499809265137,-6.245535850524902,-5.721875190734863,-5.391927242279053,-4.829166889190674,-4.515625,-4.025390625,-3.7117364406585693,-3.3066797256469727,-1.98046875,-1.5710937976837158,-1.3147321939468384,-1.029882788658142,-0.89404296875,-0.7139729857444763,-0.5995878577232361,-0.44968873262405396,-0.36069002747535706,-0.21771973371505737
19092,https://itest.kz/ru/endless,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Раздел науки о языке, занимающийся нормами произношения, их обоснованием и установлением",Морфология,Графика,Фонетика,Орфоэпия,,B,test,-3.247215986251831,-0.02775398278847719,-8.296875,-7.84375,-7.53125,-6.66015625,-5.887499809265137,-5.162760257720947,-4.552734375,-4.0452880859375,-3.608289957046509,-3.247713565826416,-1.234375,-1.1064453125,-1.0032552480697632,-0.83465576171875,-0.648120105266571,-0.4987589418888092,-0.3779819905757904,-0.2805633544921875,-0.1836344450712204,-0.06644286960363388
5051,https://oltest.kz/tests/ekonomika_i_predprinimatelstvo/,"Social Science





",Economics and Entrepreneurship ,University,Russian,Economics and Entrepreneurship (Professional in rus),"Основа платежеспособности и ликвидности предприятия — это ...
","материалоотдача
","ликвидность баланса
",материалоемкость,себестоимость,"фондоотдача
",B,test,-2.606048345565796,-0.027723918569848894,-9.875,-6.411458492279053,-5.71875,-4.903645992279053,-4.6339287757873535,-4.185763835906982,-3.8359375,-3.239501953125,-3.003680944442749,-2.6070556640625,-0.96875,-0.6302083134651184,-0.46478271484375,-0.2665201723575592,-0.1720842570066452,-0.0426974818110466,0.013916015625,0.1053466796875,0.14111328125,0.23219400644302368
22821,https://ymnik.kz/tests_old/worldhistory/?v=55,Humanities,World_History,High School,Russian,World History (High School in rus),Движущими силами буржуазных революций были:,Виконты,Дворяне,Рыцари,Трудовые элементы городов,Священнослужители,D,test,-2.759904146194458,-0.03631452823940076,-7.75,-7.21875,-6.895833492279053,-5.712500095367432,-5.076822757720947,-4.597098350524902,-3.819878578186035,-3.516406297683716,-3.2560369968414307,-2.75732421875,-5.0,-3.10546875,-2.3216145038604736,-1.4773437976837158,-1.2177734375,-1.0246931314468384,-0.6806640625,-0.53955078125,-0.4088245630264282,-0.17555588483810425
11111,https://ymnik.kz/tests_old/kazakh_kz/?v=29,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),"Мыс, ""міс"" - шылауларының мағынасын анықтаңыз.",Болжалдық.,Күшейткіш.,Лептік.,Сұраулық.,Шектік.,A,test,-3.4487979412078857,-0.04421535822061392,-9.84375,-8.5234375,-7.578125,-6.78515625,-6.029687404632568,-5.412760257720947,-4.8895087242126465,-4.414794921875,-3.9879558086395264,-3.4469401836395264,-1.6796875,-1.431640625,-1.1409505605697632,-0.94970703125,-0.7642577886581421,-0.58251953125,-0.4381975531578064,-0.3082275390625,-0.1917317658662796,-0.0382254458963871
4491,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),При сжигании углеводорода образуются \(CO_2 \;и \;H_2O\) в мольном соотношении 4:5. Молекулярная формула вещества,Октан,Бутан,Гексан,Пропан,,B,test,-1.972240686416626,-0.012806757704004065,-7.296875,-6.17578125,-5.309895992279053,-4.486672878265381,-3.897507429122925,-3.342031240463257,-2.820849657058716,-2.4927942752838135,-2.2313008308410645,-1.9719511270523071,-3.0078125,-2.1220703125,-1.59765625,-1.134528636932373,-0.9087321162223816,-0.7458349466323853,-0.5886515378952026,-0.47700411081314087,-0.38269364833831787,-0.2813720703125
21819,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),"«Конгресстің арнайы сессиясы аяқталғанша мен біздің ұлттық науқанымызда бұдан былай халықты жұмыспен қамтамасыз ету жөнінде екі шараны ұсынбақшымын. Менің бірінші ұсынысым, конгресс қысқартылған жұмыс жағдайында жеткілікті жалақыны сақтай отырып, бүкіл индустрия саласы бойынша жұмыс аптасын қысқартуды келісімді жүргізуге және әділетсіз бәсеке мен өнімдерді артық шығаруды болдырмауға қажетті механизмдерді жасауды қамтамасыз етсе. Келесі ұсынысым атқарушы билікке «тікелей жұмыспен қамтамасыз етудің» кең көлемді бағдарламасына кірісуге мүмкіндік береді. Зерттеулер аса маңызды, әрі қолайлы қоғамдық құрылысқа 3300 млн доллар жұмсауға, сөйтіп, барынша көп адамдарға жұмыс беруге мүмкіндік бар екендігіне менің көзімді жеткізіп отыр».
Мәтінде сипатталған тарихи кезеңнің уақытын анықтаңыз:",Азамат соғысы жылдары,1914-1918 жылдар бірінші дүниежүзілік соғыс кезі,1929-1933 жылдардағы экономикаық дағдарыс жылдары,1905-1907 жылдар революция кезі,,C,test,-1.958150863647461,-0.003021837752542378,-6.98524284362793,-5.706121444702148,-4.849857807159424,-4.231752872467041,-3.6701674461364746,-3.186115026473999,-2.7851486206054688,-2.4485371112823486,-2.1771674156188965,-1.9580013751983643,-2.12890625,-1.5238120555877686,-1.1416925191879272,-0.8507343530654907,-0.6559948325157166,-0.5126250982284546,-0.3977820873260498,-0.2957557439804077,-0.20201286673545837,-0.10384076088666916
5568,https://oltest.kz/tests/finansy_i_kredit/,"Social Science





","Finance, credit, insurance ",University,Russian,Finance (Professional & University in rus),"Приказ кредитора должнику об уплате указанной суммы денег третьему лицу:
","чек
","аккредитив
","простой вексель
","цессия
","переводной вексель
",E,test,-3.749950408935547,-0.0360572154705341,-12.375,-10.166666984558105,-8.71875,-7.4464287757873535,-6.628472328186035,-6.310937404632568,-5.517578125,-4.804129600524902,-4.212677001953125,-3.746202230453491,-2.390625,-2.1458332538604736,-1.6484375,-1.196533203125,-0.9063313603401184,-0.8007568120956421,-0.6257120966911316,-0.4888916015625,-0.3608856201171875,-0.2348497211933136
9384,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Қытай әскері Қазақстан шекарасына жетті:,Тобыл өзені арқылы,Іле өзенін бойлай,Сырдарияны бойлай,Ертіс өзенін бойлай,,B,test,-1.7477643489837646,-0.022996899328733746,-5.34375,-4.8125,-3.96875,-3.4888393878936768,-3.0876736640930176,-2.8667969703674316,-2.5029296875,-2.2232143878936768,-1.961090087890625,-1.7491726875305176,-0.9921875,-0.5436198115348816,-0.3163085877895355,-0.1805943101644516,-0.0842556431889534,-0.04497070237994194,0.0225830078125,0.0807407945394516,0.145111083984375,0.2079806923866272
16675,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Процесс воздействия на сознание личности:
","внушение
",идентификация,заражение,убеждение,"подражание
",D,test,-3.2453179359436035,-0.04327090581258138,-8.875,-8.875,-7.5,-6.625,-6.015625,-5.287499904632568,-4.649739742279053,-4.118861675262451,-3.654296875,-3.251356363296509,-0.8515625,-0.8515625,-0.52734375,-0.3629557192325592,-0.2510986328125,-0.17119140923023224,-0.0599772147834301,0.0624302439391613,0.18743896484375,0.3072374165058136
9879,https://ymnik.kz/tests_old/history/?v=25,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Главным принципом административного устройства казахской степи согласно реформ 1867-1868г.г. было:,Административное правление в Казахстане на началах народного самоуправления.,Социально-экономические нововведения.,Неразделенность военной и гражданской властей.,Повышение материального благосостояния казахов.,Расшатывание патриархально-родового уклада жизни кочевников.,C,test,-2.3760244846343994,-0.01827711142026461,-8.583333015441895,-7.619791507720947,-6.34375,-5.444711685180664,-4.441176414489746,-3.895703077316284,-3.4439537525177,-2.9663989543914795,-2.686328172683716,-2.376967430114746,-2.4244792461395264,-1.796875,-1.3113281726837158,-1.0318509340286255,-0.7405216097831726,-0.5770019292831421,-0.451044499874115,-0.31731048226356506,-0.22978515923023224,-0.10302734375
10020,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Посевных земель в предместьях Отрара в Х–ХII веках было освоено,Около 20–30%,Около 40–50%,Около 10–20%,Около 60–70%,,D,test,-4.2298102378845215,-0.04272535593822749,-10.90625,-9.0703125,-8.140625,-7.50390625,-6.981249809265137,-6.4296875,-5.90234375,-5.37158203125,-4.93055534362793,-4.231145858764648,-1.84765625,-1.59375,-1.3704427480697632,-1.168212890625,-1.0183594226837158,-0.87939453125,-0.7551618218421936,-0.638031005859375,-0.5226508378982544,-0.3460519015789032
