question,предмет,выбор,отвечать,sheet,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
" Полимеразная цепная реакция, или ПЦР, — это метод, который", медицинская генетика," ['использовался для демонстрации ДНК как генетического материала', 'используется для определения содержания минералов в образце почвы', 'использует короткие ДНК-праймеры и термостабильную ДНК-полимеразу для репликации специфических последовательностей ДНК in vitro', 'измеряет скорость переноса рибосом во время трансляции']",2,Sheet1,-1.694314956665039,-0.01821844039424773,-6.90625,-4.927083492279053,-4.046875,-3.63671875,-3.0673828125,-2.6976561546325684,-2.545454502105713,-2.210561990737915,-1.9204264879226685,-1.6952530145645142,-1.3828125,-0.6676432490348816,-0.3747314512729645,-0.2888387143611908,-0.1731719970703125,-0.03912353515625,0.022671787068247795,0.13546988368034363,0.24761556088924408,0.35175636410713196
" В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Мне пришлось застрелить пантеру, потому что она раздражала моего сына. Сценарий 2 | Я насыпал миску хлопьев своему маленькому сыну.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",1,Sheet1,-2.321093797683716,-0.0070123679688329785,-8.943750381469727,-7.174107074737549,-6.105342864990234,-5.22265625,-4.429540157318115,-3.839099645614624,-3.308039426803589,-2.926659107208252,-2.5902671813964844,-2.3217270374298096,-2.2054686546325684,-1.4268972873687744,-1.0039455890655518,-0.7246442437171936,-0.5421488285064697,-0.41455078125,-0.29913824796676636,-0.206816166639328,-0.11103515326976776,-0.01899229735136032
" Высокая энтропия означает, что разбиения в классификации являются", машинное обучение, ['чистый' 'нечистый' 'полезный' 'бесполезный'],1,Sheet1,-2.806117057800293,-0.02806117057800293,-9.5,-7.708333492279053,-6.76171875,-5.622395992279053,-5.216517925262451,-4.480902671813965,-4.110547065734863,-3.490234375,-3.236253023147583,-2.806760549545288,-2.375,-1.6575521230697632,-1.26318359375,-0.8080241084098816,-0.6715262532234192,-0.4363606870174408,-0.351318359375,-0.2138264924287796,-0.13638070225715637,0.014615884982049465
"Данный вопрос относится к следующей информации. «Задача на следующие полвека — проявить мудрость в использовании богатства для обогащения и возвышения нашей национальной жизни, а также для повышения качества нашей американской цивилизации… Великое общество основано на изобилии и свободе для всех. Оно требует искоренения бедности и расовой несправедливости, чему мы полностью привержены в наше время. Но это только начало. Великое общество — это место, где каждый ребенок может найти знания, которые обогатят его ум и расширят его таланты. Это место, где досуг — это желанная возможность для созидания и размышлений, а не страшная причина скуки и беспокойства. Это место, где город человека служит не только потребностям тела и требованиям торговли, но и стремлению к красоте и жажде общения. Это место, где человек может возобновить контакт с природой. Это место, которое чтит творение ради него самого и за то, что оно добавляет к пониманию человечества. Это место, где люди больше заботятся о качестве своих целей, чем о количестве своих благ. Но прежде всего, Великое общество — это не безопасная гавань, не место отдыха, не конечная цель, «Завершенное произведение. Это постоянно обновляющийся вызов, манящий нас к судьбе, где смысл нашей жизни соответствует чудесным результатам нашего труда». Линдон Джонсон, выступление в Мичиганском университете, Анн-Арбор, 1964 год. Все перечисленное ниже было частью программы Джонсона «Великое общество», КРОМЕ",история США в старшей школе, [«Закон о гражданских правах 1964 года» «Медикейр и Медикаид» «Создание Министерства жилищного строительства и городского развития» «Мандат сбалансированного бюджета»],3,Sheet1,-2.774336576461792,-0.0026472677256314807,-9.151785850524902,-7.8084821701049805,-6.743808746337891,-5.91821813583374,-5.145347595214844,-4.482089996337891,-3.9338152408599854,-3.4632151126861572,-3.087695598602295,-2.7745816707611084,-2.0660715103149414,-1.4899553060531616,-1.0977022647857666,-0.824618935585022,-0.6332002878189087,-0.49365824460983276,-0.3749576210975647,-0.2648702561855316,-0.16530710458755493,-0.05374205857515335
" Определите антецедент следующего условного утверждения: Университет повышает плату за обучение тогда и только тогда, когда и губернатор одобряет это, и попечительский совет рекомендует это.", формальная_логика, ['Университет повышает плату за обучение.' 'Губернатор одобряет это.' 'Попечительский совет рекомендует это.' 'Ничего из вышеперечисленного'],3,Sheet1,-2.886654853820801,-0.014803358224722056,-10.796875,-9.23828125,-7.934895992279053,-6.679227828979492,-5.7488837242126465,-4.914374828338623,-4.118326663970947,-3.644258499145508,-3.264608383178711,-2.8853909969329834,-2.890625,-2.375,-1.7928060293197632,-1.353400707244873,-1.098028302192688,-0.9048827886581421,-0.715136706829071,-0.59521484375,-0.4906712472438812,-0.3419104218482971
" Этот вопрос относится к следующей информации: «Мы приходим к выводу, что в сфере государственного образования доктрина «раздельное, но равное» не имеет места. Раздельные образовательные учреждения по своей сути неравны. Поэтому мы считаем, что истцы и другие лица, находящиеся в аналогичном положении, от имени которых были поданы иски, в силу оспариваемой сегрегации лишены равной защиты закона, гарантированной Четырнадцатой поправкой». Браун против Совета по образованию, 1954. Что из перечисленного лучше всего отражает последствия описанного выше юридического решения?", история США в старшей школе,"[«Продолжающееся сопротивление белого населения замедлило усилия по десегрегации, вызвав серию социальных конфликтов на всем Юге». «Решение Верховного суда по делу Браун против Совета по образованию привело к увеличению числа студентов в колледжах и университетах». «В 1960-х годах все большее число выпускников средних школ отвергали идею о желательности высшего образования». «В двадцатом веке для работы в передовых технических и медицинских отраслях, как правило, требовалось послевузовское образование».]",0,Sheet1,-2.7110066413879395,-0.005243726579086923,-8.526785850524902,-7.175223350524902,-6.219493865966797,-5.474051475524902,-4.861718654632568,-4.297246932983398,-3.816685199737549,-3.400547504425049,-3.0342795848846436,-2.7122786045074463,-2.6004464626312256,-1.7433035373687744,-1.2180640697479248,-0.9041481018066406,-0.6953887939453125,-0.5282676219940186,-0.3869725465774536,-0.2642427086830139,-0.1493169367313385,-0.016881847754120827
"Этот вопрос относится к следующей информации. Прочитайте следующую цитату, чтобы ответить на вопросы. Различные формы богослужения, преобладавшие в римском мире, считались народом одинаково истинными; философом — одинаково ложными; а магистратом — одинаково полезными. Эдвард Гиббон, «Упадок и падение Римской империи», 1776–1788. Интерпретация состояния религиозных верований в Древнем Риме, предложенная английским историком XVIII века Эдвардом Гиббоном, может быть представлена в качестве доказательства того, что", история Европы в старшей школе," [«монополия духовенства на академическую науку в Британии XVIII века», «ненависть ко всему римскому со стороны британских ученых в XVIII веке», «распространение религиозного скептицизма среди образованной элиты Британии в XVIII веке», «нехватка источников, доступных ученым XVIII века для изучения древнеримской цивилизации»]",2,Sheet1,-2.42842435836792,-0.005200052159246081,-8.65625,-6.971982955932617,-6.074491500854492,-5.196120738983154,-4.55653190612793,-3.948500394821167,-3.458752393722534,-3.0298736095428467,-2.707598924636841,-2.427856206893921,-2.474888324737549,-1.627626657485962,-1.1921557188034058,-0.8734230995178223,-0.6764504909515381,-0.5180085301399231,-0.3988856077194214,-0.28797096014022827,-0.19019187986850739,-0.07418065518140793
 Что из перечисленного ниже увеличит скорость диффузии газа между альвеолами легких и кровью внутри легочного капилляра?, колледж_биология,"['Уменьшение градиента парциального давления газа' 'Уменьшение растворимости газа в воде' 'Увеличение общей площади поверхности, доступной для диффузии' 'Уменьшение скорости кровотока через легочные капилляры']",2,Sheet1,-2.692790985107422,-0.018072422718841758,-9.25,-7.578125,-6.684027671813965,-5.90625,-5.143750190734863,-4.416449546813965,-3.8255672454833984,-3.3614704608917236,-2.9912335872650146,-2.6926560401916504,-3.515625,-2.7669270038604736,-2.161024332046509,-1.6563924551010132,-1.3114583492279053,-1.0671929121017456,-0.8750697374343872,-0.71905517578125,-0.5856300592422485,-0.4367024600505829
" Как происходит стимуляция клеток, вырабатывающих антитела?", вирусология," ['Взаимодействие с коротким пептидом вируса' 'Взаимодействие с Т-хелперной клеткой' 'Взаимодействие с плазматической клеткой' 'Взаимодействие с клеткой, инфицированной вирусом']",1,Sheet1,-2.437938690185547,-0.025133388558613884,-9.75,-8.140625,-6.6875,-5.959374904632568,-4.7879462242126465,-4.23876953125,-3.777235269546509,-3.0982778072357178,-2.8431193828582764,-2.43855881690979,-1.3828125,-0.747314453125,-0.35467529296875,-0.25737303495407104,-0.1295689195394516,-0.088714599609375,-0.0499945729970932,0.06314364075660706,0.1125691756606102,0.2217668741941452
" Нервная анорексия — это опасное для жизни заболевание, которое может привести к необратимым физиологическим изменениям (например, к хрупкости костей) и даже к смерти. У кого из следующих людей наиболее высока вероятность развития этого заболевания?", психология старшей школы,"['Мария, 16-летняя девушка европеоидной расы, отличница и талантливая музыкантка, но чувствующая, что ее жизнь вышла из-под контроля'; 'Летисия, 15-летняя афроамериканка, отличница и выдающаяся спортсменка, а также заядлая читательница'; 'Роза, 26-летняя латиноамериканка, только что получившая юридическое образование, испытывает трудности с погашением долгов за обучение и поиском работы'; 'Вирджиния, 14-летняя девушка европеоидной расы, отличница, ведет беспорядочную половую жизнь и экспериментирует с наркотиками']",0,Sheet1,-1.7541016340255737,-0.0066950444046777625,-6.556250095367432,-5.353693008422852,-4.552734375,-3.8984375,-3.3021762371063232,-2.8938210010528564,-2.497220516204834,-2.228060722351074,-1.9638190269470215,-1.753519058227539,-1.778906226158142,-1.032670497894287,-0.70196533203125,-0.4895574450492859,-0.34649658203125,-0.24647106230258942,-0.14745467901229858,-0.07538951188325882,0.012563476338982582,0.1153608039021492
" Пэт подбрасывает баскетбольный мяч 25 раз за 30 секунд. При такой скорости, приблизительно сколько раз Пэт подбросит мяч за 150 секунд?", элементарная_математика, ['120' '125' '144' '145'],1,Sheet1,-2.2053773403167725,-0.014702515602111816,-8.09375,-6.978515625,-5.690104007720947,-4.754595756530762,-4.155878067016602,-3.641718864440918,-3.1087889671325684,-2.7743566036224365,-2.4929521083831787,-2.204787492752075,-1.630859375,-1.154296875,-0.8643391728401184,-0.594245433807373,-0.436831533908844,-0.31748536229133606,-0.20447997748851776,-0.12855081260204315,-0.05863551050424576,0.043476901948451996
 Истоки китайской цивилизации можно проследить до:, доисторический период,"[«Местоположение Ань-Яна у реки Хуанхэ». «Вождиства и государства во многих регионах Китая». «Начало династии Цинь». «Внешнее влияние, исходящее из долины Инда».]",1,Sheet1,-2.287158966064453,-0.028236530445240163,-6.34375,-5.765625,-5.03125,-4.54296875,-4.221875190734863,-3.78515625,-3.4698660373687744,-3.13623046875,-2.7913410663604736,-2.285874843597412,0.0208740234375,0.04608154296875,0.0557861328125,0.072113037109375,0.09206543117761612,0.1369425505399704,0.1751360148191452,0.2533416748046875,0.3180745542049408,0.45591041445732117
 Какое из этих названий является другим названием поля для гольфа?, разнообразный, ['Pitch' 'Links' 'Steps' 'Suite'],1,Sheet1,-3.0223145484924316,-0.033212247785631116,-9.3125,-8.03125,-6.65625,-6.087500095367432,-5.1875,-4.7666015625,-4.410590171813965,-3.786576747894287,-3.5218098163604736,-3.025303363800049,-1.2109375,-0.900390625,-0.57855224609375,-0.449951171875,-0.2681012749671936,-0.153533935546875,-0.0639919713139534,0.10744407027959824,0.18572998046875,0.3254917562007904
" В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я выстрелил стрелой в глаз. Сценарий 2 | Увидев имя своей сестры в кабинке мужского туалета, я добавил её номер телефона.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",2,Sheet1,-2.3580799102783203,-0.007255630493164062,-8.734375,-6.980654716491699,-5.93603515625,-5.2433037757873535,-4.515477657318115,-3.87384033203125,-3.3890414237976074,-2.9655961990356445,-2.628725051879883,-2.3587539196014404,-2.051562547683716,-1.4188058376312256,-0.9612655639648438,-0.7136986255645752,-0.5302411913871765,-0.3928565979003906,-0.2905174493789673,-0.19549919664859772,-0.10461679846048355,-0.013728917576372623
