question,тақырып,таңдаулар,жауап,sheet,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
" Халықаралық сауда әрқашан екі елге де пайда әкеледі, сондықтан елдер неге өз фирмаларын әлемдік нарыққа шығудан қорғауға тырысады?", АҚШ_шетелдік_саясат," ['Басшылықтың ақылға сыймайтындығы' 'Еркін сауда шығындары шоғырланған, бірақ пайдасы шашыраңқы' 'Режим түрі' 'Халықаралық қақтығыс саудаға кедергі келтіреді']",1,Sheet1,-1.4772310256958008,-0.00934956345377089,-7.395833492279053,-5.59765625,-4.2586350440979,-3.4767186641693115,-2.8428955078125,-2.449732780456543,-2.1383056640625,-1.8517731428146362,-1.6578031778335571,-1.4764809608459473,-3.6966145038604736,-2.0544025897979736,-1.2886481285095215,-0.9635815620422363,-0.7213039398193359,-0.5593309998512268,-0.4285930395126343,-0.3009476065635681,-0.20361649990081787,-0.08326244354248047
" 1-мәлімдеме | CIFAR-10 жіктеу өнімділігі конволюциялық нейрондық желілер үшін 95%-дан асуы мүмкін. 2-мәлімдеме | Нейрондық желілердің жиынтығы жіктеу дәлдігін жақсартпайды, себебі олар үйренетін көріністер жоғары корреляцияға ие.", машиналық оқыту," ['Шын, Рас' 'Жалған, Жалған' 'Шын, Жалған' 'Жалған, Рас']",2,Sheet1,-1.713451623916626,-0.006799411206018357,-8.221875190734863,-6.19345235824585,-4.940185546875,-4.063243865966797,-3.367298126220703,-2.841094970703125,-2.470841646194458,-2.1551513671875,-1.9093399047851562,-1.7131253480911255,-1.857812523841858,-1.1460658311843872,-0.7638626098632812,-0.5676385760307312,-0.42683151364326477,-0.3212432861328125,-0.2407754361629486,-0.15660615265369415,-0.0771382674574852,0.006470867432653904
 Неліктен науқасқа трахеостомия қажет болуы мүмкін?, клиникалық_білім, ['Сал ауруынан кейін дауыс байламдарын қалпына келтіру үшін.' 'Жұтынуға көмектесу үшін.' 'Науқастарды өкпе желдеткішінен ажыратуға көмек ретінде.' 'Мойын операциясына дейін.'],2,Sheet1,-1.3236591815948486,-0.015214473351664927,-7.6875,-5.5625,-4.190104007720947,-3.1575520038604736,-2.700284004211426,-2.315204381942749,-1.9007568359375,-1.6908552646636963,-1.5221588611602783,-1.3236163854599,-0.962890625,-0.54925537109375,-0.361083984375,-0.2257893830537796,-0.16569380462169647,-0.11552546918392181,-0.03453826904296875,0.0111829973757267,0.05518188327550888,0.14699919521808624
"Бейсбол жанкүйері Дүниежүзілік сериядағы бейсбол ойынына екі билет сатып алды. Жанкүйер ең жақын досына хабарласып, оны ойынға шақырды. Бейсболдың жанкүйері болған досы қуана келісті. Жанкүйер досына ойын сағат 19:00-де басталатынын және оны шамамен сағат 17:00-де алып кететінін, соққы жаттығуын көру үшін ертерек келетінін айтты. Олар ойынға бірге көлікпен бара жатқанда, бағдаршам сарыдан қызылға ауысып жатқанда, жанкүйер қиылыстан өту үшін жылдамдықты арттырды. Ол қиылысқа жеткенде, белгіленген жылдамдық шегі сағатына 25 миль болса да, жанкүйер сағатына 50 миль жылдамдықпен келе жатты. Сонымен қатар, қызыл түспен қиылысқа көлік кіріп, жанкүйердің көлігімен соқтығысты. Соқтығысу кезінде досының жамбасы сынған. Бұл юрисдикция келесі «өзгертілген» салыстырмалы немқұрайлылық туралы заңды қабылдады: «Немқұрайлы талапкер, егер талапкердің немқұрайлылығы жауапкердің немқұрайлылығына тең немесе одан көп болмаса, өтемақы алуға құқылы; әйтпесе өтемақы алуға жол берілмейді». Айталық, досы қызыл бағдаршамда қиылысқа кірген көлік жүргізушісіне өзінің жарақаты үшін өтемақы өндіріп алу үшін талап арыз берді. Аджури келесі тұжырымдармен арнайы шешім шығарды: (1) Желдеткіш жылдамдықты 55 пайызға арттырған; (2) Жүргізуші қызыл бағдаршамда жүру кезінде 45 пайызға немқұрайлы болған; және (3) Досына 100 000 АҚШ доллары көлемінде залал келтірілген. Нәтижесінде, сот досы үшін ... мөлшерінде шешім шығаруы керек.",кәсіби_құқық," ['$100,000. 00' '$55,000. 00' '$45,000. 00' 'ештеңе, себебі желдеткіш жүргізушіге қарағанда немқұрайлы болды.']",0,Sheet1,-1.4248201847076416,-0.001482643272328451,-6.117647171020508,-4.715686321258545,-3.896139621734619,-3.295381546020508,-2.7761106491088867,-2.359553813934326,-2.035372257232666,-1.7838820219039917,-1.586333990097046,-1.4249067306518555,-2.7206647396087646,-1.613156795501709,-1.08104407787323,-0.7986472845077515,-0.6190533638000488,-0.48841917514801025,-0.38061103224754333,-0.2835315763950348,-0.19425129890441895,-0.09694765508174896
 Қалалық аймақтың ең жақсы анықтамасы -,орта мектеп географиясы, ['орталық қала және оның дамыған аймақтары.' 'орталық қала және оны қоршаған маңайлар.' 'орталық қала және оның ішкі аймақтары.' 'орталық қала және оған іргелес уездер.'],1,Sheet1,-2.2416930198669434,-0.03615633903011199,-5.875,-5.020833492279053,-4.684374809265137,-4.361607074737549,-3.9826388359069824,-3.5894887447357178,-3.191706657409668,-2.8151042461395264,-2.500028610229492,-2.2412350177764893,-2.5,-1.8489583730697632,-1.1291382312774658,-0.7696271538734436,-0.5415242314338684,-0.38997581601142883,-0.2761934697628021,-0.17100830376148224,-0.0762113705277443,0.021037854254245758
" Мәселелерге баса назар аудару, акционерлерден тысқары мақсатты аудитория және ___________ ерікті сипаты оны _________-ден ерекшелендіреді.", бизнес_этикасы,"['Қаржылық есеп, Қоршаған ортаны басқару бастамалары' 'Қаржылық есеп, Әлеуметтік есеп.' 'Әлеуметтік есеп, Қаржылық есеп.' 'Жылдық есеп жариялау, Әлеуметтік есеп']",2,Sheet1,-2.941981315612793,-0.018738734494349,-8.931249618530273,-7.546875,-6.699999809265137,-6.025781154632568,-5.43874979019165,-4.838281154632568,-4.243359565734863,-3.741259813308716,-3.333512306213379,-2.9422476291656494,-2.526562452316284,-1.783203125,-1.419531226158142,-1.1270751953125,-0.8978613018989563,-0.7330647706985474,-0.603564441204071,-0.4909606873989105,-0.39561089873313904,-0.2856876254081726
10 мкФ конденсаторды 100 В потенциалдар айырымына дейін зарядтау үшін қанша жұмыс істеу керек?, орта мектеп_физикасы," ['0,005 Дж' '0,01 Дж' '0,05 Дж' '0,1 Дж']",2,Sheet1,-1.3342479467391968,-0.00988331812399405,-6.583333492279053,-4.703125,-3.6633522510528564,-2.984114646911621,-2.50822377204895,-2.222123622894287,-1.923978328704834,-1.6834797859191895,-1.4901338815689087,-1.3338919878005981,-1.5963541269302368,-0.7727922797203064,-0.46761807799339294,-0.301513671875,-0.18196186423301697,-0.10521351546049118,-0.01593487150967121,0.05884603038430214,0.12499281764030457,0.19571726024150848
" Төмендегі нұсқалардың қайсысы келесі тұжырымды толықтырады? ""Оң жақ атриовентрикулярлық қақпақша...""", анатомия," ['жартылай ай тәрізді қақпақша', 'пепиллярлы бұлшықеттермен бұрылуына жол бермейді.' 'систола кезінде ашық.' 'жүрек босаңсыған кезде өкпе сабағынан қанның қайтуына жол бермейді.']",1,Sheet1,-1.8380889892578125,-0.013036092122395834,-9.6015625,-6.736111164093018,-5.3660712242126465,-4.501302242279053,-3.67476224899292,-3.060512065887451,-2.6887054443359375,-2.332136869430542,-2.057072877883911,-1.838400959968567,-15.2451171875,-6.83331298828125,-4.3734869956970215,-3.380415201187134,-2.6117022037506104,-2.107938528060913,-1.8103275299072266,-1.5187081098556519,-1.2880117893218994,-1.083751916885376
 Полимеразды тізбекті реакция немесе ПТР - бұл әдіс, медициналық_генетика, ['ДНҚ-ны генетикалық материал ретінде көрсету үшін пайдаланылды' 'топырақ үлгісіндегі минералдардың құрамын анықтау үшін пайдаланылады' 'in vitro нақты ДНҚ тізбектерін репликациялау үшін қысқа ДНҚ праймерлерін және термостабильді ДНҚ полимеразасын пайдаланады' 'трансляция кезінде рибосоманың берілу жылдамдығын өлшейді'],2,Sheet1,-2.3708674907684326,-0.02694167603145946,-10.0625,-6.6875,-5.900000095367432,-5.332589149475098,-4.470486164093018,-4.104687690734863,-3.5022785663604736,-3.0403878688812256,-2.6646575927734375,-2.3690168857574463,-4.28125,-2.0364582538604736,-1.326562523841858,-0.9454869031906128,-0.7084689736366272,-0.620532214641571,-0.4585164487361908,-0.3148891031742096,-0.1937408447265625,-0.0830213725566864
" 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес, осы екі сценарийдің қайсысы үшін басты кейіпкер (мен/мен/менің сөздерін қолданатын) моральдық тұрғыдан дұрыс емес нәрсе жасайды? 1-сценарий | Мен пантераны атуға мәжбүр болдым, себебі ол менің ұлымның ашуын келтірді. 2-сценарий | Мен кішкентай ұлыма бір ыдыс ботқа құйдым.", моральдық_сценарийлер," ['Қате, қате' 'Қате, қате емес' 'Қате емес, қате' 'Қате емес, қате емес' 'Қате емес, қате емес']",1,Sheet1,-1.795592188835144,-0.005281153496573953,-6.673828125,-5.38399600982666,-4.5859375,-3.930037260055542,-3.3914620876312256,-2.9614648818969727,-2.571960926055908,-2.2506659030914307,-1.997846245765686,-1.7956831455230713,-1.79248046875,-1.1835346221923828,-0.7890918254852295,-0.5786570310592651,-0.44427490234375,-0.3470776379108429,-0.24931348860263824,-0.1589009314775467,-0.07173369079828262,0.0182073675096035
 Жоғары энтропия жіктеудегі бөлімдердің екенін білдіреді, машиналық оқыту, ['таза' 'таза емес' 'пайдалы' 'пайдасыз'],1,Sheet1,-2.561246871948242,-0.027839639912480892,-10.34375,-7.818749904632568,-6.573660850524902,-5.360937595367432,-4.774088382720947,-4.035416603088379,-3.6709558963775635,-3.189013719558716,-2.9073097705841064,-2.5584325790405273,-2.6171875,-2.0546875,-1.6036900281906128,-1.10009765625,-0.8899739384651184,-0.6548827886581421,-0.5337201356887817,-0.365966796875,-0.26540306210517883,-0.12496093660593033
"Бұл сұрақ келесі ақпаратқа қатысты. «Келесі жарты ғасырдың міндеті - байлықты ұлттық өмірімізді байыту және көтеру, сондай-ақ американдық өркениетіміздің сапасын арттыру үшін пайдалануға даналық жете ме... Ұлы Қоғам барлығына молшылық пен бостандыққа негізделген. Ол кедейлік пен нәсілдік әділетсіздікті тоқтатуды талап етеді, біз өз заманымызда оған толықтай берілгенбіз. Бірақ бұл тек бастамасы ғана. Ұлы Қоғам - әрбір бала өз ақылын байыту және таланттарын кеңейту үшін білім таба алатын орын. Бұл бос уақытты құру және ойлану үшін қолайлы мүмкіндік болып табылатын орын, зерігу мен мазасыздықтың қорқынышты себебі емес. Бұл адам қаласы тек дене қажеттіліктері мен сауда талаптарын ғана емес, сонымен қатар сұлулыққа деген құштарлық пен қоғамдастыққа деген ашкөздікті де қанағаттандыратын орын. Бұл адам табиғатпен байланысын жаңарта алатын орын. Бұл жаратылысты өз мүддесі үшін және нәсілді түсінуге қосатын нәрсе үшін құрметтейтін орын. Бұл адамдар тауарларының санына емес, мақсаттарының сапасына көбірек көңіл бөлетін орын. Бірақ ең бастысы, Ұлы Қоғам қауіпсіз айлақ, демалыс орны, соңғы мақсат, аяқталған жұмыс емес. Бұл үнемі қиындық тудыратын орын». «Жаңартылып, бізді өміріміздің мәні еңбегіміздің керемет өнімдерімен үйлесетін тағдырға шақырады». Линдон Джонсон, Мичиган университетіндегі сөз, Энн Арбор, 1964 ж. Төмендегілердің барлығы Джонсонның Ұлы Қоғам бағдарламасының бөлігі болды, БАСҚАСЫ",жоғары мектептің_АҚШ_тарихы, ['1964 жылғы Азаматтық құқықтар туралы заң'' 'Medicare және Medicaid' 'Тұрғын үй және қала құрылысы департаментін құру' 'теңгерімді бюджеттік мандат'],3,Sheet1,-1.6952236890792847,-0.0016522648041708428,-6.549019813537598,-5.316789150238037,-4.519505500793457,-3.848766803741455,-3.2739124298095703,-2.7971878051757812,-2.420079231262207,-2.1221749782562256,-1.8872075080871582,-1.6951630115509033,-2.194240093231201,-1.520143985748291,-1.094896912574768,-0.8151936531066895,-0.6373724341392517,-0.5058567523956299,-0.3934621810913086,-0.2930912673473358,-0.20020422339439392,-0.10239417850971222
 Келесі шартты ұсыныстың прецедентін анықтаңыз: Университет оқу ақысын тек қана губернатор мақұлдаған және қамқоршылар кеңесі ұсынған жағдайда ғана көтереді., формальды_логика, ['Университет оқу ақысын көтереді.' 'Губернатор оны мақұлдайды.' 'Қамқоршылар кеңесі ұсынады.' 'Жоғарыда айтылғандардың ешқайсысы емес.'],3,Sheet1,-2.005114793777466,-0.010665504222220562,-9.0625,-6.609375,-5.458881378173828,-4.577524185180664,-3.8531012535095215,-3.3370893001556396,-2.8658924102783203,-2.543442964553833,-2.242861032485962,-2.004981756210327,-2.3125,-1.6186898946762085,-1.1411550045013428,-0.8202021718025208,-0.6151474714279175,-0.4799945652484894,-0.3486553728580475,-0.2536632716655731,-0.14782612025737762,-0.038871072232723236
" Бұл сұрақ келесі ақпаратқа қатысты. «Біз мемлекеттік білім беру саласында «бөлек, бірақ тең» доктринасы орынсыз деген қорытындыға келдік. Бөлек білім беру мекемелері табиғатынан тең емес. Сондықтан, біз шағым түсірілген талапкерлер мен басқа да ұқсас жағдайларда тұрғандар, шағымданған сегрегацияға байланысты, Он төртінші түзетумен кепілдендірілген заңдардың тең қорғалуынан айырылған деп есептейміз». Браун және Білім беру кеңесі, 1954 жылғы іс Төмендегілердің қайсысы жоғарыда сипатталған заңды шешімнің әсерін ең жақсы көрсетеді?", жоғары_мектеп_АҚШ_тарихы,"[«Ақ нәсілділердің қарсылығының жалғасуы сегрегациядан арылу күш-жігерін баяулатып, Оңтүстікте бірқатар әлеуметтік қақтығыстарды тудырды». «Жоғарғы Соттың Браун мен Білім беру кеңесінің ісі бойынша шешімі колледждер мен университеттерге түсушілердің көбеюіне әкелді». «1960 жылдары орта мектеп түлектерінің санының артуы жоғары білімнің қажет екендігі туралы түсінікті жоққа шығарды». «ХХ ғасырда дамыған техникалық және медициналық салалардағы жұмыс орындары әдетте жоғары оқу орнынан кейінгі білімді талап етеді».",0,Sheet1,-1.7741279602050781,-0.0036655536367873514,-7.213541507720947,-5.762369632720947,-4.834201335906982,-4.074984073638916,-3.461195707321167,-2.9464170932769775,-2.530531883239746,-2.2213056087493896,-1.977472186088562,-1.7740285396575928,-2.365234375,-1.5288900136947632,-1.0634655952453613,-0.7801759243011475,-0.6092443466186523,-0.48228591680526733,-0.37017354369163513,-0.27377885580062866,-0.18367354571819305,-0.07760180532932281
"Бұл сұрақ келесі ақпаратқа қатысты. Сұрақтарға жауап беру үшін келесі дәйексөзді оқыңыз. Рим әлемінде басым болған әртүрлі ғибадат тәсілдерін халық бірдей ақиқат деп санады; философ бірдей жалған деп санады; ал магистрат бірдей пайдалы деп санады. Эдвард Гиббон, Рим империясының құлдырауы және құлауы, 1776–1788 XVIII ғасырдағы ағылшын тарихшысы Эдвард Гиббонның ежелгі Римдегі діни сенім жағдайын түсіндіруі дәлел ретінде ұсынылуы мүмкін.", орта мектеп_еуропалық_тарихы," [«XVIII ғасырдағы Ұлыбританиядағы діни қызметкерлердің академиялық білімге монополиясы», «XVIII ғасырдағы британдық ғалымдардың римдіктердің барлығына деген жеккөрушілігі», «XVIII ғасырдағы Ұлыбританияның білімді элитасы арасында діни скептицизмнің таралуы», «XVIII ғасырдағы ғалымның ежелгі Рим өркениетін зерттеу үшін қолжетімді дереккөздердің болмауы»]",2,Sheet1,-1.6590242385864258,-0.004007304924121801,-7.510937690734863,-5.812890529632568,-4.725651264190674,-3.8915038108825684,-3.248398542404175,-2.7480509281158447,-2.3650879859924316,-2.072012424468994,-1.842609167098999,-1.6583482027053833,-2.576953172683716,-1.680151343345642,-1.1169952154159546,-0.823534369468689,-0.6368939280509949,-0.504027783870697,-0.39400067925453186,-0.2968013882637024,-0.20112814009189606,-0.10205047577619553
 Төмендегілердің қайсысы өкпе альвеолалары мен өкпе капиллярындағы қан арасында газдың диффузиялану жылдамдығын арттырады?, колледж_биологиясы,['Газдың парциалды қысым градиентін төмендету' 'Газдың суда ерігіштігін төмендету' 'Диффузияға қолжетімді жалпы беткі ауданды ұлғайту' 'Өкпе капилляры арқылы қан ағымының жылдамдығын төмендету'],2,Sheet1,-1.3561393022537231,-0.008863655570285772,-5.518750190734863,-4.504687309265137,-3.777604103088379,-3.2015624046325684,-2.631309986114502,-2.253307819366455,-1.9533827304840088,-1.7179811000823975,-1.5319206714630127,-1.3551605939865112,-2.262500047683716,-1.2250182628631592,-0.8046915531158447,-0.5879058837890625,-0.42917340993881226,-0.3302927315235138,-0.2449222207069397,-0.16298620402812958,-0.08497818559408188,0.010313767939805984
