question,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
 Теңіз биогеохимиясында мезомасштабты құйындар тудырған қоректік заттар ағындарының микробтық ген экспрессиясының желілерімен байланысы болжамды климаттың өзгеруі сценарийлері кезінде олиготрофты гирлер арқылы көміртектің секвестрация тиімділігін қалай модуляциялайды?,-2.1216230392456055,-0.0074969011987477225,-8.769886016845703,-7.028409004211426,-5.910037994384766,-5.0110087394714355,-4.138113975524902,-3.5236706733703613,-3.0415666103363037,-2.6692676544189453,-2.3765037059783936,-2.121878147125244,-2.9680397510528564,-2.221235752105713,-1.760298252105713,-1.3582895994186401,-1.0606313943862915,-0.8717765212059021,-0.723943829536438,-0.5960854291915894,-0.47659027576446533,-0.34537914395332336
"Ab initio молекулалық динамикасында, айқын корреляцияланған байланысқан кластерлік (CCSD-F12) күштерді қосу сулы ортада протонмен байланысқан электрондардың тасымалдануы үшін болжанған бос энергия ландшафтына және реакция жылдамдығының тұрақтыларына қалай әсер етеді?",-2.185882329940796,-0.007589869201183319,-8.722222328186035,-7.009868621826172,-5.924030303955078,-5.065304279327393,-4.26570463180542,-3.6656956672668457,-3.143324851989746,-2.7450389862060547,-2.433633327484131,-2.1853034496307373,-2.800347328186035,-1.8338816165924072,-1.2537325620651245,-0.9244189262390137,-0.7211783528327942,-0.5894622802734375,-0.46993255615234375,-0.3654389977455139,-0.26600611209869385,-0.16308936476707458
 Реакция-диффузия-адвекция теңдеулерімен біріктірілген бейімделгіш торды жетілдіру механикалық кері байланыс пен стохастикалық ген экспрессиясының шуылына ұшыраған эмбриональды тіндердегі генге негізделген үлгі түзілуінің кеңістіктік-уақыттық эволюциясын қалай түсіндіре алады?,-2.0093202590942383,-0.0069526652563814476,-8.182291984558105,-6.447916507720947,-5.455729007720947,-4.58056640625,-3.868359327316284,-3.3063693046569824,-2.861252546310425,-2.509446382522583,-2.231410026550293,-2.0082690715789795,-3.1276042461395264,-1.8860677480697632,-1.2924906015396118,-0.9585698246955872,-0.7484639286994934,-0.5954267978668213,-0.4685131311416626,-0.36000189185142517,-0.26549503207206726,-0.16277363896369934
 Микрофлюидті хемостат массивтерінде қоректік заттардың диффузиясындағы кеңістіктік гетерогенділік кворумды сезетін кері байланыс ілмектерімен бірге инженерлік микробтық консорциумдар арасында метаболикалық айқас қоректену желілерінің эволюциясына қалай әсер етеді?,-2.1813130378723145,-0.007990157647883935,-9.71875,-7.731249809265137,-6.397395610809326,-5.215510845184326,-4.334980010986328,-3.6591796875,-3.114569664001465,-2.7378451824188232,-2.4406754970550537,-2.180020809173584,-4.006249904632568,-2.662304639816284,-1.9238606691360474,-1.4052057266235352,-1.1211589574813843,-0.9201124906539917,-0.7491984963417053,-0.62019944190979,-0.5100087523460388,-0.3865187466144562
Оңтүстік мұхиттағы мезомасштабты турбуленттілікті термогалинді баспалдақтардың пайда болуымен байланыстыратын сызықтық емес динамика мен энергетикалық каскад механизмдері қандай және олар меридиандық төңкерілген айналымның тұщы су ағындарының жоғарылауына сезімталдығына қалай әсер етеді?,-1.7805808782577515,-0.006035867383924581,-8.380208015441895,-6.332682132720947,-5.157552242279053,-4.229910850524902,-3.5246222019195557,-2.983933448791504,-2.5436556339263916,-2.2339282035827637,-1.990863561630249,-1.7804471254348755,-5.220052242279053,-3.1763508319854736,-2.17183780670166,-1.5885059833526611,-1.2615966796875,-1.0331279039382935,-0.8384740352630615,-0.6877528429031372,-0.5511130690574646,-0.4075630009174347
 Температураның өтпелі күрт өзгеруі жағдайында жұмыс істейтін көпфазалы каталитикалық реакторда перовскит оксидтерінің байланысқан масса алмасу шектеулері және беттік қалпына келтіру динамикасы C-C байланысына және CO тотығу жолдарына қарай селективтілікке қалай әсер етеді?,-1.9305557012557983,-0.006657088625019994,-8.122159004211426,-6.31453800201416,-5.369945049285889,-4.4699387550354,-3.7914609909057617,-3.1902315616607666,-2.768963575363159,-2.41316819190979,-2.1563565731048584,-1.9313455820083618,-1.8806818723678589,-1.3245583772659302,-0.9804884791374207,-0.71657794713974,-0.5641008615493774,-0.44138413667678833,-0.34545212984085083,-0.2557472586631775,-0.17808932065963745,-0.07992049306631088
" Тепе-теңдіксіз кванттық көп денелі жүйеде топологиялық қорғалған қоздырулардың пайда болуы күшті спин-орбиталық байланыс, электрон-фонондық өзара әрекеттесулер және уақыттық-периодты қозғаушы өрістер арасындағы өзара әрекеттесуге қалай тәуелді?",-1.5493624210357666,-0.005781203063566293,-6.340909004211426,-5.234375,-4.456341743469238,-3.66363787651062,-3.0634937286376953,-2.5700719356536865,-2.2243590354919434,-1.9359949827194214,-1.729767084121704,-1.549269676208496,-2.4744317531585693,-1.61353600025177,-1.1005185842514038,-0.8003493547439575,-0.6295428276062012,-0.4950769543647766,-0.39378851652145386,-0.2935754656791687,-0.2027946412563324,-0.10116471350193024
Анизотропты мантия конвекциясының үлгілері Жердің геомагниттік кері жиілігінің уақытша эволюциясын қалай модуляциялайды және магнитогидродинамикалық-термоэластикалық модельдеулерді палеомагниттік жазбалармен қалай тексеруге болады?,-1.9144216775894165,-0.007910833378468663,-8.36111068725586,-6.635416507720947,-5.576450824737549,-4.601351261138916,-3.7563581466674805,-3.195774555206299,-2.7627854347229004,-2.398209571838379,-2.1417202949523926,-1.9138777256011963,-8.105902671813965,-4.573676109313965,-3.016636371612549,-2.279268741607666,-1.782105803489685,-1.4733308553695679,-1.2422429323196411,-1.0394229888916016,-0.8834831714630127,-0.7222374677658081
 Стохастикалық атмосфералық мәжбүрлеуді қамтитын термогалиндік айналым модельдері аясында Атлант меридиональды төңкерілу ағынының бифуркациялық құрылымы теңіз мұзының альбедосы мен тұщы су ағынының өзгергіштігінен туындайтын сызықты емес кері байланыстарға қалай жауап береді?,-1.9593867063522339,-0.0067102284464117595,-8.019886016845703,-6.4470109939575195,-5.398897171020508,-4.528702259063721,-3.791419744491577,-3.2570481300354004,-2.799304246902466,-2.4704537391662598,-2.186595916748047,-1.9603962898254395,-3.0823862552642822,-2.1090352535247803,-1.5500057935714722,-1.1454095840454102,-0.8932368755340576,-0.7264156341552734,-0.5776020288467407,-0.461283802986145,-0.34386855363845825,-0.22754432260990143
 Тоқыраған қабық экзопланеталарының астындағы мантия түтінінің пайда болуын басқаратын қандай динамикалық және термохимиялық процестер бар және ядролық мантия жылу ағыны мен ұшқыш құрамның өзгеруі жер бетінің тектоникасы мен атмосфера эволюциясына қалай әсер етеді?,-1.995180368423462,-0.007362289182374398,-7.653124809265137,-6.3046875,-5.39768123626709,-4.598323345184326,-3.887770414352417,-3.3157761096954346,-2.874444007873535,-2.4976584911346436,-2.2304277420043945,-1.9945919513702393,-2.227343797683716,-1.6619141101837158,-1.2097246646881104,-0.9085336327552795,-0.6976670622825623,-0.5614190697669983,-0.4477182924747467,-0.33713024854660034,-0.24726326763629913,-0.12916329503059387
"Лигноцеллюлозалық биомасса үшін жоғары қысымды, аса критикалық CO₂ экстракция жүйесінде еріткіш тығыздығының, температура градиенттерінің және кеуек масштабының диффузия коэффициенттерінің өзгеруі мақсатты фенолдық мономерлердің селективтілігі мен өнімділігіне қалай синергетикалық әсер етеді?",-1.9947222471237183,-0.006292499202283023,-9.235795021057129,-7.092329502105713,-5.665719509124756,-4.690873622894287,-3.9122159481048584,-3.300825595855713,-2.843153953552246,-2.492953300476074,-2.2167439460754395,-1.9950695037841797,-5.189630508422852,-3.076704502105713,-2.130519151687622,-1.5919924974441528,-1.2613780498504639,-1.029523491859436,-0.8497908711433411,-0.7042160034179688,-0.5802587866783142,-0.44641613960266113
" Теңіз биогеохимиялық циклдеріндегі стохастикалық өзгергіштікті ескере отырып, аэрозоль тудыратын бұлт микрофизикалық өзгерістері мен мұхиттық көміртекті сіңіру кері байланысы арасындағы сызықтық емес байланыс жоғары эмиссиялық сценарийлер кезінде болжамды өтпелі климаттық сезімталдықты қалай өзгертеді?",-1.631827473640442,-0.00540340223059749,-7.492788314819336,-5.785456657409668,-4.693309307098389,-3.845703125,-3.2099459171295166,-2.72412109375,-2.345681667327881,-2.054551839828491,-1.8268004655838013,-1.6315698623657227,-2.306490421295166,-1.5746694803237915,-1.0841885805130005,-0.804387629032135,-0.628230631351471,-0.5006514191627502,-0.3972359001636505,-0.30264076590538025,-0.2114051729440689,-0.10672137141227722
" Мультиомикалы бір жасушалы деректерде кеңістіктік тін архитектурасын және жасушааралық сигнал беру кері байланыс ілмектерін ескере отырып, стохастикалық ген экспрессиясының жарылыстарын түсіретін себептік реттеуші желілерді қандай жаңа граф-теориялық алгоритмдер анықтай алады?",-2.2661001682281494,-0.007979225944465314,-8.926136016845703,-7.073863506317139,-6.048768997192383,-5.176669120788574,-4.365792274475098,-3.7465600967407227,-3.2444097995758057,-2.8509795665740967,-2.5383050441741943,-2.2664132118225098,-3.2223012447357178,-2.2320668697357178,-1.7369791269302368,-1.3741344213485718,-1.075947880744934,-0.8874607086181641,-0.7430439591407776,-0.6170054078102112,-0.5081192255020142,-0.38442912697792053
"Лимбл-көрініс спутниктік спектроскопиясынан іздік газдардың, аэрозоль микрофизикасының және изотоптық құрамның жоғары ажыратымдылықтағы тік профильдерін бір мезгілде алу күн циклінің әртүрлі амплитудаларында стратосфералық озонның қалпына келуін қамтамасыз ететін фотохимиялық-динамикалық кері байланыстарды қалай шектей алады?",-2.1134064197540283,-0.006346565825087172,-9.742788314819336,-7.585648059844971,-6.1646342277526855,-5.026988506317139,-4.162562370300293,-3.5390446186065674,-3.03387451171875,-2.6508917808532715,-2.3519113063812256,-2.113311529159546,-4.484975814819336,-2.6763598918914795,-1.8236299753189087,-1.352423071861267,-1.065510630607605,-0.8765091300010681,-0.7166821360588074,-0.5860681533813477,-0.46776333451271057,-0.34592050313949585
 Құрғақ су жиналатын жерлерде жер асты жарықшақтарының желісінің анизотропиясы мен эпизодтық экстремалды жауын-шашын оқиғалары арасындағы байланыс басым ағын жолдарының кеңістіктік-уақыттық эволюциясын және жер асты суларының қайта толтырылу жылдамдығын қалай басқарады?,-1.5427151918411255,-0.005843618150913354,-6.067708492279053,-4.936197757720947,-4.228298664093018,-3.5856120586395264,-2.983030319213867,-2.5465004444122314,-2.2064337730407715,-1.9382802248001099,-1.7261730432510376,-1.542236566543579,-1.7041015625,-1.00732421875,-0.6645084023475647,-0.4780209958553314,-0.34246426820755005,-0.24456453323364258,-0.16040541231632233,-0.08375973999500275,-0.010569160804152489,0.08024071902036667
 Пируватдегидрогеназа кешенінің аллостерикалық реттелуі гипоксиялық стресс жағдайындағы жасушалық дифференциация кезінде митохондриялық ацетил-КоА ағынын ядролық эпигенетикалық модификациялармен қалай біріктіреді?,-1.5389728546142578,-0.006493556348583366,-7.3125,-5.78038215637207,-4.724536895751953,-3.736273765563965,-3.042447805404663,-2.5560710430145264,-2.231534004211426,-1.923108458518982,-1.7099100351333618,-1.5389190912246704,-1.7552083730697632,-1.1154242753982544,-0.7404536604881287,-0.5438181757926941,-0.41958144307136536,-0.32995718717575073,-0.2592192590236664,-0.17897288501262665,-0.1125013530254364,-0.04048733040690422
 Стратосфералық озон қабатының жұқаруы мен аэрозоль тудыратын радиациялық әсер арасындағы өзара әрекеттесу тропосфералық гидроксил радикалдарының тік таралуын қалай модуляциялайды және болашақ шығарындылар сценарийлерінде метанның өмір сүру ұзақтығына қандай әсер етеді?,-1.586727261543274,-0.005749011817185775,-7.630681991577148,-5.926136493682861,-4.762547492980957,-3.827059745788574,-3.148686170578003,-2.6500132083892822,-2.281801700592041,-1.9996448755264282,-1.7783249616622925,-1.586073637008667,-2.7258522510528564,-1.732865810394287,-1.1776511669158936,-0.874138593673706,-0.6792469620704651,-0.5402342081069946,-0.42919525504112244,-0.338680624961853,-0.2571929097175598,-0.16155676543712616
Эпистатикалық желі топологиясы мен ауытқып тұратын селективті қысымдар арасындағы өзара әрекеттесу эволюциялық уақыт шкалалары бойынша жоғары өлшемді фитнес ландшафттарындағы бейімделгіш шыңдардың ығысу ықтималдығының таралуын қалай қалыптастырады?,-1.6841882467269897,-0.006379500934571931,-7.662499904632568,-6.144345283508301,-5.035282135009766,-4.08017110824585,-3.344708204269409,-2.827303409576416,-2.410877227783203,-2.125162124633789,-1.8796640634536743,-1.684604525566101,-3.0875000953674316,-2.1043527126312256,-1.4799164533615112,-1.0844064950942993,-0.8458349704742432,-0.6958884596824646,-0.5696679353713989,-0.47253018617630005,-0.3741278350353241,-0.2639404833316803
" Пертурбативті емес кванттық хромодинамика контексінде, төмен импульстік фракциялардағы ауыр кварктардың партондық таралу функцияларын шектеу үшін адрон құрылымының торлы калибрлік теориясының есептеулерін тәжірибелік терең серпімсіз шашырау деректерімен қалай үйлестіруге болады?",-1.6393253803253174,-0.0055010918802863,-7.309659004211426,-5.8828125,-4.749526500701904,-3.8759765625,-3.219921827316284,-2.727879285812378,-2.353325366973877,-2.0652964115142822,-1.8375403881072998,-1.6390976905822754,-1.9786931276321411,-1.3614612817764282,-0.918882429599762,-0.6716392040252686,-0.5120716691017151,-0.3944849967956543,-0.30175623297691345,-0.21773876249790192,-0.14055471122264862,-0.047480951994657516
 Регуляторлық кодталмайтын РНҚ мен хроматинді қайта құрушылар арасындағы эпистатикалық өзара әрекеттесулер адаптивті сәулелену кезінде фенотиптік өзгерістердің жылдам өзгеруіне қалай әсер етуі мүмкін және оларды популяциялық-геномдық уақыт қатарларын пайдаланып сандық түрде қалай модельдеуге болады?,-1.637105107307434,-0.005280984217120755,-7.9765625,-6.1328125,-4.838682651519775,-3.951291561126709,-3.2273499965667725,-2.7328836917877197,-2.358100414276123,-2.049940586090088,-1.8286759853363037,-1.6369599103927612,-2.5026042461395264,-1.7674967050552368,-1.1800256967544556,-0.8832148313522339,-0.6836203336715698,-0.5533241033554077,-0.446728378534317,-0.3448023796081543,-0.2579593062400818,-0.1633748710155487
 Даму жолдары бойынша үш өлшемді геном архитектурасына әсер ететін себептік реттеуші нұсқаларды анықтау үшін қандай жаңа статистикалық құрылымдар ұзақ қашықтықтағы хроматин байланыс карталарын және бір жасушалы аллельге тән экспрессияны бірлесіп модельдей алады?,-2.1347384452819824,-0.00756999448681554,-8.340624809265137,-6.56845235824585,-5.66015625,-4.868640899658203,-4.112051486968994,-3.548248291015625,-3.0635416507720947,-2.6783928871154785,-2.375617504119873,-2.1336565017700195,-6.375781059265137,-3.517113208770752,-2.42303466796875,-1.8038784265518188,-1.4254624843597412,-1.182485580444336,-0.9772835373878479,-0.8086320757865906,-0.6581968069076538,-0.5206649303436279
"Жоғары энтропиялық қорытпаны жобалау контексінде, көп принципті элемент жүйелерінде температураға тәуелді фазалық тұрақтылықты және пайда болатын механикалық анизотропияны болжау үшін машинамен үйренілген атомаралық потенциалдарды термодинамикалық интеграция әдістерімен қалай біріктіруге болады?",-1.8588907718658447,-0.006217025992862357,-8.525568008422852,-6.6789774894714355,-5.312973499298096,-4.375355243682861,-3.6541547775268555,-3.0854713916778564,-2.6547343730926514,-2.3250856399536133,-2.0669000148773193,-1.8602100610733032,-3.1818182468414307,-2.1999289989471436,-1.5046405792236328,-1.1206928491592407,-0.8842229843139648,-0.7149463891983032,-0.5801787972450256,-0.4623572528362274,-0.34866178035736084,-0.2279646396636963
 Синтетикалық протоцеллюлярлардың ауытқып тұратын тотығу-тотықсыздану градиентінде тепе-теңдіксіз өздігінен жиналуын реттейтін термодинамикалық шектеулер мен кинетикалық жолдар қандай және олар стохастикалық ауытқулар кезінде пайда болатын метаболикалық желінің беріктігіне қалай әсер етеді?,-1.6391699314117432,-0.0057717251106047295,-8.098958015441895,-6.2578125,-5.048611164093018,-4.006298065185547,-3.282378673553467,-2.7538561820983887,-2.3411624431610107,-2.055915117263794,-1.8319871425628662,-1.6383625268936157,-2.9251301288604736,-1.8356119394302368,-1.262035846710205,-0.9173048138618469,-0.7231435179710388,-0.5866925120353699,-0.47434180974960327,-0.38654375076293945,-0.29861894249916077,-0.1955065280199051
 Рибосомалық РНҚ үшіншілік байланыстарының аллостерикалық модуляциясы жасушаішілік магний концентрацияларының өзгеруі кезінде пептидтік байланыстың түзілуінің кинетикалық жолына қалай әсер етеді және экстремофилді археялардағы трансляциялық дәлдікке қандай әсер етеді?,-1.8254551887512207,-0.0067112323115853705,-8.221875190734863,-6.173363208770752,-5.06005859375,-4.172601699829102,-3.4979021549224854,-3.030029296875,-2.618769645690918,-2.28987717628479,-2.031639814376831,-1.824785590171814,-3.422656297683716,-2.0591518878936768,-1.4346160888671875,-1.0624375343322754,-0.8274965882301331,-0.6757240295410156,-0.5410058498382568,-0.4240921437740326,-0.3123716413974762,-0.20586706697940826
 Фазамен бөлінген мембранасыз органеллалар мен хроматинді қайта құру кешендерінің өзара әрекеттесуі эмбрионалды жасуша тағдырының ерте шешімдері кезінде стохастикалық ген экспрессиясының шуына қалай әсер етеді?,-1.850852131843567,-0.007842593778998165,-8.6171875,-6.383272171020508,-5.043869972229004,-4.261948585510254,-3.574582099914551,-3.051044225692749,-2.6725423336029053,-2.3316030502319336,-2.0637669563293457,-1.8505420684814453,-2.4609375,-1.4950597286224365,-0.9979482889175415,-0.7468010187149048,-0.5664885640144348,-0.4326101541519165,-0.33583372831344604,-0.23819102346897125,-0.14815735816955566,-0.047701429575681686
2100 жылға арналған болжамды климаттық сценарийлер бойынша өсімдік-топырақ кері байланыс механизмдері мен микроклиматтың өзгергіштігі арасындағы өзара әрекеттесу гетерогенді қоңыржай орман ландшафттарында көміртектің сіңірілу жылдамдығын қалай модуляциялайды?,-1.647842288017273,-0.005927490244666449,-7.628125190734863,-5.888392925262451,-4.7265625,-3.921511650085449,-3.250795602798462,-2.76708984375,-2.3699185848236084,-2.068678379058838,-1.834406852722168,-1.647569179534912,-2.6148438453674316,-1.6428571939468384,-1.1486196517944336,-0.8475419878959656,-0.6622263789176941,-0.5402064323425293,-0.43233031034469604,-0.3417510986328125,-0.25670474767684937,-0.15688267350196838
" Литосфера температурасының, құрамының және сұйықтықтың қанығуының таралуын бір мезгілде шешу үшін сейсмикалық анизотропияның, магнитотеллурлық және гравитациялық деректердің бірлескен инверсиясын қалай тұжырымдауға болады, сонымен бірге сызықтық емес байланыс пен белгісіздік сандық бағалауын ескере отырып, үш өлшемді литосфералық температураны, құрамды және сұйықтықтың қанығу үлестірімдерін бір мезгілде шешуге болады?",-1.5037730932235718,-0.004131244761603219,-6.613970756530762,-5.172321319580078,-4.271183967590332,-3.5250000953674316,-2.9348366260528564,-2.4989118576049805,-2.1473159790039062,-1.889379858970642,-1.6748725175857544,-1.5035786628723145,-3.3097426891326904,-1.9243861436843872,-1.3045032024383545,-0.9577052593231201,-0.7430509924888611,-0.5952038168907166,-0.4651479423046112,-0.36246031522750854,-0.2636614441871643,-0.15486456453800201
 Климатқа байланысты топырақ ылғалдылығының гистерезисі арқылы модуляцияланатын су жинау алабының инфильтрация сыйымдылығының стохастикалық өзгергіштігі су тасқыны оқиғасының шамасының ұялы өзен бассейндеріндегі дәрежелік заң бойынша таралуының масштабтау көрсеткішіне қалай әсер етеді?,-2.194080352783203,-0.007513973810901381,-8.073863983154297,-6.7727274894714355,-5.749540328979492,-5.0135416984558105,-4.242667198181152,-3.640854835510254,-3.157863140106201,-2.7472097873687744,-2.4519314765930176,-2.193833351135254,-2.208096504211426,-1.7091618776321411,-1.3160616159439087,-1.0227464437484741,-0.7980533838272095,-0.6518738865852356,-0.5330582857131958,-0.4219209551811218,-0.3247959017753601,-0.2159426510334015
 Эпигенетикалық мұрагерлік цихлидтер тектес өсімдіктердің тез әртараптануында адаптивті сәулелену динамикасын қалай модуляциялайды және іріктеуге негізделген эпигенетикалық өзгерістерді микротіршілік ету ортасы градиенттері бойынша бейтарап дрейфтен қандай геномдық белгілер ажыратады?,-2.2075743675231934,-0.00771879149483634,-9.110795021057129,-7.050271511077881,-5.920036792755127,-4.99626350402832,-4.223329544067383,-3.6555140018463135,-3.147195816040039,-2.7809925079345703,-2.4615261554718018,-2.207019567489624,-5.573863506317139,-3.30264949798584,-2.3679916858673096,-1.7577587366104126,-1.3796465396881104,-1.1398390531539917,-0.9317306876182556,-0.7740474939346313,-0.6249386668205261,-0.4727696478366852
