question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
8531,"The temperature at the point $(x, y, z)$ in a substance with conductivity $K=6.5$ is $u(x, y, z)=2 y^2+2 z^2$. Find the rate of heat flow inward across the cylindrical surface $y^2+z^2=6$, $0 \leqslant x \leqslant 4$",$800\pi$,$1504\pi$,$1248\pi$,$1560\pi$,$960\pi$,$1104\pi$,$1320\pi$,$1400\pi$,$1040\pi$,$984\pi$,C,2,math,scibench-calculus,,test,-1.356636881828308,-0.00812357414268448,-6.013392925262451,-4.782291889190674,-3.76324725151062,-3.136340618133545,-2.637470006942749,-2.2503740787506104,-1.9407049417495728,-1.6998387575149536,-1.5090731382369995,-1.3562556505203247,-2.5044643878936768,-1.7184895277023315,-1.1671255826950073,-0.8576704263687134,-0.6624947786331177,-0.5187082290649414,-0.4033450186252594,-0.2994232177734375,-0.20329542458057404,-0.10977540165185928
5919,"Which of the following, discovered during an audit, most likely would raise a question concerning possible illegal acts?",The entity has been consistently late in paying its taxes for the year.,The entity prepared several large checks payable to cash during the year.,The entity has a high turnover rate for its CFO position.,The entity was a campaign contributor to several local political candidates during the year.,Material internal control weaknesses previously reported to management were not corrected.,The entity has made several large donations to non-profit organizations.,The entity's financial statements show a consistent decrease in revenue over the year.,The entity has recently changed its accounting firm multiple times.,The entity has a significantly higher expenditure on office supplies than usual.,"Related party transactions, although properly disclosed, were pervasive during the year.",B,1,other,ori_mmlu-professional_accounting,,test,-3.0987956523895264,-0.030681145073163628,-8.5,-7.3203125,-6.520833492279053,-5.841796875,-5.349999904632568,-4.785807132720947,-4.295200824737549,-3.833251953125,-3.4410808086395264,-3.099285840988159,-2.234375,-2.013671875,-1.7864583730697632,-1.53271484375,-1.2690918445587158,-1.0364176034927368,-0.8398088812828064,-0.677215576171875,-0.5414225459098816,-0.3866943418979645
5242,Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Contagious,Convergent,Sequential,Hierarchical,Stimulus,Reverse hierarchical,Expansion,Peripheral,,,E,4,other,ori_mmlu-miscellaneous,,test,-2.0352838039398193,-0.020352838039398195,-7.3125,-5.5,-4.892857074737549,-4.171875,-3.640625,-3.340625047683716,-2.9111328125,-2.6412353515625,-2.30073881149292,-2.036463737487793,-1.072265625,-0.7328125238418579,-0.5305524468421936,-0.3359375,-0.21183894574642181,-0.1380208283662796,-0.0454644113779068,0.01376953162252903,0.10453464835882187,0.19538761675357819
12088,Suppose the effect of a magnetic field is to induce a magnetic dipole moment of 10^-23 A m^2 per atom. Let there be 10^27 atoms/m^3. Find the surface current density at a surface making an angle of 45° withM.,6000 A m^-1,6500 A m^-1,7070 A m^-1,5000 A m^-1,8000 A m^-1,7500 A m^-1,4500 A m^-1,5500 A m^-1,9000 A m^-1,10000 A m^-1,C,2,engineering,stemez-Electromagnetics,,test,-1.8928509950637817,-0.011830318719148636,-8.71875,-6.109375,-5.027777671813965,-4.243489742279053,-3.55859375,-3.080289363861084,-2.6929733753204346,-2.3853037357330322,-2.133092164993286,-1.8935049772262573,-3.4153645038604736,-1.9895833730697632,-1.3451639413833618,-0.9884872436523438,-0.7265959978103638,-0.5611292123794556,-0.43000686168670654,-0.31844034790992737,-0.22070422768592834,-0.09970486909151077
1225,"A man outraged by the recent church decision to clear a famous philosopher of charges of heresy, decided to present a lecture, open to the public, disproving the philosopher's theories. A state statute provides that: ""state universities can permit the use of their lecture halls to the public for worthwhile programs of public benefit, upon approval of the school board. ""The appropriate school board refused to make a university lecture hall available to the man on the grounds that the proposed lecture was not of worthwhile benefit to the public. As a result, the man brought suit in a state court against the school board and requested injunctive relief requiring the board to allow him the use of the lecture hall. The trial court denied relief and dismissed the suit. The judgment was affirmed by the state appellate court, and is now before the U. S. Supreme Court. In analyzing the state statute, which of the following statements is least accurate?","The statute is unconstitutionally overbroad, because it may result in the exclusion of protected speech as well as unprotected speech.","The statute, as applied to the man, does not violate his First Amendment rights because his proposed speech is not political and, therefore, not among the classes of speech that are protected.","Indirect speech, regulations are only permissible if necessary to serve compelling state interests.","The statute is a prior restraint on speech, which unconstitutionally vests unfettered discretion in the school board to decide who may use university lecture halls.",,,,,,,B,1,law,ori_mmlu-professional_law,,test,-2.1793854236602783,-0.004559383731506859,-8.47569465637207,-6.779513835906982,-5.4928975105285645,-4.68129301071167,-4.03303337097168,-3.507244348526001,-3.083648681640625,-2.7163915634155273,-2.4296178817749023,-2.1798267364501953,-2.3029513359069824,-1.6272786855697632,-1.1333706378936768,-0.8345286846160889,-0.6210904121398926,-0.4686051905155182,-0.3485236167907715,-0.24105606973171234,-0.1480923742055893,-0.04393303766846657
889,What is the major difference between naturalism and positivism?,"Naturalism concerns the underpinning values of the international society, while positivism the international rules as such","Naturalism is a contemporary theory, while positivism is a traditional theory","On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires","Naturalism argues that laws are inherently subjective and influenced by personal beliefs, while positivism argues that laws are objective and universally applicable","Naturalism focuses on the interpretation of law, while positivism focuses on the enforcement of law","Naturalism is a theory of law that is subjective and varies from person to person, while positivism is a theory of law that is objective and the same for everyone.","Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory","Naturalism is a theory of law that relies on the inherent morality of a society, while positivism relies on the codification of laws by a governing body","While naturalism serves only the theory human rights law, positivism has a wider and more general scope","Naturalism is concerned with the moral aspects of law, while positivism is concerned with the legal aspects of law",C,2,law,ori_mmlu-international_law,,test,-2.538090944290161,-0.03845592339833578,-8.0625,-7.390625,-6.59375,-5.9609375,-5.21875,-4.4921875,-3.9458706378936768,-3.4781494140625,-3.099229574203491,-2.540571689605713,-0.96484375,-0.759765625,-0.6516926884651184,-0.5361328125,-0.4168945252895355,-0.3116048276424408,-0.2336076945066452,-0.15606689453125,-0.0627712681889534,0.09814453125
5186,In selecting an appropriate sample for a substantive test the auditor most likely would stratify the population if the,Auditor plans to give greater representation to large recorded amounts.,Desired assessed level of control risk is less than the prior year.,The auditor needs to test a large amount of transactions.,There is a significant amount of unrecorded transactions.,Technique to be used is attribute sampling.,The population is homogeneous in nature.,The auditee has a high level of internal control.,Auditor suspects that management fraud has occurred during the year.,The auditor plans to reduce the sample size due to time constraints.,The population has a wide dispersion.,A,0,other,ori_mmlu-professional_accounting,,test,-3.1875758171081543,-0.03391038103306547,-12.375,-10.25,-8.737500190734863,-7.171875,-6.001736164093018,-5.200284004211426,-4.500600814819336,-3.9619791507720947,-3.5435431003570557,-3.186161994934082,-5.46875,-3.46875,-2.7515625953674316,-1.9824916124343872,-1.5053168535232544,-1.1598899364471436,-0.8991135954856873,-0.6987630128860474,-0.5384306311607361,-0.32920435070991516
8559,Find the product of 5 • (−9).,-54,−45,54,35,45,14,0,-14,−4,-35,B,1,math,ori_mmlu-elementary_mathematics,,test,-2.7249186038970947,-0.06646142936334377,-10.0625,-7.4375,-5.901041507720947,-4.98828125,-4.4375,-4.044270992279053,-3.7421875,-3.359375,-3.017578125,-2.7262206077575684,-4.09375,-2.505859375,-1.94140625,-1.4864501953125,-1.1842529773712158,-0.9669392704963684,-0.7847203016281128,-0.6285247802734375,-0.5053032636642456,-0.4016479551792145
10195,"Find the half-angular breadth of the central bright band in the Fraunhoferdiffraction pattern of a slit 14 × 10^-5 cm wide, when the slit is illuminated by a parallel beam of monochromatic light of wavelength a) 400m\mu, b) 700m\mu.","20 degrees, 40 degrees","22 degrees, 44 degrees","25 degrees, 50 degrees","8 degrees, 16 degrees","12 degrees, 24 degrees","18 degrees, 36 degrees","14 degrees, 28 degrees","16.6 degrees, 30 degrees","30 degrees, 60 degrees","10 degrees, 20 degrees",H,7,physics,stemez-Optics,,test,-1.6853638887405396,-0.009685999360577813,-8.979166984558105,-6.09375,-4.624218940734863,-3.7997684478759766,-3.21484375,-2.805712938308716,-2.423267126083374,-2.117865562438965,-1.8768625259399414,-1.6837705373764038,-4.677083492279053,-2.596379280090332,-1.7021484375,-1.2431912422180176,-0.9567081332206726,-0.779217541217804,-0.6107619404792786,-0.47263363003730774,-0.3560250699520111,-0.24280144274234772
10498,How many distinct directed trees can be constructed from a undirected tree with 100 nodes?,9900,10000,250,1000,150,99,50,500,200,100,J,9,computer science,theoremQA-EECS,,test,-2.325545072555542,-0.02943727939943724,-10.1875,-7.635416507720947,-5.75,-4.6863837242126465,-4.037326335906982,-3.5710227489471436,-3.176983118057251,-2.8721354007720947,-2.597311496734619,-2.3263261318206787,-4.125,-2.0911457538604736,-1.4460937976837158,-1.0439889430999756,-0.7993503212928772,-0.6067838072776794,-0.43049973249435425,-0.29367268085479736,-0.17892993986606598,-0.048047516494989395
1090,"Four people own a property, and they agree to convey to an adult child of one of them. There is a purchasemoney mortgage on the property for which the four signed a promissory note as security. The loan was not satisfied at the time of the conveyance. The conveyance is a deed in fee simple to the adult child. The adult child then takes over the mortgage payments. The adult child stops making the payments and conveys the property to a bona fide purchaser who does not do a title search. The purchaser sues his grantor to get an order compelling him to pay the mortgage and remove the lien from his property. Will the court more than likely grant the motion to dismiss made by the defendants?","Yes, that is the risk the purchaser took; he cannot go to closing without a title search and a title company making arrangements for payment of the outstanding mortgage by the seller at closing.","Yes, but the court will also issue an order for the original four owners to pay a portion of the outstanding mortgage.","No, the court will order the purchaser to resume payments on the mortgage and to obtain a loan to pay it off within a reasonable time.","No, the court will order the bona fide purchaser to pay the outstanding mortgage.","Yes, because the court can only force the original four owners to clear the mortgage by paying it in full.","Yes, the court will dismiss the case because the purchaser did not conduct a title search before buying the property.","No, the court will order the adult child to resume paying on the mortgage and to obtain a loan to pay it off within a reasonable time.","No, the court will order the original four owners to come into court and defend on behalf of the adult child, who has no legal responsibility for the mortgage.","No, the court will order the adult child and the original four owners to equally share the remaining mortgage payments.","Yes, because the court can only force the adult child to clear the mortgage by paying it in full.",A,0,law,ori_mmlu-professional_law,,test,-2.2772793769836426,-0.006525155807976054,-8.65625,-6.700969696044922,-5.5344462394714355,-4.747036457061768,-4.103274822235107,-3.6036932468414307,-3.205461025238037,-2.844467878341675,-2.533994674682617,-2.277261972427368,-2.799107074737549,-1.8457704782485962,-1.3153949975967407,-0.9747682809829712,-0.7329360842704773,-0.5517182946205139,-0.41374117136001587,-0.2873801290988922,-0.17357982695102692,-0.0629679337143898
8352,Magazines costs $2.99 each and books costs $6.99 each at the Old Town Newsstand. What is the total cost of 4 magazines and 3 books?,$25.93,$32.93 ,$28.93 ,$30.93,$38.93,$42.93,$20.93 ,$45.93,$35.93,$48.93 ,B,1,math,ori_mmlu-elementary_mathematics,,test,-1.8226103782653809,-0.017868729198680204,-8.041666984558105,-5.6629462242126465,-4.526988506317139,-3.839062452316284,-3.3170230388641357,-3.000887870788574,-2.624924898147583,-2.299056053161621,-2.034172534942627,-1.822084903717041,-2.1510417461395264,-1.3113839626312256,-0.8079723119735718,-0.5469400882720947,-0.38641035556793213,-0.2896839380264282,-0.1743539720773697,-0.07532551884651184,0.017750458791851997,0.11579975485801697
6035,"A 29-year-old male presents to the office with the complaints of a pounding heart, poor sleep, and a generalized feeling of restlessness. He relocated 2 months ago to take a promotion and has found himself unable to concentrate on his new duties. He worries about his ability to adapt to his increase in responsibility at work and states that he has called in sick 3 days within the past 2 weeks. The most likely diagnosis is",social anxiety disorder,adjustment disorder with anxious mood,post-traumatic stress disorder,panic disorder,dysthymia,obsessive-compulsive personality disorder,"major depressive disorder, single episode, moderate",bipolar disorder,generalized anxiety disorder,schizophrenia,B,1,health,ori_mmlu-professional_medicine,,test,-2.265659809112549,-0.008268831420118791,-8.809027671813965,-6.699652671813965,-5.481481552124023,-4.659722328186035,-4.03993034362793,-3.567129611968994,-3.1728670597076416,-2.8349337577819824,-2.5405755043029785,-2.2641420364379883,-3.6779513359069824,-2.391058921813965,-1.7727141380310059,-1.3370124101638794,-1.0299831628799438,-0.7995447516441345,-0.62180095911026,-0.4774797260761261,-0.35252249240875244,-0.20264878869056702
1521,"A defendant, a nurse at a nursing home, is charged with murdering a resident at the home by adding an allegedly lethal substance to the resident's food. At trial, to prove that the substance added to the resident's food could result in death, the prosecutor, without first calling any witnesses, offers to read into evidence several pages from a standard medical treatise that support the prosecution's claim that the substance the defendant added to the food is lethal. Is the evidence offered admissible?","Yes, because the lethal nature of the substance is relevant to the defendant's state of mind and intent.","No, because the treatise must be confirmed by an expert in the field before being admissible.","Yes, because the treatise is a public document and therefore exempt from the hearsay rule.","No, because the treatise itself must be introduced as an exhibit.","Yes, because the prosecutor is allowed to introduce evidence without calling witnesses.","No, because the treatise excerpts are considered hearsay and do not qualify for an exception.","Yes, although hearsay, under the learned treatise exception to the hearsay rule.","Yes, because the prosecution is merely providing evidence that supports their claim.","No, because the treatise excerpts were not offered during the examination of a qualified expert.","No, because the substance's lethal nature is not relevant to the case.",I,8,law,ori_mmlu-professional_law,,test,-2.010808229446411,-0.007587955582816646,-7.159722328186035,-5.8240132331848145,-4.9034600257873535,-4.1922287940979,-3.6539714336395264,-3.2214226722717285,-2.825472354888916,-2.52294921875,-2.241926431655884,-2.0100743770599365,-2.339409828186035,-1.4938322305679321,-1.0765904188156128,-0.7880875468254089,-0.5917269587516785,-0.45601293444633484,-0.33463388681411743,-0.24160365760326385,-0.14265264570713043,-0.04681968688964844
3590,"At 100°C and 720 mm Hg or 720 torr, what is the density of carbon dioxide, CO_2 ?",1.32 g/liter,1.15 g/liter,1.96 g/liter,2.5 g/liter,2.0 g/liter,1.5 g/liter,1.8 g/liter,0.56 g/liter,0.75 g/liter,1.0 g/liter,A,0,chemistry,stemez-Chemistry,,test,-1.688220500946045,-0.019404833344207412,-6.989583492279053,-5.203125,-4.277777671813965,-3.6171875,-3.03369140625,-2.6959292888641357,-2.397904872894287,-2.1420702934265137,-1.9256242513656616,-1.6877431869506836,-4.598958492279053,-2.9674479961395264,-2.151909828186035,-1.6194229125976562,-1.1541423797607422,-0.9049891233444214,-0.7111802697181702,-0.5597448945045471,-0.43141284584999084,-0.2869100570678711
9922,An astronaut is to be put into a circular orbit a distance of 1.6 × 10^5 m (about 100 miles) above the surface of the earth. The earth has a radius of 6.37 × 106m. and mass of 5.98 × 10^24 kg. What is the orbital speed?,8.01 × 10^3 m/sec,6.01 × 10^3 m/sec,9.01 × 10^3 m/sec,7.91 × 10^3 m/sec,7.51 × 10^3 m/sec,5.91 × 10^3 m/sec,8.91 × 10^3 m/sec,8.41 × 10^3 m/sec,7.01 × 10^3 m/sec,6.91 × 10^3 m/sec,D,3,physics,stemez-Physics,,test,-1.318543553352356,-0.008039899715563147,-6.84375,-4.744791507720947,-3.72316575050354,-3.0832912921905518,-2.5855870246887207,-2.1918840408325195,-1.8865944147109985,-1.652959942817688,-1.4674773216247559,-1.3188719749450684,-15.806920051574707,-7.672916889190674,-5.04216194152832,-3.73423433303833,-2.9469783306121826,-2.4100217819213867,-2.0176053047180176,-1.7162315845489502,-1.468330979347229,-1.2434920072555542
1921,"A city imposes a municipal excise tax of $200 per year on commercial photographic studios in the city. It also imposes an excise tax of $100 per year on every itinerant commercial photographer for the privilege of using the streets and sidewalks. A credit is allowed against this latter tax for any excise tax paid to the city by the photographer or his employer in respect to the maintenance of a photographic studio in the city. In an action by a studio located in the city challenging the constitutionality of the $200 per year excise tax, the court will most likely declare the tax","unconstitutional, as an undue burden on interstate commerce.","unconstitutional, as a discriminatory tax on the privilege of doing business within the state.","constitutional, as it is within the city's rights to tax local businesses.","unconstitutional, as it infringes on the rights of local businesses.","constitutional, as it is a fair method of raising municipal revenue.","unconstitutional, as it is a form of double taxation.","constitutional, as within the powers of the state to tax the instruments of interstate commerce.","constitutional, as it is a reasonable exercise of the city's taxing power.","unconstitutional, as it unfairly targets a specific profession.","constitutional, as a nondiscriminatory license tax.",J,9,law,ori_mmlu-professional_law,,test,-1.8569750785827637,-0.006492919855184488,-7.463541507720947,-5.711588382720947,-4.66015625,-3.9632160663604736,-3.387423038482666,-2.9634525775909424,-2.6183133125305176,-2.327037811279297,-2.078176498413086,-1.857304573059082,-2.087890625,-1.397216796875,-0.973606526851654,-0.7186095118522644,-0.5352298021316528,-0.40090692043304443,-0.2908616065979004,-0.19151289761066437,-0.1015499010682106,-0.008089409209787846
