question,предмет,выбор,отвечать,sheet,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
" Международная торговля почти всегда выгодна обеим странам, так почему же страны пытаются защитить свои фирмы от влияния мирового рынка?", внешняя политика США," ['Иррациональность со стороны руководства', 'Издержки свободной торговли сосредоточены в одной стране, а выгоды распределены между разными странами', 'Тип режима', 'Международные конфликты препятствуют торговле']",1,Sheet1,-2.788836717605591,-0.01743022948503494,-8.6875,-7.037499904632568,-6.4151787757873535,-5.528124809265137,-5.053385257720947,-4.4083333015441895,-3.997702121734619,-3.470458984375,-3.1650168895721436,-2.788867235183716,-3.3828125,-1.935937523841858,-1.5452009439468384,-1.073602318763733,-0.8679758906364441,-0.6449666619300842,-0.5273832678794861,-0.3732757568359375,-0.2814580798149109,-0.14408935606479645
" Утверждение 1 | Классификация CIFAR-10 с помощью сверточных нейронных сетей может превышать 95%. Утверждение 2 | Ансамбли нейронных сетей не улучшают точность классификации, поскольку изучаемые ими представления сильно коррелированы.", машинное обучение," ['Истина, Истина' 'Ложь, Ложь' 'Истина, Ложь' 'Ложь, Истина']",2,Sheet1,-2.2082338333129883,-0.009162795988850574,-8.973958015441895,-7.169270992279053,-5.965277671813965,-5.150390625,-4.2815022468566895,-3.6743032932281494,-3.179460287094116,-2.79249906539917,-2.4887118339538574,-2.207728147506714,-1.82421875,-1.2952474355697632,-0.9430779218673706,-0.6963017582893372,-0.5218800902366638,-0.4163735806941986,-0.3266388773918152,-0.24327492713928223,-0.16208384931087494,-0.056397467851638794
 Почему пациенту может потребоваться трахеостомия?, клинические_знания, ['Для восстановления голосовых связок после паралича'. 'Для облегчения глотания'. 'В качестве вспомогательного средства при отлучении пациентов от аппарата искусственной вентиляции легких'. 'Перед операцией на шее'.],2,Sheet1,-2.144270181655884,-0.026149636361657118,-9.5,-8.5625,-7.09375,-5.8046875,-4.211588382720947,-3.666294574737549,-3.21466064453125,-2.860053062438965,-2.574047803878784,-2.1450397968292236,-0.984375,-0.8125,-0.5343831181526184,-0.394622802734375,-0.2501017153263092,-0.1953996866941452,-0.1453399658203125,-0.0827501118183136,-0.02955322340130806,0.091583251953125
"Один бейсбольный болельщик купил два билета на бейсбольный матч Мировой серии. Он связался со своим лучшим другом и пригласил его на игру. Друг, будучи ярым поклонником бейсбола, с радостью согласился. Болельщик сказал другу, что игра начинается в 19:00, и что он заберет его примерно в 17:00, чтобы они могли приехать пораньше и посмотреть разминку перед игрой. Они ехали на игру вместе, когда болельщик резко ускорился, чтобы пересечь перекресток, когда светофор переключался с желтого на красный. Подъезжая к перекрестку, он ехал со скоростью 80 км/ч, хотя разрешенная скорость составляла 40 км/ч. В это же время на перекресток въехала машина на красный свет и столкнулась с автомобилем болельщика. В результате столкновения друг получил перелом таза. В данной юрисдикции принят следующий «модифицированный» закон о сравнительной вине: «Истец, допустивший небрежность, имеет право на возмещение ущерба при условии, что небрежность истца не равна или не превышает небрежность ответчика; в противном случае возмещение ущерба не допускается». Предположим, друг подает иск против водителя автомобиля, въехавшего на перекресток на красный свет, с целью взыскания компенсации за причиненный ему ущерб. Присяжные вынесли специальный вердикт со следующими выводами: (1) Пострадавший на 55 процентов допустил небрежность, превысив скорость; (2) Водитель допустил небрежность на 45 процентов, проехав на красный свет; и (3) Друг понес ущерб в размере 100 000 долларов. В результате суд должен вынести решение в пользу друга на сумму...",профессиональное_право," ['100 000,00' '55 000,00' '45 000,00' 'ничего, потому что вентилятор был более небрежен, чем водитель.']",0,Sheet1,-1.4839367866516113,-0.0014268622948573186,-6.377906799316406,-5.074353218078613,-4.162511825561523,-3.450535774230957,-2.901050567626953,-2.462329864501953,-2.1188042163848877,-1.8552041053771973,-1.6487454175949097,-1.4834953546524048,-2.085392475128174,-1.288243055343628,-0.8601438999176025,-0.6370013356208801,-0.4940732419490814,-0.38491374254226685,-0.2927457392215729,-0.2049943506717682,-0.1219291239976883,-0.03209952265024185
 Наилучшее определение городской территории — это...,география для старшей школы, ['Центральный город и его застроенные районы.' 'Центральный город и его окрестности.' 'Центральный город и его окрестности.' 'Центральный город и прилегающие районы.'],1,Sheet1,-4.595698833465576,-0.05343835852866949,-9.5,-9.5,-8.75,-8.0625,-7.6015625,-7.106249809265137,-6.419270992279053,-5.792410850524902,-5.13525390625,-4.59678840637207,-1.03125,-1.03125,-0.90625,-0.7408854365348816,-0.611572265625,-0.5298827886581421,-0.4685872495174408,-0.3313336968421936,-0.2122802734375,-0.1110026016831398
" Акцент на проблемах, целевая аудитория, выходящая за рамки акционеров, и добровольный характер ___________ отличают его от _________.", деловая_этика,"['Финансовый учет, Инициативы в области экологического менеджмента' 'Финансовый учет, Социальный учет' 'Социальный учет, Финансовый учет' 'Публикация годового отчета, Социальный учет']",2,Sheet1,-3.267301559448242,-0.02222654122073634,-10.958333015441895,-9.59375,-8.23611068725586,-7.200520992279053,-5.953125,-5.266036033630371,-4.666193008422852,-4.163437366485596,-3.7303466796875,-3.26715087890625,-1.9947916269302368,-1.4609375,-1.1550564765930176,-0.87890625,-0.631134033203125,-0.49766138195991516,-0.3914905786514282,-0.2910742163658142,-0.1862269788980484,-0.0135345458984375
"Какова работа, необходимая для зарядки конденсатора емкостью 10 мкФ до разности потенциалов 100 В?", физика в старшей школе," ['0,005 Дж' '0,01 Дж' '0,05 Дж' '0,1 Дж']",2,Sheet1,-0.9515823125839233,-0.007208956913514571,-5.59375,-4.1796875,-3.0338542461395264,-2.3380534648895264,-1.8916341066360474,-1.5831230878829956,-1.3584420680999756,-1.1892852783203125,-1.0571424961090088,-0.951428234577179,-2.8567707538604736,-1.6641820669174194,-1.1014251708984375,-0.8133328557014465,-0.6350087523460388,-0.5106192827224731,-0.4040054976940155,-0.30964088439941406,-0.2257571816444397,-0.14087677001953125
 Какой из следующих вариантов завершает следующее утверждение? «Правый предсердно-желудочковый клапан…», анатомия, ['является полулунным клапаном' 'предотвращается от выворачивания папиллярными мышцами' 'открыт во время систолы' 'предотвращает возврат крови из легочного ствола при расслаблении сердца'],1,Sheet1,-2.4862866401672363,-0.017386619861309346,-9.71875,-7.7265625,-6.5089287757873535,-5.75868034362793,-4.737630367279053,-4.17578125,-3.704345703125,-3.1391987800598145,-2.840968608856201,-2.4858474731445312,-3.6015625,-2.55078125,-1.5773141384124756,-1.2186483144760132,-0.8924611210823059,-0.727020263671875,-0.5908546447753906,-0.4286884367465973,-0.3277791440486908,-0.18003590404987335
" Полимеразная цепная реакция, или ПЦР, — это метод, который", медицинская генетика," ['использовался для демонстрации ДНК как генетического материала', 'используется для определения содержания минералов в образце почвы', 'использует короткие ДНК-праймеры и термостабильную ДНК-полимеразу для репликации специфических последовательностей ДНК in vitro', 'измеряет скорость переноса рибосом во время трансляции']",2,Sheet1,-1.1850534677505493,-0.012742510405919885,-4.8125,-4.322916507720947,-3.090625047683716,-2.7643229961395264,-2.31396484375,-1.95703125,-1.8135653734207153,-1.549091100692749,-1.3435832262039185,-1.1855145692825317,-0.796875,-0.3610636293888092,-0.19246825575828552,-0.1469624787569046,-0.05138397216796875,0.03272094577550888,0.08017244935035706,0.15948486328125,0.24655355513095856,0.3237053453922272
" В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Мне пришлось застрелить пантеру, потому что она раздражала моего сына. Сценарий 2 | Я насыпал миску хлопьев своему маленькому сыну.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",1,Sheet1,-2.047098398208618,-0.006184587305766218,-9.175000190734863,-7.083333492279053,-5.969758033752441,-4.844307899475098,-4.0002946853637695,-3.4206504821777344,-2.928011417388916,-2.5829010009765625,-2.2844016551971436,-2.0473411083221436,-2.5953125953674316,-1.5775437355041504,-1.0628937482833862,-0.7709786295890808,-0.5916448831558228,-0.4644523561000824,-0.35199469327926636,-0.2587512731552124,-0.16748303174972534,-0.07440991699695587
" Высокая энтропия означает, что разбиения в классификации являются", машинное обучение, ['чистый' 'нечистый' 'полезный' 'бесполезный'],1,Sheet1,-2.648552656173706,-0.026485526561737062,-8.125,-7.166666507720947,-6.359375,-5.4140625,-5.020089149475098,-4.209635257720947,-3.8511719703674316,-3.2801105976104736,-3.049579381942749,-2.647524118423462,-3.359375,-1.5911458730697632,-1.1754150390625,-0.7247721552848816,-0.5832868218421936,-0.3618706464767456,-0.27294921875,-0.1210123673081398,-0.0576171875,0.08444010466337204
"Данный вопрос относится к следующей информации. «Задача на следующие полвека — проявить мудрость в использовании богатства для обогащения и возвышения нашей национальной жизни, а также для повышения качества нашей американской цивилизации… Великое общество основано на изобилии и свободе для всех. Оно требует искоренения бедности и расовой несправедливости, чему мы полностью привержены в наше время. Но это только начало. Великое общество — это место, где каждый ребенок может найти знания, которые обогатят его ум и расширят его таланты. Это место, где досуг — это желанная возможность для созидания и размышлений, а не страшная причина скуки и беспокойства. Это место, где город человека служит не только потребностям тела и требованиям торговли, но и стремлению к красоте и жажде общения. Это место, где человек может возобновить контакт с природой. Это место, которое чтит творение ради него самого и за то, что оно добавляет к пониманию человечества. Это место, где люди больше заботятся о качестве своих целей, чем о количестве своих благ. Но прежде всего, Великое общество — это не безопасная гавань, не место отдыха, не конечная цель, «Завершенное произведение. Это постоянно обновляющийся вызов, манящий нас к судьбе, где смысл нашей жизни соответствует чудесным результатам нашего труда». Линдон Джонсон, выступление в Мичиганском университете, Анн-Арбор, 1964 год. Все перечисленное ниже было частью программы Джонсона «Великое общество», КРОМЕ",история США в старшей школе, [«Закон о гражданских правах 1964 года» «Медикейр и Медикаид» «Создание Министерства жилищного строительства и городского развития» «Мандат сбалансированного бюджета»],3,Sheet1,-2.434943675994873,-0.002323419538163047,-8.676785469055176,-7.257589340209961,-6.214475154876709,-5.367132186889648,-4.5798020362854,-3.9680683612823486,-3.4679198265075684,-3.042832374572754,-2.7102346420288086,-2.4347054958343506,-2.182142972946167,-1.6038504838943481,-1.1827093362808228,-0.8829077482223511,-0.6841330528259277,-0.5407012104988098,-0.41887712478637695,-0.3095591068267822,-0.21077704429626465,-0.10436459630727768
" Определите антецедент следующего условного утверждения: Университет повышает плату за обучение тогда и только тогда, когда и губернатор одобряет это, и попечительский совет рекомендует это.", формальная_логика, ['Университет повышает плату за обучение.' 'Губернатор одобряет это.' 'Попечительский совет рекомендует это.' 'Ничего из вышеперечисленного'],3,Sheet1,-2.208942174911499,-0.011327908589289738,-9.359375,-7.81640625,-6.703125,-5.384420871734619,-4.431082725524902,-3.7645702362060547,-3.1607666015625,-2.7916367053985596,-2.498802661895752,-2.2082440853118896,-1.9296875,-1.39599609375,-1.0230712890625,-0.7175346612930298,-0.5679917335510254,-0.4580114781856537,-0.34733378887176514,-0.26407667994499207,-0.19331037998199463,-0.10901375859975815
" Этот вопрос относится к следующей информации: «Мы приходим к выводу, что в сфере государственного образования доктрина «раздельное, но равное» не имеет места. Раздельные образовательные учреждения по своей сути неравны. Поэтому мы считаем, что истцы и другие лица, находящиеся в аналогичном положении, от имени которых были поданы иски, в силу оспариваемой сегрегации лишены равной защиты закона, гарантированной Четырнадцатой поправкой». Браун против Совета по образованию, 1954. Что из перечисленного лучше всего отражает последствия описанного выше юридического решения?", история США в старшей школе,"[«Продолжающееся сопротивление белого населения замедлило усилия по десегрегации, вызвав серию социальных конфликтов на всем Юге». «Решение Верховного суда по делу Браун против Совета по образованию привело к увеличению числа студентов в колледжах и университетах». «В 1960-х годах все большее число выпускников средних школ отвергали идею о желательности высшего образования». «В двадцатом веке для работы в передовых технических и медицинских отраслях, как правило, требовалось послевузовское образование».]",0,Sheet1,-1.9498635530471802,-0.003771496234133811,-7.3370537757873535,-5.957589149475098,-5.09188985824585,-4.3662109375,-3.752678632736206,-3.2210984230041504,-2.795011520385742,-2.452850341796875,-2.181786060333252,-1.949846625328064,-1.7647879123687744,-1.1505650281906128,-0.7836478352546692,-0.5733795166015625,-0.4344220757484436,-0.3243509829044342,-0.22456328570842743,-0.12926700711250305,-0.0410882867872715,0.07132802158594131
"Этот вопрос относится к следующей информации. Прочитайте следующую цитату, чтобы ответить на вопросы. Различные формы богослужения, преобладавшие в римском мире, считались народом одинаково истинными; философом — одинаково ложными; а магистратом — одинаково полезными. Эдвард Гиббон, «Упадок и падение Римской империи», 1776–1788. Интерпретация состояния религиозных верований в Древнем Риме, предложенная английским историком XVIII века Эдвардом Гиббоном, может быть представлена в качестве доказательства того, что", история Европы в старшей школе," [«монополия духовенства на академическую науку в Британии XVIII века», «ненависть ко всему римскому со стороны британских ученых в XVIII веке», «распространение религиозного скептицизма среди образованной элиты Британии в XVIII веке», «нехватка источников, доступных ученым XVIII века для изучения древнеримской цивилизации»]",2,Sheet1,-1.913398027420044,-0.004097212050149987,-8.881696701049805,-6.875,-5.558139324188232,-4.528960227966309,-3.767225503921509,-3.165858507156372,-2.7396299839019775,-2.389274835586548,-2.1328046321868896,-1.9121695756912231,-2.6668527126312256,-1.6695177555084229,-1.1372045278549194,-0.8297563791275024,-0.6461912989616394,-0.5031360983848572,-0.39419659972190857,-0.2907579243183136,-0.2030603289604187,-0.09926852583885193
 Что из перечисленного ниже увеличит скорость диффузии газа между альвеолами легких и кровью внутри легочного капилляра?, колледж_биология,"['Уменьшение градиента парциального давления газа' 'Уменьшение растворимости газа в воде' 'Увеличение общей площади поверхности, доступной для диффузии' 'Уменьшение скорости кровотока через легочные капилляры']",2,Sheet1,-2.1287295818328857,-0.014286775716999232,-8.895833015441895,-6.546875,-5.560763835906982,-4.903645992279053,-4.199739456176758,-3.5267741680145264,-3.0350632667541504,-2.6588516235351562,-2.364000082015991,-2.1276001930236816,-2.9635417461395264,-2.2005207538604736,-1.6106228828430176,-1.2013448476791382,-0.9494384527206421,-0.7714504599571228,-0.6279006004333496,-0.5169423222541809,-0.42463740706443787,-0.3041137754917145
" Как происходит стимуляция клеток, вырабатывающих антитела?", вирусология," ['Взаимодействие с коротким пептидом вируса' 'Взаимодействие с Т-хелперной клеткой' 'Взаимодействие с плазматической клеткой' 'Взаимодействие с клеткой, инфицированной вирусом']",1,Sheet1,-2.3580005168914795,-0.0243092836792936,-8.5625,-7.53125,-6.53125,-5.815625190734863,-4.6953125,-4.12310791015625,-3.665849447250366,-3.000746250152588,-2.7513325214385986,-2.3582851886749268,-0.94140625,-0.5673828125,-0.33734130859375,-0.2604003846645355,-0.16943359375,-0.13995361328125,-0.1144205704331398,-0.057040128856897354,-0.0011800130596384406,0.104736328125
" Нервная анорексия — это опасное для жизни заболевание, которое может привести к необратимым физиологическим изменениям (например, к хрупкости костей) и даже к смерти. У кого из следующих людей наиболее высока вероятность развития этого заболевания?", психология старшей школы,"['Мария, 16-летняя девушка европеоидной расы, отличница и талантливая музыкантка, но чувствующая, что ее жизнь вышла из-под контроля'; 'Летисия, 15-летняя афроамериканка, отличница и выдающаяся спортсменка, а также заядлая читательница'; 'Роза, 26-летняя латиноамериканка, только что получившая юридическое образование, испытывает трудности с погашением долгов за обучение и поиском работы'; 'Вирджиния, 14-летняя девушка европеоидной расы, отличница, ведет беспорядочную половую жизнь и экспериментирует с наркотиками']",0,Sheet1,-1.604886770248413,-0.006125522023848905,-5.800000190734863,-5.068181991577148,-4.2392578125,-3.59375,-3.0645925998687744,-2.6720526218414307,-2.2938451766967773,-2.041215419769287,-1.7972021102905273,-1.604644775390625,-1.435156226158142,-0.8645241260528564,-0.6014823913574219,-0.42615023255348206,-0.3157021701335907,-0.23991809785366058,-0.15498077869415283,-0.09067188948392868,-0.013580322265625,0.08692605048418045
" Пэт подбрасывает баскетбольный мяч 25 раз за 30 секунд. При такой скорости, приблизительно сколько раз Пэт подбросит мяч за 150 секунд?", элементарная_математика, ['120' '125' '144' '145'],1,Sheet1,-1.816551685333252,-0.012110344568888346,-7.7265625,-6.515625,-5.189453125,-4.136948585510254,-3.5355281829833984,-3.064140558242798,-2.5892903804779053,-2.296113967895508,-2.0566534996032715,-1.8180491924285889,-1.5517578125,-1.14990234375,-0.8505452275276184,-0.5837043523788452,-0.4459693431854248,-0.3388720750808716,-0.22399495542049408,-0.1477230340242386,-0.07671476900577545,0.013510060496628284
 Истоки китайской цивилизации можно проследить до:, доисторический период,"[«Местоположение Ань-Яна у реки Хуанхэ». «Вождиства и государства во многих регионах Китая». «Начало династии Цинь». «Внешнее влияние, исходящее из долины Инда».]",1,Sheet1,-2.3030405044555664,-0.02843259882043909,-7.9375,-7.90625,-6.833333492279053,-5.5,-4.623437404632568,-4.0234375,-3.5379464626312256,-3.15869140625,-2.8094482421875,-2.3000543117523193,-1.2265625,-0.8505859375,-0.5428059697151184,-0.3836669921875,-0.2881835997104645,-0.2193196564912796,-0.1226981058716774,-0.01947021484375,0.0690646693110466,0.23051314055919647
 Какое из этих названий является другим названием поля для гольфа?, разнообразный, ['Pitch' 'Links' 'Steps' 'Suite'],1,Sheet1,-2.9484446048736572,-0.03240049016344678,-9.4375,-8.875,-7.4921875,-6.628125190734863,-5.345982074737549,-4.896484375,-4.503472328186035,-3.745205879211426,-3.4387614727020264,-2.9480655193328857,-1.4140625,-1.3828125,-1.087890625,-0.8624511957168579,-0.5709751844406128,-0.457611083984375,-0.365966796875,-0.220947265625,-0.1364542692899704,0.0549142025411129
" В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я выстрелил стрелой в глаз. Сценарий 2 | Увидев имя своей сестры в кабинке мужского туалета, я добавил её номер телефона.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",2,Sheet1,-2.1778371334075928,-0.006701037333561824,-9.403124809265137,-7.391368865966797,-6.1357421875,-5.180989742279053,-4.295769691467285,-3.6152801513671875,-3.142855167388916,-2.7420382499694824,-2.4285757541656494,-2.1789090633392334,-2.950000047683716,-1.7802269458770752,-1.1618976593017578,-0.8708336353302002,-0.6668136715888977,-0.515843391418457,-0.40979087352752686,-0.3094934821128845,-0.2196076661348343,-0.12828847765922546
