subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,error_type,correct_answer,potential_reason,source,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
college_medicine,Women's world record performances have improved rapidly in recent years mainly because:,women have evolved a greater muscle mass.,women can now run faster than men.,women have started training at an earlier age.,more women are now engaged in sport.,3,D,ok,,,https://global.oup.com/uk/orc/biosciences/biochem/gleeson2e/01student/mcqs/ch01/,-3.535966157913208,-0.0441995769739151,-10.0,-8.78125,-8.03125,-6.375,-5.875,-5.5089287757873535,-4.6171875,-4.289843559265137,-4.006392002105713,-3.534555196762085,-4.71875,-3.00390625,-2.2005207538604736,-1.482812523841858,-1.27392578125,-1.0847517251968384,-0.76708984375,-0.652294933795929,-0.55712890625,-0.3736102879047394
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She wanted to decorate the apartment in a Halloween theme, so I poured plastic spiders throughout the apartment so that we would have spider decorations. Scenario 2 | I took a photo of my cousin washing in the bath.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",2,C,ok,,,,-2.8581042289733887,-0.011386869438140991,-8.18359375,-6.977941036224365,-6.237500190734863,-5.586856842041016,-5.050223350524902,-4.462928771972656,-4.000596046447754,-3.5415613651275635,-3.193333625793457,-2.857891082763672,-2.845703125,-1.9967831373214722,-1.5798437595367432,-1.2180893421173096,-0.9764350056648254,-0.7673773765563965,-0.6184705495834351,-0.47563642263412476,-0.36188727617263794,-0.23409369587898254
nutrition,"What is the prevalence of alcoholic myopathy in alcoholics
",30 to 50%,40 to 60%,20 to 40%,10 to 30%,1,B,ok,,,https://global.oup.com/uk/orc/health/geissler13e/student/mcqs/ch10/,-3.600878953933716,-0.06103184667684264,-9.5,-9.46875,-9.208333015441895,-8.6328125,-7.449999809265137,-6.356770992279053,-5.5714287757873535,-4.9189453125,-4.395073890686035,-3.603604316711426,-5.53125,-3.4765625,-2.71875,-2.3046875,-1.845159888267517,-1.5102895498275757,-1.2628653049468994,-1.0566673278808594,-0.8797980546951294,-0.5916387438774109
international_law,How are the members of the arbitral tribunal appointed?,All the members of the arbitral tribunal are appointed by the parties,All the members of the arbitral tribunal are appointed by the parties,"All the members of the arbitral tribunal are appointed by an impartial third party, such as the president of the ICJ",All the members of the arbitral tribunal are appointed by the parties from a restricted list of arbitrators,0,A,ok,,,,-2.720777988433838,-0.04690996531782479,-11.25,-8.53125,-6.96875,-6.171875,-5.1953125,-4.493489742279053,-3.8770925998687744,-3.40277099609375,-3.0272624492645264,-2.726086378097534,-1.671875,-1.640625,-1.42578125,-1.0401611328125,-0.804394543170929,-0.6254069209098816,-0.4788644015789032,-0.34039306640625,-0.2162000834941864,-0.07661132514476776
international_law,Which of the following articles are not qualified rights?,Article 3,Article 8,Article 9,Article 11,0,A,ok,,,,-4.198605537414551,-0.0677194441518476,-10.25,-10.25,-10.0,-9.645833015441895,-8.1796875,-7.09375,-6.180989742279053,-5.3895087242126465,-4.71966552734375,-4.196980953216553,-4.4375,-4.4375,-3.2890625,-2.6744792461395264,-1.9776611328125,-1.552636742591858,-1.248291015625,-1.0116490125656128,-0.79290771484375,-0.5494248867034912
conceptual_physics,Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,1,B,ok,,,https://brainly.com/question/32273369,-2.9121623039245605,-0.050209694895251046,-4.0625,-4.0625,-4.046875,-3.8958332538604736,-3.75390625,-3.6656250953674316,-3.5677082538604736,-3.4598214626312256,-3.271484375,-2.90885066986084,-0.70703125,-0.70703125,-0.5869140625,-0.529296875,-0.44775390625,-0.35661619901657104,-0.2861124575138092,-0.2053396999835968,-0.1230316162109375,-0.0086669921875
clinical_knowledge,What commonly causes skin excoriation?,A well-fitting pouch.,Changing the pouch every day.,Leakage of effluent onto peristomal skin.,The use of unscented soap to cleanse the skin.,2,C,ok,,,https://global.oup.com/uk/orc/nursing/endacott/01student/quizzes/ch10/06stoma/?view=Standard,-4.537496566772461,-0.09864122971244481,-13.0625,-13.0625,-10.21875,-10.21875,-9.114583015441895,-7.33203125,-7.33203125,-6.214062690734863,-5.287760257720947,-4.534580707550049,-3.265625,-3.265625,-2.31640625,-2.31640625,-1.7513021230697632,-1.281494140625,-1.281494140625,-0.984375,-0.7529296875,-0.5711495280265808
high_school_us_history,"This question refers to the following information.
It is natural, it is a privilege, I will go farther, it is a right, which all free men claim, that they are entitled to complain when they are hurt. They have a right publicly to remonstrate against the abuses of power in the strongest terms, to put their neighbors upon their guard against the craft or open violence of men in authority, and to assert with courage the sense they have of the blessings of liberty, the value they put upon it, and their resolution at all hazards to preserve it as one of the greatest blessings heaven can bestow.… But to conclude: The question before the Court and you, Gentlemen of the jury, is not of small or private concern. It is not the cause of one poor printer, nor of New York alone, which you are now trying. No! It may in its consequence affect every free man that lives under a British government on the main of America. It is the best cause. It is the cause of liberty. And I make no doubt but your upright conduct this day will not only entitle you to the love and esteem of your fellow citizens, but every man who prefers freedom to a life of slavery will bless and honor you as men who have baffled the attempt of tyranny, and by an impartial and uncorrupt verdict have laid a noble foundation for securing to ourselves, our posterity, and our neighbors, that to which nature and the laws of our country have given us a right to liberty of both exposing and opposing arbitrary power (in these parts of the world at least) by speaking and writing truth.
—Andrew Hamilton, concluding argument, libel trial of newspaper editor
John Peter Zenger, August 4, 1735
Which of the following best describes the significance of the Zenger Trial?",An important incident in opposing British taxation policy,An early attack on the institution of slavery,A landmark case concerning voting rights,A landmark case concerning freedom of expression,3,D,ok,,,https://www.crackap.com/ap/us-history/question-288.html,-2.1835343837738037,-0.0023811716289790664,-7.739020347595215,-6.252955913543701,-5.279138565063477,-4.561497211456299,-3.953922986984253,-3.467611312866211,-3.0573618412017822,-2.7169973850250244,-2.42978835105896,-2.183363437652588,-2.7958192825317383,-1.9040857553482056,-1.3577100038528442,-1.0041371583938599,-0.7599021196365356,-0.5817334651947021,-0.44021934270858765,-0.32376497983932495,-0.22337551414966583,-0.11993342638015747
college_physics,The speed of light inside of a nonmagnetic dielectric material with a dielectric constant of 4.0 is,1.2 x 10^9 m/s,3.0 x 10^8 m/s,1.5 x 10^8 m/s,1.0 x 10^8 m/s,2,C,ok,,Redundant with #20,2017 GRE Physics Exam (GR1777 #15),-1.8933113813400269,-0.022539421206428892,-7.671875,-6.9921875,-5.497395992279053,-4.21961784362793,-3.643110752105713,-3.1953125,-2.6846923828125,-2.410698890686035,-2.17840576171875,-1.894604206085205,-2.83203125,-2.0263671875,-1.435791015625,-0.9427490234375,-0.7490123510360718,-0.5965951681137085,-0.41759490966796875,-0.3237779438495636,-0.23612670600414276,-0.11497431248426437
virology,David Baltimore is a molecular biologist. What did he discover?,The structure of DNA,X-ray crystallographic techniques,The enzyme reverse transcriptase,The anti HIV drug zidovudine,2,C,ok,,,,-2.6852383613586426,-0.03948879943174474,-9.0625,-6.9375,-6.197916507720947,-5.53125,-4.928124904632568,-4.497395992279053,-4.0223212242126465,-3.62158203125,-3.258246421813965,-2.686567783355713,-1.8984375,-1.4609375,-1.265625,-1.02392578125,-0.7828124761581421,-0.6083984375,-0.4704241156578064,-0.357421875,-0.2547743022441864,-0.09055397659540176
anatomy,A successful infraorbital nerve block will produce anaesthesia of the,maxillary anterior teeth.,maxillary anterior teeth and their labial gingivae.,"maxillary anterior teeth, their labial gingivae and the upper lip.","maxillary anterior teeth, their labial gingivae, the upper lip and anterior hard palate.",2,C,ok,,,https://global.oup.com/uk/orc/dentistry/atkinson/student/mcqs/ch25/,-3.4811713695526123,-0.051957781635113616,-13.75,-11.59375,-9.739583015441895,-8.5,-6.6796875,-5.8074774742126465,-5.1474609375,-4.626736164093018,-4.170117378234863,-3.4763946533203125,-2.84375,-2.1875,-1.7369791269302368,-1.470703125,-1.060546875,-0.9000418782234192,-0.7760009765625,-0.6642795205116272,-0.5478515625,-0.35888671875
professional_accounting,"While performing an audit of the financial statements of a company for the year ended December 31, year 1, the auditor notes that the company’s sales increased substantially in December, year 1, with a corresponding decrease in January, year 2. In assessing the risk of fraudulent financial reporting or misappropriation of assets, what should be the auditor’s initial indication about the potential for fraud in sales revenue?",There is a broad indication of misappropriation of assets.,There is an indication of theft of the entity’s assets.,There is an indication of embezzling receipts.,There is a broad indication of financial reporting fraud.,3,D,ok,,,https://www.brainscape.com/flashcards/1819-7454645/packs/12130364,-1.629198431968689,-0.006439519493947387,-5.68359375,-4.7431640625,-4.081380367279053,-3.490767002105713,-3.0281059741973877,-2.6451690196990967,-2.2995688915252686,-2.044589042663574,-1.8270626068115234,-1.6293224096298218,-2.0927734375,-1.358642578125,-0.9257761836051941,-0.6514670848846436,-0.48769471049308777,-0.3462088406085968,-0.2190425544977188,-0.12655916810035706,-0.04414821416139603,0.06036597490310669
professional_medicine,"A 45-year-old limousine driver comes to the office for an initial appointment because he would like you to fill out and sign a legal document at the request of his attorney. The patient states that he is filing a lawsuit against the limousine company that employs him because he developed post-traumatic stress disorder following a motor vehicle collision. He appears irritable and tense as he provides his history. He relays his symptoms by reading them aloud from a written list. At this time, which of the following is the most appropriate approach toward confirming the underlying diagnosis of this patient?",Administer amobarbital and then interview the patient,Ask the patient to provide a narrative with detailed description of the incident and of his symptoms,Interview the patient under hypnosis,Interview the patient while paying close attention to his willingness to make eye contact,1,B,ok,,,https://www.usmle.org/sites/default/files/2021-08/Step_3_Sample_Items.pdf,-2.2503857612609863,-0.006357021924466063,-7.65625,-6.4035325050354,-5.470089435577393,-4.754415988922119,-4.102235794067383,-3.584430694580078,-3.1838347911834717,-2.814117193222046,-2.5067336559295654,-2.250296115875244,-2.887784004211426,-2.03804349899292,-1.5184988975524902,-1.1447381973266602,-0.880122721195221,-0.6778355240821838,-0.5270694494247437,-0.39322128891944885,-0.2772623598575592,-0.1584806591272354
clinical_knowledge,The rate of blood lactate accumulation is determined by:,the rate of muscle lactate production and the rate of muscle lactate efflux.,the rate of anaerobic glycolysis.,the rate of muscle glucose uptake.,the difference between the rate of lactate appearance and the rate of lactate clearance.,3,D,ok,,same question source as college_medicine,https://global.oup.com/uk/orc/biosciences/biochem/gleeson2e/01student/mcqs/ch04/?view=Standard,-3.201345920562744,-0.05163461162197974,-7.15625,-7.09375,-6.895833492279053,-6.1015625,-5.509375095367432,-4.950520992279053,-4.515625,-3.997802734375,-3.557861328125,-3.2028534412384033,-2.703125,-1.7421875,-1.4205728769302368,-1.0838623046875,-0.8531249761581421,-0.68505859375,-0.5597098469734192,-0.434326171875,-0.3296440839767456,-0.24082031846046448
machine_learning,"Statement 1| Industrial-scale neural networks are normally trained on CPUs, not GPUs. Statement 2| The ResNet-50 model has over 1 billion parameters.","True, True","False, False","True, False","False, True",1,B,ok,,,Expert,-2.8363146781921387,-0.022333186442457784,-11.541666984558105,-10.15625,-7.618750095367432,-6.352163314819336,-5.220128536224365,-4.606640815734863,-4.101222991943359,-3.5424623489379883,-3.20361328125,-2.8319621086120605,-2.6614582538604736,-1.890625,-1.3400390148162842,-1.032564640045166,-0.7247529625892639,-0.5596923828125,-0.42469853162765503,-0.27323856949806213,-0.17742513120174408,-0.041661880910396576
high_school_world_history,"This question refers to the following information.
""Upon this a question arises: whether it be better to be loved than feared or feared than loved? It may be answered that one should wish to be both, but, because it is difficult to unite them in one person, it is much safer to be feared than loved, when, of the two, either must be dispensed with. Because this is to be asserted in general of men, that they are ungrateful, fickle, false, cowardly, covetous, and as long as you succeed they are yours entirely; they will offer you their blood, property, life, and children, as is said above, when the need is far distant; but when it approaches they turn against you. And that prince who, relying entirely on their promises, has neglected other precautions, is ruined; because friendships that are obtained by payments, and not by greatness or nobility of mind, may indeed be earned, but they are not secured, and in time of need cannot be relied upon; and men have less scruple in offending one who is beloved than one who is feared, for love is preserved by the link of obligation which, owing to the baseness of men, is broken at every opportunity for their advantage; but fear preserves you by a dread of punishment which never fails.""
Nicolo Machiavelli, The Prince, ca. 1513 C.E.
Which of the following best characterizes the author's attitude in the passage?",Cynicism about the loyalty of a ruler's subjects,Optimism about the fair-mindedness of political leaders,Criticism of the religious establishment,Ambivalence about the future of his economic prospects,0,A,ok,,,AP World History Practice Question 51,-0.674004316329956,-0.0009195147562482347,-4.137499809265137,-2.8087217807769775,-2.05708646774292,-1.6233270168304443,-1.3279845714569092,-1.1168557405471802,-0.9644227623939514,-0.843945324420929,-0.7493799328804016,-0.6737096309661865,-1.0959941148757935,-0.5269564986228943,-0.33106595277786255,-0.22491005063056946,-0.14893893897533417,-0.08481001108884811,-0.0274786539375782,0.02711430750787258,0.07979661226272583,0.14455808699131012
