subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,error_type,correct_answer,potential_reason,source,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
college_mathematics,What is the greatest possible area of a triangular region with one vertex at the center of a circle of radius 1 and the other two vertices on the circle?,1/2,1,sqrt(2),pi,0,A,ok,,,Expert,-0.9704240560531616,-0.008664500500474657,-4.979166507720947,-3.6184895038604736,-2.753038167953491,-2.2734375,-1.9124349355697632,-1.6263021230697632,-1.4133650064468384,-1.2460733652114868,-1.1115903854370117,-0.9704068303108215,-1.0559896230697632,-0.5419108271598816,-0.3179796040058136,-0.2020263671875,-0.1212565079331398,-0.056884765625,0.0009998140158131719,0.0488077811896801,0.09995298087596893,0.1830739676952362
marketing,"This is the process in which offerings move through a sequential, pre-determined pattern of development similar to the biological path that lifeforms follow:",Diffusion process.,Product lifecycle.,Adoption process.,Service development.,1,B,ok,,,"Fundamentals of Marketing, second edition",-4.076545238494873,-0.033414305233564534,-11.71875,-9.481249809265137,-8.27734375,-7.628125190734863,-6.816105842590332,-6.1162109375,-5.684895992279053,-5.081473350524902,-4.584798336029053,-4.07820987701416,-3.3203125,-2.690624952316284,-2.05712890625,-1.781640648841858,-1.4537259340286255,-1.186553955078125,-1.04248046875,-0.854306161403656,-0.6834716796875,-0.5198567509651184
high_school_world_history,"This question refers to the following information.
""When the gods fashioned Gilgamesh*, to him they gave a perfect form. The glorious sun Shamash bestowed upon him glory; Adad the terrible god of storms bestowed upon him courage. The great gods perfected his magnificence beyond all others, terrible like the great wild bull. Two thirds god they made him; one third man they made him.
Of Uruk, its great rampart he built, and the wall of the sacred Eanna temple, the holy sanctuary. Behold the outer walls which gleam with the brilliance of copper; see the inner wall which none might rival. Touch the threshold stone—it is from ancient days. Goest thou into the Eanna temple, yea, the dwelling place of Ishtar, the like of which no subsequent king or living man might equal. Ascend and walk about on the wall of Uruk, inspect the corner-stone, and examine its brick-work, whether its wall is not made of burned brick, and its foundation laid by the Seven Sages. One third for city, one third for garden, one third for field, and a precinct for the temple of Ishtar. These parts and the precinct comprise Uruk.""
The Epic of Gilgamesh, ca. 2100 B.C.E.
*Gilgamesh was a king of Uruk.
Which of the following statements about ancient cities is most supported by the discussion of Uruk in the second paragraph?",Ancient cities lacked effective fortifications against attack.,Ancient cities featured areas for worshipping their patron deities.,Ancient cities commonly decorated their temples in modest ways.,Ancient cities featured areas for training their armies.,1,B,ok,,,AP World History Practice Question 112,-2.960766553878784,-0.0043097038629967745,-9.704166412353516,-8.122395515441895,-6.965104103088379,-6.003255367279053,-5.215852737426758,-4.614597797393799,-4.114799499511719,-3.6801657676696777,-3.297844409942627,-2.960524082183838,-2.887239694595337,-2.0630860328674316,-1.5434678792953491,-1.1710036993026733,-0.9044128656387329,-0.7090380191802979,-0.5486056804656982,-0.4114283621311188,-0.2916063964366913,-0.172786682844162
prehistory,During which time frame is there evidence for anatomically modern Homo sapiens?,"800,000 to 10,000 years ago","800,000 years ago to present","400,000 years ago to present","200,000 to present",3,D,ok,,,https://global.oup.com/us/companion.websites/9780190275853/resources/ch5/quiz/,-2.867039918899536,-0.037234284661032936,-9.625,-7.5625,-6.203125,-5.571875095367432,-4.736607074737549,-4.380859375,-4.10069465637207,-3.635653495788574,-3.3389484882354736,-2.8662807941436768,-1.5546875,-1.47265625,-1.404296875,-1.353124976158142,-1.2047990560531616,-1.093505859375,-0.9694010615348816,-0.7772327661514282,-0.69366455078125,-0.5589948296546936
clinical_knowledge,Lactate and hydrogen ions leave the muscle:,via a cotransport mechanism with carnosine.,via an active transport mechanism.,via a protein transporter molecule.,by simple diffusion.,2,C,ok,,same question source as college_medicine,https://global.oup.com/uk/orc/biosciences/biochem/gleeson2e/01student/mcqs/ch06/?view=Standard,-3.629406452178955,-0.07116483239566579,-8.9375,-8.9375,-7.46875,-6.770833492279053,-6.34375,-5.762499809265137,-5.140625,-4.522879600524902,-4.05712890625,-3.635199546813965,-2.328125,-2.328125,-2.0078125,-1.314453125,-0.90576171875,-0.6539062261581421,-0.4794921875,-0.3448660671710968,-0.23779296875,-0.1258680522441864
conceptual_physics,When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,3,D,ok,,,https://www.bartleby.com/solution-answer/chapter-28-problem-27a-conceptual-physics-the-high-school-physics-program-9th-edition/9780133647495/on-a-tv-screen-what-dots-are-activated-to-produce-yellow-magenta-white/67fe671d-305f-42a9-8709-21cc9fa0e20b,-3.5159506797790527,-0.04450570480732978,-7.875,-6.46875,-5.981249809265137,-5.71875,-5.527777671813965,-5.396874904632568,-4.99609375,-4.3878350257873535,-3.911376953125,-3.5188801288604736,-2.5,-1.7447916269302368,-1.545312523841858,-1.2416294813156128,-1.0017361640930176,-0.903735339641571,-0.7441508173942566,-0.5675310492515564,-0.42578887939453125,-0.2992689311504364
human_aging,Continued stress is damaging to health and longevity because it leads to,Over exercising which causes physical damage,Suppression of the immune system,"Less eating and, in many cases, severe eating disorders",Risky behaviors such as speeding and not using a seat belt,1,B,ok,,,https://s3-eu-west-1.amazonaws.com/s3-euw1-ap-pe-ws4-cws-documents.ri-prod/9780205544011/Chapter%205%20Multiple%20Choice.doc,-3.6275408267974854,-0.05257305546083312,-9.9375,-7.8125,-7.083333492279053,-6.453125,-5.692708492279053,-5.419642925262451,-5.017578125,-4.64756965637207,-4.285937309265137,-3.6243388652801514,-1.6328125,-1.421875,-1.087890625,-0.91455078125,-0.6971028447151184,-0.6255580186843872,-0.5364990234375,-0.4637044370174408,-0.3888183534145355,-0.2113850861787796
college_mathematics,(1+i)^10 =,1,i,32,32i,3,D,ok,,,Expert,-3.553084135055542,-0.19739356305864122,-12.8125,-12.8125,-12.8125,-7.5390625,-5.755208492279053,-5.755208492279053,-4.8046875,-4.8046875,-4.078125,-3.5520832538604736,-15.0,-15.0,-15.0,-7.3779296875,-4.811197757720947,-4.811197757720947,-3.455078125,-3.455078125,-2.637500047683716,-2.05859375
high_school_macroeconomics,Which of the following will have an effect on GDP?,You lose $50 betting with a friend.,You fix your brother's car without buying any new parts.,Your father's firm makes computers and exports them to China.,You buy 1000 shares of stock in a corporation.,2,C,ok,2,,https://www.crackap.com/ap/macroeconomics/question-116.html,-2.8413147926330566,-0.048988186079880286,-9.6875,-8.03125,-6.604166507720947,-5.71875,-5.153124809265137,-4.611979007720947,-4.0401787757873535,-3.54180908203125,-3.1516926288604736,-2.83807373046875,-2.15625,-1.505859375,-1.2604166269302368,-0.916259765625,-0.703906238079071,-0.55126953125,-0.3982979953289032,-0.2567138671875,-0.1244574636220932,0.03642578050494194
college_medicine,Women's world record performances have improved rapidly in recent years mainly because:,women have evolved a greater muscle mass.,women can now run faster than men.,women have started training at an earlier age.,more women are now engaged in sport.,3,D,ok,,,https://global.oup.com/uk/orc/biosciences/biochem/gleeson2e/01student/mcqs/ch01/,-3.772078514099121,-0.04715098142623901,-12.25,-10.25,-9.0625,-6.996874809265137,-6.403645992279053,-5.841517925262451,-4.97743034362793,-4.620312690734863,-4.308238506317139,-3.777644157409668,-7.09375,-4.21875,-3.0247395038604736,-2.0074219703674316,-1.6974283456802368,-1.4736328125,-1.0858290195465088,-0.9366210699081421,-0.8072620630264282,-0.5493539571762085
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She wanted to decorate the apartment in a Halloween theme, so I poured plastic spiders throughout the apartment so that we would have spider decorations. Scenario 2 | I took a photo of my cousin washing in the bath.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",2,C,ok,,,,-3.105079174041748,-0.012370833362716127,-8.98828125,-7.659926414489746,-6.789999961853027,-6.074448585510254,-5.480282783508301,-4.833026885986328,-4.32931661605835,-3.8389532566070557,-3.4674265384674072,-3.104691743850708,-2.4951171875,-1.9071691036224365,-1.5142968893051147,-1.172722339630127,-0.9412115216255188,-0.7490736842155457,-0.5957962274551392,-0.4496729373931885,-0.33315718173980713,-0.19700856506824493
nutrition,"What is the prevalence of alcoholic myopathy in alcoholics
",30 to 50%,40 to 60%,20 to 40%,10 to 30%,1,B,ok,,,https://global.oup.com/uk/orc/health/geissler13e/student/mcqs/ch10/,-3.356135368347168,-0.056883650310968946,-8.9375,-8.90625,-8.6875,-7.890625,-6.856249809265137,-5.865234375,-5.1238837242126465,-4.56787109375,-4.079427242279053,-3.3526723384857178,-4.09375,-2.70703125,-2.0885417461395264,-1.7568359375,-1.3611328601837158,-1.09716796875,-0.9005301594734192,-0.7425537109375,-0.5866970419883728,-0.34934303164482117
international_law,How are the members of the arbitral tribunal appointed?,All the members of the arbitral tribunal are appointed by the parties,All the members of the arbitral tribunal are appointed by the parties,"All the members of the arbitral tribunal are appointed by an impartial third party, such as the president of the ICJ",All the members of the arbitral tribunal are appointed by the parties from a restricted list of arbitrators,0,A,ok,,,,-2.696763515472412,-0.04649592268055883,-10.875,-8.3125,-6.9375,-6.1171875,-5.1171875,-4.430989742279053,-3.8271484375,-3.3702392578125,-3.0016818046569824,-2.70306396484375,-2.015625,-1.72265625,-1.44140625,-1.0498046875,-0.7982422113418579,-0.6072590947151184,-0.4633091390132904,-0.3218994140625,-0.1915147602558136,-0.05361328274011612
international_law,Which of the following articles are not qualified rights?,Article 3,Article 8,Article 9,Article 11,0,A,ok,,,,-3.582392692565918,-0.05778052729945029,-9.875,-9.875,-8.921875,-8.041666984558105,-6.85546875,-5.974999904632568,-5.296875,-4.598214149475098,-4.02728271484375,-3.581529378890991,-1.96875,-1.96875,-1.55859375,-1.3880208730697632,-1.011962890625,-0.780468761920929,-0.5885416865348816,-0.41796875,-0.2890625,-0.0920138880610466
conceptual_physics,Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,1,B,ok,,,https://brainly.com/question/32273369,-2.7083184719085693,-0.04669514606738913,-4.125,-4.125,-4.09375,-3.8125,-3.65625,-3.484375,-3.3541667461395264,-3.2388393878936768,-3.052734375,-2.7135417461395264,-0.40625,-0.40625,-0.32275390625,-0.2942708432674408,-0.265625,-0.20302733778953552,-0.1529134064912796,-0.10302734375,0.01776123046875,0.1390516459941864
clinical_knowledge,What commonly causes skin excoriation?,A well-fitting pouch.,Changing the pouch every day.,Leakage of effluent onto peristomal skin.,The use of unscented soap to cleanse the skin.,2,C,ok,,,https://global.oup.com/uk/orc/nursing/endacott/01student/quizzes/ch10/06stoma/?view=Standard,-4.74265718460083,-0.10310124314349631,-14.25,-14.25,-11.078125,-11.078125,-9.65625,-7.8125,-7.8125,-6.517187595367432,-5.53125,-4.7432861328125,-3.59375,-3.59375,-2.55859375,-2.55859375,-1.849609375,-1.354248046875,-1.354248046875,-1.012304663658142,-0.7556965947151184,-0.5707310438156128
high_school_us_history,"This question refers to the following information.
It is natural, it is a privilege, I will go farther, it is a right, which all free men claim, that they are entitled to complain when they are hurt. They have a right publicly to remonstrate against the abuses of power in the strongest terms, to put their neighbors upon their guard against the craft or open violence of men in authority, and to assert with courage the sense they have of the blessings of liberty, the value they put upon it, and their resolution at all hazards to preserve it as one of the greatest blessings heaven can bestow.… But to conclude: The question before the Court and you, Gentlemen of the jury, is not of small or private concern. It is not the cause of one poor printer, nor of New York alone, which you are now trying. No! It may in its consequence affect every free man that lives under a British government on the main of America. It is the best cause. It is the cause of liberty. And I make no doubt but your upright conduct this day will not only entitle you to the love and esteem of your fellow citizens, but every man who prefers freedom to a life of slavery will bless and honor you as men who have baffled the attempt of tyranny, and by an impartial and uncorrupt verdict have laid a noble foundation for securing to ourselves, our posterity, and our neighbors, that to which nature and the laws of our country have given us a right to liberty of both exposing and opposing arbitrary power (in these parts of the world at least) by speaking and writing truth.
—Andrew Hamilton, concluding argument, libel trial of newspaper editor
John Peter Zenger, August 4, 1735
Which of the following best describes the significance of the Zenger Trial?",An important incident in opposing British taxation policy,An early attack on the institution of slavery,A landmark case concerning voting rights,A landmark case concerning freedom of expression,3,D,ok,,,https://www.crackap.com/ap/us-history/question-288.html,-2.7183730602264404,-0.002964419913005933,-8.587838172912598,-7.130489826202393,-6.161317348480225,-5.404877662658691,-4.763272762298584,-4.222568511962891,-3.7613582611083984,-3.3670034408569336,-3.023054361343384,-2.7184908390045166,-2.676309108734131,-1.927839994430542,-1.4611397981643677,-1.1084784269332886,-0.8519542813301086,-0.6599619388580322,-0.5033940076828003,-0.37493300437927246,-0.2641502916812897,-0.1532878279685974
college_physics,The speed of light inside of a nonmagnetic dielectric material with a dielectric constant of 4.0 is,1.2 x 10^9 m/s,3.0 x 10^8 m/s,1.5 x 10^8 m/s,1.0 x 10^8 m/s,2,C,ok,,Redundant with #20,2017 GRE Physics Exam (GR1777 #15),-2.0096426010131836,-0.023924316678728377,-7.875,-7.3125,-5.760416507720947,-4.4453125,-3.859375,-3.372896671295166,-2.8482666015625,-2.5574543476104736,-2.310864210128784,-2.0097854137420654,-3.0078125,-1.99365234375,-1.39306640625,-0.9111056923866272,-0.7226340770721436,-0.5832895040512085,-0.4084930419921875,-0.3134087324142456,-0.22581787407398224,-0.10465140640735626
virology,David Baltimore is a molecular biologist. What did he discover?,The structure of DNA,X-ray crystallographic techniques,The enzyme reverse transcriptase,The anti HIV drug zidovudine,2,C,ok,,,,-2.774052619934082,-0.04079489146961885,-9.8125,-7.78125,-6.875,-5.953125,-5.212500095367432,-4.716145992279053,-4.17578125,-3.712646484375,-3.348090171813965,-2.7697532176971436,-2.265625,-1.88671875,-1.6432291269302368,-1.248046875,-0.943359375,-0.73828125,-0.5904017686843872,-0.463623046875,-0.3500434160232544,-0.158203125
anatomy,A successful infraorbital nerve block will produce anaesthesia of the,maxillary anterior teeth.,maxillary anterior teeth and their labial gingivae.,"maxillary anterior teeth, their labial gingivae and the upper lip.","maxillary anterior teeth, their labial gingivae, the upper lip and anterior hard palate.",2,C,ok,,,https://global.oup.com/uk/orc/dentistry/atkinson/student/mcqs/ch25/,-3.5874431133270264,-0.05354392706458248,-13.5625,-11.90625,-9.833333015441895,-8.40625,-6.677083492279053,-5.9296875,-5.27294921875,-4.736545085906982,-4.303515434265137,-3.5888469219207764,-2.59375,-1.94921875,-1.6770833730697632,-1.4208984375,-1.033935546875,-0.8703961968421936,-0.7452392578125,-0.6170790195465088,-0.49677735567092896,-0.268798828125
professional_accounting,"While performing an audit of the financial statements of a company for the year ended December 31, year 1, the auditor notes that the company’s sales increased substantially in December, year 1, with a corresponding decrease in January, year 2. In assessing the risk of fraudulent financial reporting or misappropriation of assets, what should be the auditor’s initial indication about the potential for fraud in sales revenue?",There is a broad indication of misappropriation of assets.,There is an indication of theft of the entity’s assets.,There is an indication of embezzling receipts.,There is a broad indication of financial reporting fraud.,3,D,ok,,,https://www.brainscape.com/flashcards/1819-7454645/packs/12130364,-1.7424479722976685,-0.006887146135563907,-5.671875,-4.947265625,-4.331380367279053,-3.6943655014038086,-3.2307546138763428,-2.818000555038452,-2.4573006629943848,-2.185606002807617,-1.954708218574524,-1.7432206869125366,-2.3681640625,-1.6002197265625,-1.1056314706802368,-0.7839725613594055,-0.5965844392776489,-0.44561144709587097,-0.30857691168785095,-0.20790423452854156,-0.11585462093353271,-0.006200583651661873
professional_medicine,"A 45-year-old limousine driver comes to the office for an initial appointment because he would like you to fill out and sign a legal document at the request of his attorney. The patient states that he is filing a lawsuit against the limousine company that employs him because he developed post-traumatic stress disorder following a motor vehicle collision. He appears irritable and tense as he provides his history. He relays his symptoms by reading them aloud from a written list. At this time, which of the following is the most appropriate approach toward confirming the underlying diagnosis of this patient?",Administer amobarbital and then interview the patient,Ask the patient to provide a narrative with detailed description of the incident and of his symptoms,Interview the patient under hypnosis,Interview the patient while paying close attention to his willingness to make eye contact,1,B,ok,,,https://www.usmle.org/sites/default/files/2021-08/Step_3_Sample_Items.pdf,-2.329831123352051,-0.00658144385127698,-8.295454978942871,-6.699728488922119,-5.6209821701049805,-4.903872489929199,-4.240975379943848,-3.7036831378936768,-3.2902681827545166,-2.91332745552063,-2.594210386276245,-2.32906436920166,-2.9808237552642822,-2.0871262550354004,-1.534542441368103,-1.16084623336792,-0.8872743844985962,-0.6795898675918579,-0.5296465158462524,-0.39422672986984253,-0.2775948643684387,-0.15650874376296997
clinical_knowledge,The rate of blood lactate accumulation is determined by:,the rate of muscle lactate production and the rate of muscle lactate efflux.,the rate of anaerobic glycolysis.,the rate of muscle glucose uptake.,the difference between the rate of lactate appearance and the rate of lactate clearance.,3,D,ok,,same question source as college_medicine,https://global.oup.com/uk/orc/biosciences/biochem/gleeson2e/01student/mcqs/ch04/?view=Standard,-3.2609405517578125,-0.05259581535093246,-7.40625,-7.375,-6.947916507720947,-6.2265625,-5.565625190734863,-5.0390625,-4.591517925262451,-4.068359375,-3.6205782890319824,-3.2585206031799316,-2.515625,-1.681640625,-1.34375,-1.040283203125,-0.827709972858429,-0.66583251953125,-0.5451834797859192,-0.4240570068359375,-0.3183458149433136,-0.22322997450828552
machine_learning,"Statement 1| Industrial-scale neural networks are normally trained on CPUs, not GPUs. Statement 2| The ResNet-50 model has over 1 billion parameters.","True, True","False, False","True, False","False, True",1,B,ok,,,Expert,-3.046088218688965,-0.023984946603850116,-11.541666984558105,-10.375,-7.993750095367432,-6.762019157409668,-5.585477828979492,-4.944531440734863,-4.4011549949646,-3.808159828186035,-3.4454915523529053,-3.044112205505371,-2.625,-2.0403645038604736,-1.5234375,-1.1811898946762085,-0.8500401973724365,-0.6682373285293579,-0.519425094127655,-0.35957393050193787,-0.25460612773895264,-0.11539234966039658
high_school_world_history,"This question refers to the following information.
""Upon this a question arises: whether it be better to be loved than feared or feared than loved? It may be answered that one should wish to be both, but, because it is difficult to unite them in one person, it is much safer to be feared than loved, when, of the two, either must be dispensed with. Because this is to be asserted in general of men, that they are ungrateful, fickle, false, cowardly, covetous, and as long as you succeed they are yours entirely; they will offer you their blood, property, life, and children, as is said above, when the need is far distant; but when it approaches they turn against you. And that prince who, relying entirely on their promises, has neglected other precautions, is ruined; because friendships that are obtained by payments, and not by greatness or nobility of mind, may indeed be earned, but they are not secured, and in time of need cannot be relied upon; and men have less scruple in offending one who is beloved than one who is feared, for love is preserved by the link of obligation which, owing to the baseness of men, is broken at every opportunity for their advantage; but fear preserves you by a dread of punishment which never fails.""
Nicolo Machiavelli, The Prince, ca. 1513 C.E.
Which of the following best characterizes the author's attitude in the passage?",Cynicism about the loyalty of a ruler's subjects,Optimism about the fair-mindedness of political leaders,Criticism of the religious establishment,Ambivalence about the future of his economic prospects,0,A,ok,,,AP World History Practice Question 51,-1.6757949590682983,-0.002286214132426055,-6.614583492279053,-5.212346076965332,-4.3248982429504395,-3.6860270500183105,-3.14621639251709,-2.71549129486084,-2.3787693977355957,-2.093632459640503,-1.8631480932235718,-1.675695776939392,-2.2166666984558105,-1.3763928413391113,-0.9193705916404724,-0.667096734046936,-0.4919964075088501,-0.35967785120010376,-0.2523047924041748,-0.1581515520811081,-0.0719580203294754,0.01955331861972809
