question,тақырып,таңдаулар,жауап,sheet,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
" Халықаралық сауда әрқашан екі елге де пайда әкеледі, сондықтан елдер неге өз фирмаларын әлемдік нарыққа шығудан қорғауға тырысады?", АҚШ_шетелдік_саясат," ['Басшылықтың ақылға сыймайтындығы' 'Еркін сауда шығындары шоғырланған, бірақ пайдасы шашыраңқы' 'Режим түрі' 'Халықаралық қақтығыс саудаға кедергі келтіреді']",1,Sheet1,-1.5487533807754517,-0.009802236587186403,-7.572916507720947,-5.58984375,-4.310443878173828,-3.600937604904175,-2.9825439453125,-2.5687191486358643,-2.2411997318267822,-1.9409849643707275,-1.738166093826294,-1.5481758117675781,-3.8307292461395264,-2.0889689922332764,-1.3062165975570679,-0.9679003953933716,-0.7189102172851562,-0.5618896484375,-0.43501976132392883,-0.31242820620536804,-0.21272358298301697,-0.08691787719726562
" 1-мәлімдеме | CIFAR-10 жіктеу өнімділігі конволюциялық нейрондық желілер үшін 95%-дан асуы мүмкін. 2-мәлімдеме | Нейрондық желілердің жиынтығы жіктеу дәлдігін жақсартпайды, себебі олар үйренетін көріністер жоғары корреляцияға ие.", машиналық оқыту," ['Шын, Рас' 'Жалған, Жалған' 'Шын, Жалған' 'Жалған, Рас']",2,Sheet1,-1.886171817779541,-0.007484808800712464,-8.765625,-6.715773582458496,-5.23974609375,-4.369791507720947,-3.6659786701202393,-3.123626708984375,-2.7182881832122803,-2.3728487491607666,-2.1022536754608154,-1.886352300643921,-2.3375000953674316,-1.528087854385376,-1.027811050415039,-0.7673819661140442,-0.5857912302017212,-0.4541940689086914,-0.35739630460739136,-0.26516616344451904,-0.17236392199993134,-0.0718463659286499
 Неліктен науқасқа трахеостомия қажет болуы мүмкін?, клиникалық_білім, ['Сал ауруынан кейін дауыс байламдарын қалпына келтіру үшін.' 'Жұтынуға көмектесу үшін.' 'Науқастарды өкпе желдеткішінен ажыратуға көмек ретінде.' 'Мойын операциясына дейін.'],2,Sheet1,-1.6981091499328613,-0.019518495976239784,-7.640625,-6.17578125,-4.807291507720947,-3.738715171813965,-3.284090995788574,-2.932992696762085,-2.4412841796875,-2.1717529296875,-1.9549667835235596,-1.699971079826355,-0.962890625,-0.6923828125,-0.45220947265625,-0.2844373881816864,-0.21638627350330353,-0.1463623046875,-0.02358245849609375,0.0536905936896801,0.12156371772289276,0.23274563252925873
"Бейсбол жанкүйері Дүниежүзілік сериядағы бейсбол ойынына екі билет сатып алды. Жанкүйер ең жақын досына хабарласып, оны ойынға шақырды. Бейсболдың жанкүйері болған досы қуана келісті. Жанкүйер досына ойын сағат 19:00-де басталатынын және оны шамамен сағат 17:00-де алып кететінін, соққы жаттығуын көру үшін ертерек келетінін айтты. Олар ойынға бірге көлікпен бара жатқанда, бағдаршам сарыдан қызылға ауысып жатқанда, жанкүйер қиылыстан өту үшін жылдамдықты арттырды. Ол қиылысқа жеткенде, белгіленген жылдамдық шегі сағатына 25 миль болса да, жанкүйер сағатына 50 миль жылдамдықпен келе жатты. Сонымен қатар, қызыл түспен қиылысқа көлік кіріп, жанкүйердің көлігімен соқтығысты. Соқтығысу кезінде досының жамбасы сынған. Бұл юрисдикция келесі «өзгертілген» салыстырмалы немқұрайлылық туралы заңды қабылдады: «Немқұрайлы талапкер, егер талапкердің немқұрайлылығы жауапкердің немқұрайлылығына тең немесе одан көп болмаса, өтемақы алуға құқылы; әйтпесе өтемақы алуға жол берілмейді». Айталық, досы қызыл бағдаршамда қиылысқа кірген көлік жүргізушісіне өзінің жарақаты үшін өтемақы өндіріп алу үшін талап арыз берді. Аджури келесі тұжырымдармен арнайы шешім шығарды: (1) Желдеткіш жылдамдықты 55 пайызға арттырған; (2) Жүргізуші қызыл бағдаршамда жүру кезінде 45 пайызға немқұрайлы болған; және (3) Досына 100 000 АҚШ доллары көлемінде залал келтірілген. Нәтижесінде, сот досы үшін ... мөлшерінде шешім шығаруы керек.",кәсіби_құқық," ['$100,000. 00' '$55,000. 00' '$45,000. 00' 'ештеңе, себебі желдеткіш жүргізушіге қарағанда немқұрайлы болды.']",0,Sheet1,-1.632336139678955,-0.0016985807905087983,-7.038602828979492,-5.388327121734619,-4.438929557800293,-3.744600296020508,-3.158961296081543,-2.6930243968963623,-2.3282713890075684,-2.0427963733673096,-1.816969633102417,-1.6321486234664917,-4.033394813537598,-2.3528645038604736,-1.5800046920776367,-1.1686855554580688,-0.9124971032142639,-0.7255260944366455,-0.5766184329986572,-0.4516248404979706,-0.34014853835105896,-0.22760069370269775
 Қалалық аймақтың ең жақсы анықтамасы -,орта мектеп географиясы, ['орталық қала және оның дамыған аймақтары.' 'орталық қала және оны қоршаған маңайлар.' 'орталық қала және оның ішкі аймақтары.' 'орталық қала және оған іргелес уездер.'],1,Sheet1,-1.8259016275405884,-0.02945002625065465,-5.0625,-4.135416507720947,-3.778125047683716,-3.5714285373687744,-3.293402671813965,-2.870028495788574,-2.547476053237915,-2.2688801288604736,-2.030043601989746,-1.826838493347168,-1.65625,-0.82861328125,-0.4336914122104645,-0.23974609375,-0.11767578125,-0.02880859375,0.047588642686605453,0.11806640774011612,0.18000344932079315,0.24555407464504242
" Мәселелерге баса назар аудару, акционерлерден тысқары мақсатты аудитория және ___________ ерікті сипаты оны _________-ден ерекшелендіреді.", бизнес_этикасы,"['Қаржылық есеп, Қоршаған ортаны басқару бастамалары' 'Қаржылық есеп, Әлеуметтік есеп.' 'Әлеуметтік есеп, Қаржылық есеп.' 'Жылдық есеп жариялау, Әлеуметтік есеп']",2,Sheet1,-3.122418165206909,-0.01988801379112681,-9.168749809265137,-7.746874809265137,-6.824999809265137,-6.214062690734863,-5.59499979019165,-5.020833492279053,-4.498995304107666,-3.9703125953674316,-3.5363714694976807,-3.121694564819336,-2.5687499046325684,-1.939062476158142,-1.5190104246139526,-1.203369140625,-0.9717797636985779,-0.7963317632675171,-0.6585466861724854,-0.5447586178779602,-0.4445597231388092,-0.3299117684364319
10 мкФ конденсаторды 100 В потенциалдар айырымына дейін зарядтау үшін қанша жұмыс істеу керек?, орта мектеп_физикасы," ['0,005 Дж' '0,01 Дж' '0,05 Дж' '0,1 Дж']",2,Sheet1,-2.275115489959717,-0.016852707333034938,-8.541666984558105,-6.5848212242126465,-5.471590995788574,-4.712500095367432,-4.068256378173828,-3.676846504211426,-3.247596263885498,-2.8690104484558105,-2.540175437927246,-2.273606061935425,-1.8072916269302368,-1.2446986436843872,-0.8605069518089294,-0.6252197027206421,-0.47146767377853394,-0.3812977075576782,-0.2663715183734894,-0.1686808317899704,-0.07473216205835342,0.033566124737262726
" Төмендегі нұсқалардың қайсысы келесі тұжырымды толықтырады? ""Оң жақ атриовентрикулярлық қақпақша...""", анатомия," ['жартылай ай тәрізді қақпақша', 'пепиллярлы бұлшықеттермен бұрылуына жол бермейді.' 'систола кезінде ашық.' 'жүрек босаңсыған кезде өкпе сабағынан қанның қайтуына жол бермейді.']",1,Sheet1,-1.9602580070495605,-0.013902539057089082,-9.265625,-6.701388835906982,-5.3984375,-4.643229007720947,-3.85495924949646,-3.2268764972686768,-2.84844970703125,-2.483147621154785,-2.1936326026916504,-1.9605985879898071,-2.72998046875,-1.3230522871017456,-0.83819580078125,-0.6272990107536316,-0.4426959455013275,-0.3051190972328186,-0.22053146362304688,-0.13635914027690887,-0.0651128888130188,0.01678077131509781
 Полимеразды тізбекті реакция немесе ПТР - бұл әдіс, медициналық_генетика, ['ДНҚ-ны генетикалық материал ретінде көрсету үшін пайдаланылды' 'топырақ үлгісіндегі минералдардың құрамын анықтау үшін пайдаланылады' 'in vitro нақты ДНҚ тізбектерін репликациялау үшін қысқа ДНҚ праймерлерін және термостабильді ДНҚ полимеразасын пайдаланады' 'трансляция кезінде рибосоманың берілу жылдамдығын өлшейді'],2,Sheet1,-2.704014301300049,-0.03072743524204601,-9.4375,-7.875,-6.637499809265137,-5.732142925262451,-4.927083492279053,-4.553906440734863,-3.9563801288604736,-3.4575893878936768,-3.0430908203125,-2.70540189743042,-5.625,-2.9557292461395264,-2.0453124046325684,-1.4466726779937744,-1.0815701484680176,-0.945483386516571,-0.7310994267463684,-0.5617850422859192,-0.4173431396484375,-0.2618137001991272
" 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес, осы екі сценарийдің қайсысы үшін басты кейіпкер (мен/мен/менің сөздерін қолданатын) моральдық тұрғыдан дұрыс емес нәрсе жасайды? 1-сценарий | Мен пантераны атуға мәжбүр болдым, себебі ол менің ұлымның ашуын келтірді. 2-сценарий | Мен кішкентай ұлыма бір ыдыс ботқа құйдым.", моральдық_сценарийлер," ['Қате, қате' 'Қате, қате емес' 'Қате емес, қате' 'Қате емес, қате емес' 'Қате емес, қате емес']",1,Sheet1,-1.9044287204742432,-0.005601260942571303,-7.07421875,-5.6946024894714355,-4.787187576293945,-4.122201442718506,-3.5711495876312256,-3.122695207595825,-2.723649501800537,-2.385530948638916,-2.1180410385131836,-1.9037153720855713,-2.28173828125,-1.427438497543335,-0.9600280523300171,-0.7051792144775391,-0.5431365966796875,-0.42693787813186646,-0.3190641403198242,-0.2233736366033554,-0.13236261904239655,-0.03603072464466095
 Жоғары энтропия жіктеудегі бөлімдердің екенін білдіреді, машиналық оқыту, ['таза' 'таза емес' 'пайдалы' 'пайдасыз'],1,Sheet1,-2.3220784664154053,-0.02523998333060223,-10.59375,-7.112500190734863,-6.002232074737549,-4.861718654632568,-4.318359375,-3.6622395515441895,-3.3173253536224365,-2.8912110328674316,-2.637784004211426,-2.3221776485443115,-2.7734375,-2.2750000953674316,-1.72265625,-1.20721435546875,-0.9857075810432434,-0.740063488483429,-0.6117517948150635,-0.4395202696323395,-0.3404374420642853,-0.20192870497703552
"Бұл сұрақ келесі ақпаратқа қатысты. «Келесі жарты ғасырдың міндеті - байлықты ұлттық өмірімізді байыту және көтеру, сондай-ақ американдық өркениетіміздің сапасын арттыру үшін пайдалануға даналық жете ме... Ұлы Қоғам барлығына молшылық пен бостандыққа негізделген. Ол кедейлік пен нәсілдік әділетсіздікті тоқтатуды талап етеді, біз өз заманымызда оған толықтай берілгенбіз. Бірақ бұл тек бастамасы ғана. Ұлы Қоғам - әрбір бала өз ақылын байыту және таланттарын кеңейту үшін білім таба алатын орын. Бұл бос уақытты құру және ойлану үшін қолайлы мүмкіндік болып табылатын орын, зерігу мен мазасыздықтың қорқынышты себебі емес. Бұл адам қаласы тек дене қажеттіліктері мен сауда талаптарын ғана емес, сонымен қатар сұлулыққа деген құштарлық пен қоғамдастыққа деген ашкөздікті де қанағаттандыратын орын. Бұл адам табиғатпен байланысын жаңарта алатын орын. Бұл жаратылысты өз мүддесі үшін және нәсілді түсінуге қосатын нәрсе үшін құрметтейтін орын. Бұл адамдар тауарларының санына емес, мақсаттарының сапасына көбірек көңіл бөлетін орын. Бірақ ең бастысы, Ұлы Қоғам қауіпсіз айлақ, демалыс орны, соңғы мақсат, аяқталған жұмыс емес. Бұл үнемі қиындық тудыратын орын». «Жаңартылып, бізді өміріміздің мәні еңбегіміздің керемет өнімдерімен үйлесетін тағдырға шақырады». Линдон Джонсон, Мичиган университетіндегі сөз, Энн Арбор, 1964 ж. Төмендегілердің барлығы Джонсонның Ұлы Қоғам бағдарламасының бөлігі болды, БАСҚАСЫ",жоғары мектептің_АҚШ_тарихы, ['1964 жылғы Азаматтық құқықтар туралы заң'' 'Medicare және Medicaid' 'Тұрғын үй және қала құрылысы департаментін құру' 'теңгерімді бюджеттік мандат'],3,Sheet1,-1.8465176820755005,-0.001799724836330897,-6.809436321258545,-5.492647171020508,-4.674223899841309,-4.061925411224365,-3.522702217102051,-3.0350093841552734,-2.63427472114563,-2.310826539993286,-2.0550999641418457,-1.8459703922271729,-2.2570464611053467,-1.5625,-1.1301183700561523,-0.8398124575614929,-0.6554465889930725,-0.5198750495910645,-0.407127320766449,-0.3067620098590851,-0.2126198261976242,-0.11798770725727081
 Келесі шартты ұсыныстың прецедентін анықтаңыз: Университет оқу ақысын тек қана губернатор мақұлдаған және қамқоршылар кеңесі ұсынған жағдайда ғана көтереді., формальды_логика, ['Университет оқу ақысын көтереді.' 'Губернатор оны мақұлдайды.' 'Қамқоршылар кеңесі ұсынады.' 'Жоғарыда айтылғандардың ешқайсысы емес.'],3,Sheet1,-2.247860908508301,-0.011956706960150536,-9.395833015441895,-7.20432710647583,-6.121710300445557,-5.064002513885498,-4.256155490875244,-3.734074592590332,-3.2131454944610596,-2.847820520401001,-2.5128214359283447,-2.2468979358673096,-2.6328125,-1.662860631942749,-1.258583426475525,-0.8978928923606873,-0.6756184697151184,-0.5408278107643127,-0.40511420369148254,-0.30706316232681274,-0.2039608657360077,-0.09254409372806549
" Бұл сұрақ келесі ақпаратқа қатысты. «Біз мемлекеттік білім беру саласында «бөлек, бірақ тең» доктринасы орынсыз деген қорытындыға келдік. Бөлек білім беру мекемелері табиғатынан тең емес. Сондықтан, біз шағым түсірілген талапкерлер мен басқа да ұқсас жағдайларда тұрғандар, шағымданған сегрегацияға байланысты, Он төртінші түзетумен кепілдендірілген заңдардың тең қорғалуынан айырылған деп есептейміз». Браун және Білім беру кеңесі, 1954 жылғы іс Төмендегілердің қайсысы жоғарыда сипатталған заңды шешімнің әсерін ең жақсы көрсетеді?", жоғары_мектеп_АҚШ_тарихы,"[«Ақ нәсілділердің қарсылығының жалғасуы сегрегациядан арылу күш-жігерін баяулатып, Оңтүстікте бірқатар әлеуметтік қақтығыстарды тудырды». «Жоғарғы Соттың Браун мен Білім беру кеңесінің ісі бойынша шешімі колледждер мен университеттерге түсушілердің көбеюіне әкелді». «1960 жылдары орта мектеп түлектерінің санының артуы жоғары білімнің қажет екендігі туралы түсінікті жоққа шығарды». «ХХ ғасырда дамыған техникалық және медициналық салалардағы жұмыс орындары әдетте жоғары оқу орнынан кейінгі білімді талап етеді».",0,Sheet1,-1.8780419826507568,-0.0038802520302701586,-7.475260257720947,-6.031575679779053,-5.100260257720947,-4.237918853759766,-3.6069860458374023,-3.0993804931640625,-2.673672914505005,-2.350713014602661,-2.0932347774505615,-1.8778812885284424,-2.3837890625,-1.5581461191177368,-1.0659806728363037,-0.7804936766624451,-0.6032724976539612,-0.4674358367919922,-0.3482242226600647,-0.25013527274131775,-0.15902234613895416,-0.060695067048072815
"Бұл сұрақ келесі ақпаратқа қатысты. Сұрақтарға жауап беру үшін келесі дәйексөзді оқыңыз. Рим әлемінде басым болған әртүрлі ғибадат тәсілдерін халық бірдей ақиқат деп санады; философ бірдей жалған деп санады; ал магистрат бірдей пайдалы деп санады. Эдвард Гиббон, Рим империясының құлдырауы және құлауы, 1776–1788 XVIII ғасырдағы ағылшын тарихшысы Эдвард Гиббонның ежелгі Римдегі діни сенім жағдайын түсіндіруі дәлел ретінде ұсынылуы мүмкін.", орта мектеп_еуропалық_тарихы," [«XVIII ғасырдағы Ұлыбританиядағы діни қызметкерлердің академиялық білімге монополиясы», «XVIII ғасырдағы британдық ғалымдардың римдіктердің барлығына деген жеккөрушілігі», «XVIII ғасырдағы Ұлыбританияның білімді элитасы арасында діни скептицизмнің таралуы», «XVIII ғасырдағы ғалымның ежелгі Рим өркениетін зерттеу үшін қолжетімді дереккөздердің болмауы»]",2,Sheet1,-1.7668588161468506,-0.0042677749182291076,-7.857812404632568,-6.05859375,-4.9609375,-4.101171970367432,-3.4391796588897705,-2.921679735183716,-2.51806640625,-2.2072930335998535,-1.9630744457244873,-1.7668837308883667,-2.5757813453674316,-1.626220703125,-1.1095092296600342,-0.8173248171806335,-0.6316137909889221,-0.4961283504962921,-0.38552072644233704,-0.2850845456123352,-0.19113634526729584,-0.0960070788860321
 Төмендегілердің қайсысы өкпе альвеолалары мен өкпе капиллярындағы қан арасында газдың диффузиялану жылдамдығын арттырады?, колледж_биологиясы,['Газдың парциалды қысым градиентін төмендету' 'Газдың суда ерігіштігін төмендету' 'Диффузияға қолжетімді жалпы беткі ауданды ұлғайту' 'Өкпе капилляры арқылы қан ағымының жылдамдығын төмендету'],2,Sheet1,-1.4513274431228638,-0.009485800281848783,-5.787499904632568,-4.895312309265137,-4.214583396911621,-3.540234327316284,-2.839130163192749,-2.411038398742676,-2.08935546875,-1.8384920358657837,-1.6403404474258423,-1.4516689777374268,-1.982812523841858,-1.2880370616912842,-0.844921886920929,-0.609130859375,-0.4394155740737915,-0.3393082022666931,-0.2509223222732544,-0.17492377758026123,-0.10810122638940811,-0.009314903989434242
