subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
elementary_mathematics,You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,1,B,test,-1.5981738567352295,-0.01452885324304754,-8.145833015441895,-5.830729007720947,-4.315625190734863,-3.627403736114502,-2.988511085510254,-2.60888671875,-2.31258487701416,-1.9948097467422485,-1.8056966066360474,-1.5975126028060913,-4.361979007720947,-2.4176433086395264,-1.4758422374725342,-1.090116024017334,-0.7638801336288452,-0.601055920124054,-0.46763014793395996,-0.31928619742393494,-0.22394612431526184,-0.10557287186384201
prehistory,Who was part of the elite class in the Olmec culture?,those who lived in the particularly rich farmlands,those who lived near resource-privileged areas,those who lived near the river where trading took place,those who lived near the volcanic rocks used in tool making,1,B,validation,-3.01387882232666,-0.05196342797114931,-8.875,-8.53125,-8.260416984558105,-7.4609375,-5.610677242279053,-4.9776787757873535,-4.47216796875,-3.9986979961395264,-3.612011671066284,-3.0150554180145264,-1.4296875,-1.208984375,-0.9309895634651184,-0.739013671875,-0.4716390073299408,-0.3706403374671936,-0.287445068359375,-0.2062445729970932,-0.13776855170726776,0.02972412109375
nutrition,"Infants born to mothers who are vegan may be at increased risk of deficiency of which nutrient?
",Vitamin C,Folate,Vitamin B12,Calcium,2,C,test,-1.9809036254882812,-0.02330474853515625,-8.25,-5.828125,-4.634375095367432,-3.864955425262451,-3.360243082046509,-2.997159004211426,-2.690805196762085,-2.4286458492279053,-2.2038142681121826,-1.9806679487228394,-1.2578125,-0.69140625,-0.4776855409145355,-0.3003278374671936,-0.187255859375,-0.08058860152959824,0.002122145378962159,0.07319335639476776,0.1440860480070114,0.2162957489490509
jurisprudence,Why is it important to separate the concept of punishment from its justification?,Because its justification depends on the concept employed.,Because any definition of punishment should be value-neutral.,Because the concept of punishment is controversial.,Because the practice of punishment is separate from its justification.,1,B,test,-2.4210011959075928,-0.03271623237712963,-8.0625,-6.71875,-5.791666507720947,-4.709374904632568,-4.385416507720947,-3.947544574737549,-3.327256917953491,-3.0796875953674316,-2.8439276218414307,-2.421722412109375,-1.140625,-0.861328125,-0.7486979365348816,-0.43623048067092896,-0.2984212338924408,-0.1991489976644516,-0.02945963479578495,0.05629882961511612,0.14066939055919647,0.30111929774284363
professional_law,"A young woman who attended a rock concert at a nightclub was injured when the band opened its performance with illegal fireworks that ignited foam insulation in the club's ceiling and walls. The young woman sued the radio station that sponsored the performance. The radio station has moved for summary judgment, claiming that it owed no duty to audience members. The evidence has established the following facts: The station advertised its sponsorship on the radio and in print, distributed free tickets to the concert, and in print, distributed free tickets to the concert, staffed the event with the station's interns to assist with crowd control, and provided a station disc jockey to serve as master of ceremonies. The master of ceremonies had the authority to stop or delay the performance at any time on the basis of any safety concern. The station knew or should have known that the band routinely used unlicensed, illegal fireworks in its performances. Should the court grant the radio station's motion for summary judgment? ","No, because there is sufficient evidence of knowledge and control on the part of the station to impose on it a duty of care to audience members.","No, because under respondeat superior, the radio station is vicariously liable for the negligent actions of the band.","Yes, because it is the band and the nightclub owners who owed audience members a duty of care.","Yes, because the conduct of the band in setting off illegal fireworks was criminal and setting off illegal fireworks was criminal and was a superseding cause as a matter of law.",0,A,validation,-2.2328569889068604,-0.004651785393555959,-7.603618621826172,-6.279605388641357,-5.289473533630371,-4.5812087059021,-4.019161224365234,-3.534231185913086,-3.126953125,-2.7775237560272217,-2.4784157276153564,-2.23199725151062,-1.9971216917037964,-1.3850740194320679,-0.9735749959945679,-0.7040292620658875,-0.5216526985168457,-0.38130804896354675,-0.2602676749229431,-0.15785859525203705,-0.06715080887079239,0.02589239738881588
high_school_mathematics,Solve for $x$:$$\left(\frac{1}{25}\right)^{x + 2} = 125^{-x}.$$,1,2,3,4,3,D,test,-1.4521417617797852,-0.02045270087013782,-6.46875,-5.0078125,-3.9947917461395264,-3.095252513885498,-2.668701171875,-2.3585526943206787,-2.0201256275177,-1.8153170347213745,-1.6450700759887695,-1.4513864517211914,-4.994791507720947,-3.3287761211395264,-2.410590171813965,-1.631742000579834,-1.2723236083984375,-1.0059493780136108,-0.748291015625,-0.5956937074661255,-0.46806809306144714,-0.31509676575660706
nutrition,"Obesity increases the risk of endometrial cancer. Which hormone is thought to mediate this effect?
",Testosterone,Oestrogen,Insulin-like growth factor-1,Thyroxine,1,B,test,-1.7273530960083008,-0.01898190215393737,-6.15625,-5.328125,-4.669270992279053,-3.916015625,-3.4398436546325684,-2.935546875,-2.551548480987549,-2.253143310546875,-2.0139431953430176,-1.726978063583374,-1.2109375,-1.0390625,-0.8206380009651184,-0.6049652099609375,-0.44989013671875,-0.3252665102481842,-0.22369384765625,-0.13860321044921875,-0.0689493790268898,0.042091004550457
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I let my children throw icicles at each other, since it's only water. Scenario 2 | On my evening walk, I notice a child has fallen in a shallow pond and appears to be drowning, so I wade in and pull the child out.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",1,B,test,-2.7049691677093506,-0.01048437661902849,-8.875,-7.330592155456543,-6.402901649475098,-5.581414699554443,-4.887799263000488,-4.273163318634033,-3.796638250350952,-3.3629214763641357,-3.021662473678589,-2.704571485519409,-2.6197917461395264,-1.732935905456543,-1.2649275064468384,-0.9330813884735107,-0.7335348129272461,-0.5662102699279785,-0.43561437726020813,-0.3089093565940857,-0.20800279080867767,-0.09420808404684067
moral_disputes, Papadaki argues that,sexual objectification is not always wrong.,sexual objectification involves the total reduction of a person to an object.,sexual objectification is not explainable in Kantian terms.,sexual objectification involves the denial of a person's humanity.,3,D,test,-7.152641296386719,-0.24664280332367997,-12.0625,-12.0625,-12.0625,-12.0625,-12.0625,-12.0625,-10.65625,-10.65625,-10.65625,-7.161458492279053,-2.15625,-2.15625,-2.15625,-2.15625,-2.15625,-2.15625,-1.552734375,-1.552734375,-1.552734375,-0.9114583134651184
philosophy,"The study of reality in the broadest sense, an inquiry into the elemental nature of the universe and the things in it, is known as _____.",metaphysics,epistemology,quantum physics,axiology,0,A,dev,-2.3343183994293213,-0.022445369225281935,-10.4375,-7.699999809265137,-6.109375,-4.9921875,-4.240513324737549,-3.702665328979492,-3.2865233421325684,-2.91355299949646,-2.595665454864502,-2.335784912109375,-2.21875,-1.25390625,-0.72515869140625,-0.4386097192764282,-0.2599399983882904,-0.13180720806121826,-0.0284423828125,0.06426205486059189,0.14293494820594788,0.23913994431495667
college_computer_science,"Consider the representation of six-bit numbers by two's complement, one's complement, or by sign and magnitude. In which representation is there overflow from the addition of the integers 011000 and 011000?",Two's complement only,Sign and magnitude and one's complement only,Two's complement and one's complement only,All three representations,3,D,test,-2.225557565689087,-0.01601120550855458,-7.9765625,-6.704861164093018,-5.573660850524902,-4.778782844543457,-4.124674320220947,-3.568830728530884,-3.132697582244873,-2.7758162021636963,-2.4744873046875,-2.225386619567871,-2.369140625,-1.8155381679534912,-1.2563650608062744,-0.9085115194320679,-0.6697590947151184,-0.4977774918079376,-0.3666130602359772,-0.25946515798568726,-0.16597123444080353,-0.06907685101032257
human_sexuality,Castration in adulthood,will produce a high voice because of decreased testosterone production.,will produce a high voice because of the pain that accompanies the procedure.,will not produce a high voice because the larynx has already grown.,will not produce a high voice because castration does not affect testosterone production.,2,C,test,-5.046229362487793,-0.1627815923383159,-8.4375,-8.4375,-8.4375,-8.4375,-7.71875,-7.71875,-7.71875,-6.234375,-6.234375,-5.048828125,-0.7890625,-0.7890625,-0.7890625,-0.7890625,-0.6484375,-0.6484375,-0.6484375,-0.3541666567325592,-0.3541666567325592,-0.0380859375
professional_law,"A worker was injured when a machine he was using on the job malfunctioned. The worker brought a federal diversity action against both the machine's manufacturer and the company responsible for the machine's maintenance. At trial, the worker submitted a proposed jury instruction on negligence. The court did not accept the proposed instruction and instead gave a negligence instruction that the worker's attorney believed was less favorable and legally incorrect. The attorney did not object to the negligence instruction before it was given. The jury returned a verdict for the defendants. The worker has moved for a new trial on the ground that the court's negligence instruction was improper. What argument has the best chance of persuading the court to grant the motion?",Issues of law can be raised at any time.,The court's negligence instruction was incorrect and the worker's objection to it was preserved when he submitted his it was preserved when he submitted his proposed negligence instruction.,The court's negligence instruction was plain error that affected the worker's substantial rights.,The need for a formal objection to a judicial ruling in order to preserve an argument has been eliminated in the Federal Rules of Civil Procedure.,2,C,test,-1.8247202634811401,-0.004739533151899065,-6.338942527770996,-5.232059955596924,-4.447027206420898,-3.8564815521240234,-3.3289291858673096,-2.8971989154815674,-2.569366693496704,-2.2777647972106934,-2.0304362773895264,-1.8251293897628784,-2.106370210647583,-1.3704427480697632,-0.909626305103302,-0.6556938886642456,-0.4630521833896637,-0.32201850414276123,-0.2168302834033966,-0.12275345623493195,-0.03821495547890663,0.05165623500943184
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I poured the motor oil into the cooker. Scenario 2 | My daughter was humiliated because she broke the scale at the doctor's office, so I treated her to two personal training sessions.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",1,B,test,-3.128145933151245,-0.012926222864261344,-8.9296875,-8.158203125,-7.111979007720947,-6.3037109375,-5.590234279632568,-4.98828125,-4.4259209632873535,-3.935791015625,-3.518402099609375,-3.128425121307373,-2.39453125,-1.845703125,-1.4842935800552368,-1.1733856201171875,-0.9344512820243835,-0.7541732788085938,-0.6023494005203247,-0.4717578887939453,-0.3491905927658081,-0.2123013734817505
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kissed my best friend's wife Scenario 2 | I keep boxes of candy in my van to draw in kids.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",0,A,test,-3.3297696113586426,-0.017342550059159596,-10.333333015441895,-9.09134578704834,-7.809210300445557,-6.721755027770996,-5.904829502105713,-5.31129789352417,-4.674422740936279,-4.198129653930664,-3.723785877227783,-3.32989501953125,-3.1536457538604736,-2.313701868057251,-1.8401521444320679,-1.3887892961502075,-1.0801743268966675,-0.8923840522766113,-0.70644211769104,-0.5677255392074585,-0.4212501645088196,-0.2761933207511902
machine_learning,"Statement 1| The SVM learning algorithm is guaranteed to find the globally optimal hypothesis with respect to its object function. Statement 2| After being mapped into feature space Q through a radial basis kernel function, a Perceptron may be able to achieve better classification performance than in its original space (though we can’t guarantee this).","True, True","False, False","True, False","False, True",0,A,test,-3.0281918048858643,-0.012670258597848804,-9.854166984558105,-8.15625,-7.120065689086914,-6.198918342590332,-5.469482421875,-4.751402378082275,-4.257378578186035,-3.766301155090332,-3.3929991722106934,-3.028792142868042,-2.7239582538604736,-2.060697078704834,-1.6918174028396606,-1.3438626527786255,-1.0807342529296875,-0.8514623641967773,-0.6909288167953491,-0.5303860902786255,-0.4050040543079376,-0.27082332968711853
high_school_european_history,"This question refers to the following information.
Under the name of Chartist well-meaning inconsiderate men and other misled men have in very many cases, all over the country from the extreme west to the extreme east and from Brighton in the south to nearly the extreme north of Scotland, denounced every man who is not a working man, applied to him, the grossest epithets and most atrocious intentions and conduct, have threatened them with vengeance and in some places, have proposed plans for the seizure and division of their property—numbers of misled men and others of bad character, under the self-denomination of Chartists have gone from place to place and in the most violent manner disturbed and dispersed meetings of various kinds. Your Committee object to the words Household Suffrage since under any honest definition of the words—they would exclude a large majority of the men of these kingdoms—and because they have become reasonably obnoxious to the political portion of the working people.
—Excerpt of a letter from British social reformer Francis Place, written in 1842
Which of the following best characterizes the historical point of view of the document above?",The author must not be a radical reformer because he criticizes the Chartists.,The author must be a radical reformer because he criticizes the Chartists.,The author believes in universal male suffrage.,The author thinks the Chartists are the best part of the reform movement.,0,A,validation,-3.201409339904785,-0.0049866189095090115,-10.0,-8.19361400604248,-7.173460006713867,-6.3191237449646,-5.6188859939575195,-5.008152008056641,-4.456036567687988,-3.9689834117889404,-3.554133176803589,-3.201141119003296,-2.6966712474823,-1.9124490022659302,-1.4429347515106201,-1.1106693744659424,-0.8685286641120911,-0.6814208030700684,-0.5265488028526306,-0.3942496180534363,-0.2797919511795044,-0.16254644095897675
security_studies,Which of these is not a widely articulated or valid criticism of constructivism?,Constructivism lacks the ability to empirically prove its theories.,The rationalist foundations of constructivism create difficulties in applying its theories within a changing international system.,"By regarding the state as the most important actor, constructivism neglects internationalization in a globalized world.","Despite rejecting causality, constructivists simply replace the material trigger of causality with ideas.",1,B,test,-3.98582124710083,-0.053144283294677734,-12.5,-11.53125,-9.6171875,-8.574999809265137,-7.129464149475098,-6.4765625,-5.955729007720947,-5.004438877105713,-4.618978023529053,-3.984096050262451,-4.6875,-3.796875,-2.619140625,-2.2164063453674316,-1.4991629123687744,-1.257080078125,-1.060546875,-0.7682883739471436,-0.64697265625,-0.3796038031578064
professional_accounting,The Internal Revenue Code and the Regulations do not impose penalties on tax return preparers for which of the following?,Failure to sign a prepared tax return as a tax preparer.,Failure to provide a copy of a prepared tax return to the taxpayer.,Failure to notify a taxpayer about an inadvertent error on a tax return filed 10 years ago.,Failure to retain copies of prepared tax returns or a list of taxpayers for whom such returns were prepared for the last three years.,2,C,test,-2.667358875274658,-0.0258966881094627,-7.953125,-6.96875,-6.302083492279053,-5.8359375,-5.123437404632568,-4.462890625,-3.9366629123687744,-3.490997314453125,-3.111463785171509,-2.667339563369751,-1.1796875,-0.8876953125,-0.7561848759651184,-0.618927001953125,-0.4907775819301605,-0.3981374204158783,-0.309173583984375,-0.23414993286132812,-0.1431376188993454,0.0011945451842620969
marketing,Marketing that moves away from a transaction-based effort to a conversation (i.e. two-way dialogue) and can be described as a situation or mechanism through which marketers and a customer (e.g. stakeholders) interact usually in real-time is known as:,Digital marketing.,Interactive marketing.,Direct marketing.,Electronic marketing.,1,B,test,-3.1115500926971436,-0.01767926189032468,-8.734375,-7.53819465637207,-6.651785850524902,-5.951480388641357,-5.356119632720947,-4.824622631072998,-4.302619457244873,-3.8610777854919434,-3.4649879932403564,-3.1126821041107178,-2.85546875,-1.9058159589767456,-1.4849330186843872,-1.1589484214782715,-0.9036356806755066,-0.7176303267478943,-0.5641300082206726,-0.4241974651813507,-0.2966253161430359,-0.176513671875
sociology,Socialization is:,the formation of an attachment bond between an infant and its carer,a tendency of social theorists to explain everything in terms of social causes,the process of becoming part of a society by learning its norms and values,the historical process by which societies change from traditional to modern,2,C,test,-4.068223476409912,-0.1627289390563965,-6.09375,-6.09375,-6.09375,-6.09375,-6.09375,-6.09375,-5.421875,-5.421875,-5.421875,-4.065104007720947,-1.71875,-1.71875,-1.71875,-1.71875,-1.71875,-1.71875,-0.572265625,-0.572265625,-0.572265625,-0.109375
high_school_statistics,"As reported on CNN, in a May 1999 national poll 43% of high school students expressed fear about going to school. Which of the following best describes what is meant by the poll having a margin of error of 5%?",It is likely that the true proportion of high school students afraid to go to school is between 38% and 48%.,Five percent of the students refused to participate in the poll.,Between 38% and 48% of those surveyed expressed fear about going to school.,There is a 0.05 probability that the 43% result is in error.,0,A,test,-2.376801013946533,-0.015138859961442886,-7.412499904632568,-6.346875190734863,-5.6072916984558105,-4.928906440734863,-4.35031270980835,-3.853775978088379,-3.393749952316284,-3.010009765625,-2.690711736679077,-2.3777644634246826,-1.9890625476837158,-1.478515625,-1.140234351158142,-0.9130859375,-0.7072070240974426,-0.5519368648529053,-0.41700613498687744,-0.30316162109375,-0.20680338144302368,-0.09232345223426819
abstract_algebra,Compute the product in the given ring. (12)(16) in Z_24,0,1,4,6,0,A,test,-2.253762722015381,-0.039539696877462824,-7.375,-5.098958492279053,-4.481249809265137,-4.060267925262451,-3.618055582046509,-3.248579502105713,-2.9609375,-2.7135417461395264,-2.4834558963775635,-2.2540090084075928,-4.09375,-1.8216146230697632,-1.109619140625,-0.7127860188484192,-0.442626953125,-0.24638228118419647,-0.09699894487857819,0.014111327938735485,0.10528205335140228,0.19637900590896606
college_medicine,"Myoclonic epilepsy and ragged-red fiber (MERRF) is an extremely rare disorder that affects neuromuscular systems. MERRF results from a mutation in mitochondrial DNA (mtDNA) that impairs protein synthesis, oxygen consumption, and energy production. When an affected male and a normal female reproduce, which of the following best predicts the expected phenotypic ratios of the offspring?",None of the offspring will be affected,All males and no females will be affected,Half of males and half of females will be affected,One-fourth of the offspring will be affected,0,A,test,-1.8078454732894897,-0.007117501863344448,-6.35546875,-5.28125,-4.419270992279053,-3.8115234375,-3.320117235183716,-2.9278972148895264,-2.5604770183563232,-2.2567367553710938,-2.008434295654297,-1.8076881170272827,-1.853515625,-1.30908203125,-0.94586181640625,-0.7036361694335938,-0.549670398235321,-0.4310811460018158,-0.32366943359375,-0.23148345947265625,-0.1462470144033432,-0.06306762993335724
professional_psychology,"According to Piaget, children are ___________.",“Blank slates”,Less intelligent than adults,“Little scientists”,Shaped by culture,2,C,test,-2.8495311737060547,-0.06332291497124566,-7.78125,-7.78125,-6.859375,-6.083333492279053,-5.296875,-4.818749904632568,-4.20703125,-3.650669574737549,-3.20281982421875,-2.8469510078430176,-1.015625,-1.015625,-0.84765625,-0.697265625,-0.54638671875,-0.4317871034145355,-0.35009765625,-0.267578125,-0.17578125,-0.09375
professional_law,"Mary, a wealthy St. Petersburg widow, executed her first and only will on May 15, 1990 and died on August 18, 1990. Her will provided that her estate be divided equally between her only child, Joan, and the Salvation Army of Largo. How will Mary's estate actually be distributed?",100% to Joan.,100% to Joan if she files a timely petition requesting that the devise to the Salvation Army be avoided.,50% to Joan and 50% to the Salvation Army.,"50% to Joan and the income from the remaining 50% to Joan for life, remainder to the Salvation Army, if Joan files a timely petition protesting the devise to the Salvation Army.",2,C,test,-2.1986382007598877,-0.011275067696204552,-8.477678298950195,-6.767857074737549,-5.627976417541504,-4.778738975524902,-4.089062690734863,-3.56640625,-3.146683692932129,-2.7791659832000732,-2.4770348072052,-2.1984803676605225,-3.8705356121063232,-2.5122768878936768,-1.8790922164916992,-1.4534432888031006,-1.1521658897399902,-0.932131826877594,-0.7527328729629517,-0.6003265380859375,-0.4590948224067688,-0.3133407235145569
professional_law,"An investor owned a building in a city. This was the only piece of real estate that the investor owned. The three-story building had a store on the ground floor and apartments on the other two floors. The investor entered into a leasehold agreement with a tenant, who would lease the first floor, where she planned to open a sporting goods store. After identifying the parties, the operative words of the lease were as follows: ""Landlord hereby agrees to lease for the three years the first floor of his building in the city to tenant, reserving unto said landlord annual rental in the sum of $12,000 payable in advance in monthly installments of $1,000. ""After the tenant took possession and the investor accepted her rent payment for the first floor of the building, which of the following most accurately describes the legal relationship between the parties?",A tenancy at will was created.,A periodic tenancy from month-to-month was created.,A periodic tenancy from year-to-year was created.,The tenant's equitable three-year term became a legal three-year term.,3,D,test,-2.0954480171203613,-0.004806073433762297,-7.955882549285889,-6.2120537757873535,-5.237680435180664,-4.457923889160156,-3.8592851161956787,-3.3436756134033203,-2.9494428634643555,-2.6051340103149414,-2.3329083919525146,-2.0947062969207764,-2.3074448108673096,-1.5969866514205933,-1.1700791120529175,-0.8404000401496887,-0.6291518211364746,-0.4627406597137451,-0.3369290828704834,-0.2248317152261734,-0.12766143679618835,-0.0294189453125
