question,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
" В морской биогеохимии, как взаимосвязь потоков питательных веществ, вызванных мезомасштабными вихрями, с сетями экспрессии микробных генов влияет на эффективность секвестрации углерода в олиготрофных круговоротах в условиях прогнозируемых сценариев изменения климата?",-2.0939338207244873,-0.007642094236220757,-9.12890625,-7.49609375,-6.078775882720947,-4.919189453125,-4.09912109375,-3.4720256328582764,-2.9861972332000732,-2.616291046142578,-2.3265631198883057,-2.093906879425049,-1.7373046875,-1.25244140625,-0.8586934208869934,-0.634552001953125,-0.48960572481155396,-0.3823903501033783,-0.295257568359375,-0.21046829223632812,-0.128814697265625,-0.0420074462890625
Как включение явно коррелированных сил связанных кластеров (CCSD-F12) в расчеты молекулярной динамики ab initio влияет на прогнозируемый ландшафт свободной энергии и константы скорости реакции протон-сопряженного переноса электронов в водной среде?,-2.5764546394348145,-0.009542424590499313,-10.802083015441895,-8.59375,-6.782894611358643,-5.778749942779541,-4.91943359375,-4.2687087059021,-3.735595703125,-3.2306602001190186,-2.8912711143493652,-2.575038433074951,-3.04296875,-2.1357421875,-1.5738075971603394,-1.228552222251892,-0.9521198272705078,-0.7868282794952393,-0.652367353439331,-0.5079477429389954,-0.39355576038360596,-0.2651224136352539
" Каким образом адаптивное уточнение сетки в сочетании с уравнениями реакции-диффузии-адвекции может прояснить пространственно-временную эволюцию формирования паттернов, обусловленных генами, в эмбриональных тканях, подверженных механической обратной связи и стохастическому шуму экспрессии генов?",-2.088277578353882,-0.007327289748610112,-9.026785850524902,-7.2479166984558105,-5.86345100402832,-4.926915168762207,-4.137219429016113,-3.491377115249634,-2.998042345046997,-2.618939161300659,-2.324066638946533,-2.0887181758880615,-2.739955425262451,-1.8555989265441895,-1.2728111743927002,-0.936279296875,-0.7328162789344788,-0.5911891460418701,-0.4705566465854645,-0.3649824857711792,-0.26980289816856384,-0.1549118608236313
" Как пространственная неоднородность диффузии питательных веществ в сочетании с петлями обратной связи, основанными на механизме кворумного зондирования, влияет на эволюцию сетей метаболического перекрестного питания среди искусственно созданных микробных консорциумов в микрофлюидных хемостатных системах?",-2.3133246898651123,-0.008004583701955406,-9.495535850524902,-7.647916793823242,-6.27445650100708,-5.247983932495117,-4.497195720672607,-3.8546791076660156,-3.313671827316284,-2.897515296936035,-2.572453498840332,-2.3119518756866455,-3.0401785373687744,-1.9695312976837158,-1.38695228099823,-1.0317658185958862,-0.8094106912612915,-0.6521074175834656,-0.5325927734375,-0.4324253499507904,-0.33842188119888306,-0.24343137443065643
"Каковы основные нелинейные динамические процессы и механизмы энергетического каскада, связывающие субмезомасштабную турбулентность с формированием термохалинных лестничных структур в Южном океане, и как они влияют на чувствительность меридиональной опрокидывающей циркуляции к увеличению притока пресной воды?",-1.8696885108947754,-0.006110093172858743,-8.03125,-7.03125,-5.634615421295166,-4.560044765472412,-3.741011142730713,-3.131697654724121,-2.682871103286743,-2.3439929485321045,-2.080293655395508,-1.869926929473877,-2.8544921875,-1.9641543626785278,-1.332197904586792,-0.9833269119262695,-0.7724262475967407,-0.6227601170539856,-0.5011252164840698,-0.39130496978759766,-0.2858573794364929,-0.17505088448524475
" Как в многофазном каталитическом реакторе, работающем в условиях кратковременных скачков температуры, взаимосвязанные ограничения массопереноса и динамика реконструкции поверхности перовскитных оксидов влияют на селективность в отношении реакций C-C-связывания по сравнению с реакциями окисления CO?",-2.16679048538208,-0.00739518936990471,-8.602678298950195,-6.760416507720947,-5.669034004211426,-4.759375095367432,-4.144425868988037,-3.5684895515441895,-3.118145227432251,-2.7065978050231934,-2.4246320724487305,-2.1660046577453613,-1.6395089626312256,-1.142968773841858,-0.8724170923233032,-0.629260241985321,-0.49419012665748596,-0.3792616128921509,-0.29438430070877075,-0.20119425654411316,-0.1175573542714119,-0.013507487252354622
" Как в неравновесной квантовой многочастичной системе возникновение топологически защищенных возбуждений зависит от взаимодействия сильной спин-орбитальной связи, электрон-фононных взаимодействий и периодически изменяющихся во времени управляющих полей?",-2.2476401329040527,-0.009605299713265182,-9.068750381469727,-7.295454502105713,-6.1474609375,-5.1711649894714355,-4.435474395751953,-3.7148141860961914,-3.24519419670105,-2.809889316558838,-2.523958683013916,-2.2486178874969482,-2.262500047683716,-1.7049006223678589,-1.254241943359375,-0.9025434851646423,-0.7227919101715088,-0.561826765537262,-0.45559853315353394,-0.3482832610607147,-0.2698551118373871,-0.16854137182235718
"Каким образом анизотропные конвективные процессы в мантии влияют на временную эволюцию частоты геомагнитных инверсий Земли, и как можно подтвердить результаты сопряженных магнитогидродинамических и термоупругих моделирований на основе палеомагнитных данных?",-1.9320136308670044,-0.007459512088289592,-7.6339287757873535,-6.4754462242126465,-5.407738208770752,-4.570591449737549,-3.764214515686035,-3.212754249572754,-2.777158260345459,-2.4392127990722656,-2.1731534004211426,-1.9316918849945068,-2.1640625,-1.3805803060531616,-0.9665992259979248,-0.720488429069519,-0.5470877885818481,-0.43904078006744385,-0.35042664408683777,-0.26709574460983276,-0.18493413925170898,-0.08723746240139008
" В контексте термохалинных циркуляционных моделей, учитывающих стохастическое атмосферное воздействие, как структура бифуркации Атлантического меридионального опрокидывающего течения реагирует на нелинейные обратные связи, обусловленные альбедо морского льда и изменчивостью потока пресной воды?",-2.1491262912750244,-0.007410780314741463,-8.915178298950195,-7.318749904632568,-6.1311140060424805,-5.087701797485352,-4.254106521606445,-3.63554048538208,-3.101919651031494,-2.703298330307007,-2.394461154937744,-2.1488752365112305,-3.0122768878936768,-1.953125,-1.44268000125885,-1.0732500553131104,-0.8451209664344788,-0.70497727394104,-0.5803990960121155,-0.4757395088672638,-0.3764753043651581,-0.2678253948688507
" Какие взаимосвязанные динамические и термохимические процессы регулируют зарождение мантийных плюмов под экзопланетами с неподвижной литосферной плитой, и как изменения теплового потока между ядром и мантией, а также содержания летучих веществ влияют на тектонику поверхности и эволюцию атмосферы?",-2.057793378829956,-0.007120392314290506,-8.754464149475098,-7.0066962242126465,-5.791903495788574,-4.849946022033691,-3.9984164237976074,-3.435458183288574,-2.9798080921173096,-2.5777370929718018,-2.304694414138794,-2.0555381774902344,-2.5379464626312256,-1.7098214626312256,-1.2087734937667847,-0.9126050472259521,-0.7045098543167114,-0.5770811438560486,-0.47169822454452515,-0.35377994179725647,-0.2534027099609375,-0.13072699308395386
"Как изменения плотности растворителя, температурных градиентов и коэффициентов диффузии в порах в системе экстракции лигноцеллюлозной биомассы под высоким давлением сверхкритического CO₂ синергетически влияют на селективность и выход целевых фенольных мономеров?",-2.3425188064575195,-0.008675995579472295,-9.005208015441895,-7.861979007720947,-6.697916507720947,-5.613932132720947,-4.580897331237793,-3.8992292881011963,-3.372570037841797,-2.9622740745544434,-2.639399766921997,-2.341403007507324,-3.359375,-2.2819011211395264,-1.6656358242034912,-1.265960693359375,-0.9728058576583862,-0.8033084273338318,-0.6667026281356812,-0.5469796061515808,-0.4397239089012146,-0.3275146484375
" Как нелинейная взаимосвязь между вызванными аэрозолями микрофизическими изменениями облаков и обратной связью поглощения углерода океаном изменяет прогнозируемую переходную климатическую чувствительность в условиях сценариев с высокими выбросами, учитывая стохастическую изменчивость морских биогеохимических циклов?",-2.2551398277282715,-0.007542273671332012,-8.65625,-7.375,-6.327499866485596,-5.287454128265381,-4.377997875213623,-3.7707183361053467,-3.2310221195220947,-2.8526058197021484,-2.5191843509674072,-2.2555489540100098,-1.64208984375,-1.1341911554336548,-0.8149780035018921,-0.5933496952056885,-0.46036264300346375,-0.3721265494823456,-0.2877756655216217,-0.21000312268733978,-0.12308412790298462,-0.02844451181590557
" Какие новые алгоритмы, основанные на теории графов и используемые в мультиомиксных исследованиях отдельных клеток, могут помочь выявить причинно-следственные регуляторные сети, отражающие стохастические всплески экспрессии генов с учетом пространственной архитектуры тканей и петель обратной связи межклеточной сигнализации?",-2.4664814472198486,-0.007956391765225319,-9.727678298950195,-8.274553298950195,-6.75,-5.6143975257873535,-4.809151649475098,-4.146670341491699,-3.569614887237549,-3.1252119541168213,-2.7785837650299072,-2.4655039310455322,-3.5279018878936768,-2.2391183376312256,-1.5814034938812256,-1.1797746419906616,-0.9330008625984192,-0.761712908744812,-0.6306052803993225,-0.5171639323234558,-0.400859534740448,-0.25754085183143616
"Каким образом одновременное получение высокоразрешенных вертикальных профилей следовых газов, микрофизики аэрозолей и изотопного состава с помощью спутниковой спектроскопии с края атмосферы может ограничить взаимосвязанные обратные связи фотохимии и динамики, которые определяют восстановление стратосферного озона при различных амплитудах солнечного цикла?",-2.6346585750579834,-0.008081774770116514,-10.640625,-8.582720756530762,-7.082331657409668,-5.9491071701049805,-5.050958633422852,-4.398249626159668,-3.788005828857422,-3.309793472290039,-2.934095621109009,-2.6340177059173584,-2.62109375,-1.8520220518112183,-1.3075796365737915,-0.9633597135543823,-0.751122236251831,-0.603582501411438,-0.47210493683815,-0.3613499104976654,-0.25968605279922485,-0.1469677984714508
 Как взаимосвязь между анизотропией сети подземных трещин и эпизодическими экстремальными осадками в засушливых водосборных бассейнах влияет на пространственно-временную эволюцию предпочтительных путей стока и скорости пополнения грунтовых вод?,-1.9580110311508179,-0.007832044124603272,-9.541666984558105,-7.867788314819336,-6.017578125,-4.84765625,-3.922407627105713,-3.2645506858825684,-2.8466320037841797,-2.4740006923675537,-2.186145544052124,-1.9577422142028809,-1.734375,-1.172457218170166,-0.7483154535293579,-0.5603215098381042,-0.4136925935745239,-0.3034301698207855,-0.22538425028324127,-0.1459776610136032,-0.06110839918255806,0.027307311072945595
 Каким образом аллостерическая регуляция комплекса пируватдегидрогеназы интегрирует поток митохондриального ацетил-КоА с ядерными эпигенетическими модификациями во время клеточной дифференциации в условиях гипоксического стресса?,-2.055647611618042,-0.00852965813949395,-9.09375,-7.528846263885498,-6.242598533630371,-4.996994972229004,-4.062026500701904,-3.4638922214508057,-2.9446861743927,-2.6065545082092285,-2.2976980209350586,-2.0540027618408203,-3.3255207538604736,-2.28125,-1.756373405456543,-1.2834731340408325,-1.0006492137908936,-0.8302392959594727,-0.678231954574585,-0.5713911652565002,-0.4536784589290619,-0.3371424674987793
" Как взаимодействие между истощением стратосферного озона и радиационным воздействием, вызванным аэрозолями, влияет на вертикальное распределение тропосферных гидроксильных радикалов, и каковы последствия для времени жизни метана при будущих сценариях выбросов?",-1.8243218660354614,-0.007071014984633571,-7.765625,-6.268028736114502,-5.197368621826172,-4.269831657409668,-3.5529119968414307,-3.0601212978363037,-2.61090350151062,-2.313772439956665,-2.039783477783203,-1.823442816734314,-1.779296875,-1.0473257303237915,-0.7417538166046143,-0.537054181098938,-0.40895867347717285,-0.3224041163921356,-0.236615389585495,-0.16841067373752594,-0.08252004534006119,0.022290317341685295
Как взаимодействие между эпистатической топологией сети и колеблющимся селективным давлением формирует распределение вероятностей адаптивных смещений пиков в многомерных ландшафтах приспособленности в эволюционных временных масштабах?,-2.6228272914886475,-0.010838129303672096,-9.199999809265137,-7.912499904632568,-7.083333492279053,-6.0703125,-5.129374980926514,-4.392317771911621,-3.8057198524475098,-3.3414673805236816,-2.971571922302246,-2.6221277713775635,-3.965625047683716,-2.8851561546325684,-2.2174479961395264,-1.7194656133651733,-1.3643712997436523,-1.1232391595840454,-0.9345118999481201,-0.7715064883232117,-0.6319640874862671,-0.476656436920166
" В контексте непертурбативной квантовой хромодинамики, как можно согласовать расчеты структуры адронов в рамках решеточной калибровочной теории с экспериментальными данными глубоконеупругого рассеяния, чтобы ограничить функции распределения партонов тяжелых кварков при низких долях импульса?",-1.9036680459976196,-0.006475061380944285,-8.339285850524902,-6.760416507720947,-5.645596504211426,-4.571223735809326,-3.819679021835327,-3.1650607585906982,-2.742403507232666,-2.378044605255127,-2.12982439994812,-1.9026432037353516,-2.7075893878936768,-1.6786458492279053,-1.1913951635360718,-0.865307629108429,-0.689156174659729,-0.548670768737793,-0.45283859968185425,-0.3493286073207855,-0.25849390029907227,-0.1407649666070938
" Каким образом эпистатические взаимодействия между регуляторными некодирующими РНК и белками, ремоделирующими хроматин, могут приводить к быстрым фенотипическим изменениям во время адаптивной радиации, и как эти изменения можно количественно смоделировать с использованием популяционно-геномных временных рядов?",-1.6862205266952515,-0.0056207350889841716,-8.2265625,-5.9794921875,-4.854817867279053,-3.9901123046875,-3.3141112327575684,-2.8019611835479736,-2.4086129665374756,-2.109713077545166,-1.8753005266189575,-1.6877704858779907,-2.4794921875,-1.63037109375,-1.136182188987732,-0.8478431701660156,-0.6680328249931335,-0.5343754887580872,-0.4285648763179779,-0.33358192443847656,-0.2461971640586853,-0.15473175048828125
" Какие новые статистические модели могут совместно моделировать карты дальних хроматиновых контактов и аллель-специфическую экспрессию в отдельных клетках для выявления причинных регуляторных вариантов, влияющих на трехмерную архитектуру генома в различных линиях развития?",-2.6666057109832764,-0.01013918521286417,-9.520833015441895,-7.875,-6.579861164093018,-5.742838382720947,-5.0703125,-4.47569465637207,-3.865664482116699,-3.3886184692382812,-3.0131118297576904,-2.667344808578491,-2.48828125,-1.833984375,-1.5149739980697632,-1.2067056894302368,-0.9629618525505066,-0.7912445068359375,-0.659155011177063,-0.5467923283576965,-0.44021153450012207,-0.3165653347969055
"В контексте проектирования высокоэнтропийных сплавов, как можно интегрировать межатомные потенциалы, полученные с помощью машинного обучения, с методами термодинамического интегрирования для прогнозирования температурно-зависимой фазовой стабильности и возникающей механической анизотропии в системах с несколькими основными элементами?",-1.8687996864318848,-0.006147367389578568,-8.285714149475098,-6.490624904632568,-5.194972991943359,-4.341985702514648,-3.692908763885498,-3.16215181350708,-2.6973888874053955,-2.349464178085327,-2.080954074859619,-1.8675228357315063,-1.92578125,-1.1628906726837158,-0.781941294670105,-0.574530839920044,-0.44891592860221863,-0.36997190117836,-0.2914344072341919,-0.21843744814395905,-0.14115731418132782,-0.03818805515766144
" Каковы термодинамические ограничения и кинетические механизмы, управляющие неравновесной самосборкой синтетических протоячеек в условиях флуктуирующего окислительно-восстановительного градиента, и как они влияют на устойчивость возникающей метаболической сети при стохастических возмущениях?",-1.8386772871017456,-0.006735081637735332,-7.94921875,-6.755859375,-5.518880367279053,-4.5068359375,-3.692578077316284,-3.0974528789520264,-2.6590631008148193,-2.326923370361328,-2.068376302719116,-1.8385567665100098,-2.6298828125,-1.65087890625,-1.1861597299575806,-0.8844470977783203,-0.6997085809707642,-0.5735588073730469,-0.47305843234062195,-0.3822336196899414,-0.29825931787490845,-0.19169636070728302
" Как аллостерическая модуляция третичных контактов рибосомальной РНК влияет на кинетический путь образования пептидной связи при различных внутриклеточных концентрациях магния, и каковы последствия этого для точности трансляции у экстремофильных архей?",-2.1591098308563232,-0.008401205567534332,-8.90625,-6.9375,-5.681743621826172,-4.902500152587891,-4.15478515625,-3.5827507972717285,-3.124755859375,-2.709238052368164,-2.4250080585479736,-2.1597728729248047,-2.7161457538604736,-2.0071613788604736,-1.5155736207962036,-1.1665698289871216,-0.8999958038330078,-0.7377945780754089,-0.5993222594261169,-0.46371519565582275,-0.36600640416145325,-0.2383890151977539
 Каким образом взаимодействие между фазово-разделенными безмембранными органеллами и комплексами ремоделирования хроматина влияет на стохастический шум экспрессии генов на ранних стадиях принятия решений о судьбе эмбриональных клеток?,-2.0808472633361816,-0.008779946258802454,-9.859375,-7.291666507720947,-5.799342155456543,-4.899374961853027,-4.06622314453125,-3.4791839122772217,-3.0228769779205322,-2.6108434200286865,-2.3362908363342285,-2.080759048461914,-2.72265625,-2.0341796875,-1.331721305847168,-1.0031042098999023,-0.7687978744506836,-0.6241511106491089,-0.5079227685928345,-0.3900690972805023,-0.2971999943256378,-0.1782069206237793
"Как взаимодействие механизмов обратной связи между растениями и почвой, а также микроклиматическая изменчивость влияют на скорость поглощения углерода в неоднородных лесных ландшафтах умеренного пояса в рамках прогнозируемых климатических сценариев на 2100 год?",-2.0657520294189453,-0.007884549730606661,-9.682291984558105,-7.377403736114502,-6.035937309265137,-5.010416507720947,-4.103285789489746,-3.505615234375,-2.988067626953125,-2.6011579036712646,-2.302664279937744,-2.0656254291534424,-3.0716145038604736,-2.002403736114502,-1.3438431024551392,-0.9907147288322449,-0.7797465324401855,-0.6543800234794617,-0.5409409403800964,-0.44293269515037537,-0.34990403056144714,-0.2491728812456131
" Как можно сформулировать формулу совместной инверсии данных сейсмической анизотропии, магнитотеллурических и гравиметрических измерений для одновременного разрешения трехмерных распределений температуры, состава и насыщенности флюидами литосферы с учетом нелинейной связи и количественной оценки неопределенности?",-2.119227170944214,-0.007332965989426346,-8.245535850524902,-6.8145833015441895,-5.7024455070495605,-4.787298202514648,-4.090144157409668,-3.5034074783325195,-3.0381391048431396,-2.657830238342285,-2.35868501663208,-2.119830846786499,-1.4620535373687744,-1.0266927480697632,-0.708267867565155,-0.5160384774208069,-0.3974640667438507,-0.30889761447906494,-0.22504660487174988,-0.1436418741941452,-0.0660572350025177,0.0201416015625
" Как стохастическая изменчивость инфильтрационной способности водосборного бассейна, модулируемая климатически обусловленным гистерезисом влажности почвы, влияет на показатель масштабирования степенного распределения величин паводковых событий в рамках вложенных речных бассейнов?",-2.6467673778533936,-0.00958973687628041,-8.520833015441895,-7.418269157409668,-6.646381378173828,-5.702524185180664,-4.923295497894287,-4.346955299377441,-3.77449893951416,-3.360356330871582,-2.962723970413208,-2.648495674133301,-1.9427083730697632,-1.3404446840286255,-1.1085525751113892,-0.8874136209487915,-0.6906886100769043,-0.5714205503463745,-0.46219536662101746,-0.38052603602409363,-0.287643164396286,-0.18001672625541687
" Каким образом эпигенетическое наследование модулирует динамику адаптивной радиации в быстро диверсифицирующихся линиях цихлид, и какие геномные признаки отличают вызванные отбором эпигенетические изменения от нейтрального дрейфа в градиентах микросреды обитания?",-2.117805242538452,-0.008114196331564951,-9.107142448425293,-7.568749904632568,-6.181107997894287,-4.980729103088379,-4.1202712059021,-3.551323890686035,-3.031848907470703,-2.6804518699645996,-2.3657913208007812,-2.116760730743408,-3.0691964626312256,-1.953125,-1.44677734375,-1.0630594491958618,-0.8269861936569214,-0.6824368238449097,-0.5506649613380432,-0.44713032245635986,-0.33251503109931946,-0.21286091208457947
"Каковы квантовые многочастичные механизмы, управляющие возникновением высокотемпературной сверхпроводимости в богатых водородом клатратных гидратах при мегабарных давлениях, и как взаимодействуют электрон-фононное взаимодействие и ангармоничность решетки?",-2.269867420196533,-0.008971807984966534,-9.34375,-7.855769157409668,-6.875,-5.438401222229004,-4.52911376953125,-3.767277717590332,-3.274712562561035,-2.83567214012146,-2.5423269271850586,-2.268537759780884,-4.3203125,-2.796574592590332,-2.0935444831848145,-1.562924861907959,-1.2633609771728516,-1.0257552862167358,-0.8724948167800903,-0.717276930809021,-0.596739649772644,-0.4625835716724396
 Как можно использовать многомерную дисперсию релаксации ЯМР в сочетании с байесовским выводом для количественной оценки переходных конформационных состояний с низкой плотностью в белках с внутренней неупорядоченной структурой в физиологических условиях?,-2.054314136505127,-0.007811080366939646,-7.541666507720947,-6.489583492279053,-5.67881965637207,-4.764999866485596,-4.074848651885986,-3.468855619430542,-2.9354803562164307,-2.587054967880249,-2.3104264736175537,-2.0537123680114746,-2.953125,-1.888916015625,-1.290444254875183,-0.9234790205955505,-0.7319906949996948,-0.5901951193809509,-0.45881375670433044,-0.3610607981681824,-0.27190834283828735,-0.1505504846572876
" Каким образом горизонтальный перенос генов, опосредованный бактериофагами, влияет на динамику коэволюции микробных сообществ в глубоководных гидротермальных экосистемах в условиях колеблющихся окислительно-восстановительных градиентов?",-1.5524663925170898,-0.006522968035786092,-8.067708015441895,-6.432692527770996,-4.940234184265137,-3.9084200859069824,-3.1387436389923096,-2.6090354919433594,-2.2309677600860596,-1.9474509954452515,-1.7275774478912354,-1.5523159503936768,-2.7734375,-1.6929086446762085,-1.1271148920059204,-0.8276073336601257,-0.6465113162994385,-0.5225964188575745,-0.4238217771053314,-0.3440108001232147,-0.2673684358596802,-0.1736680120229721
" В контексте адаптивного иммунитета, каковы механистические ограничения специфичности соматической гипермутации, направленной на зародышевые центры, которые позволяют согласовать диверсификацию высокоаффинных антител с предотвращением аутореактивности, учитывая доступность хроматина и пути репарации ДНК?",-2.2538788318634033,-0.007463174939945044,-9.142857551574707,-7.820833206176758,-6.557528495788574,-5.393750190734863,-4.401881217956543,-3.771224021911621,-3.2255306243896484,-2.8556559085845947,-2.5209498405456543,-2.255586624145508,-2.2745535373687744,-1.6208332777023315,-1.203901767730713,-0.8753947019577026,-0.6738570332527161,-0.5411268472671509,-0.4198504686355591,-0.326629638671875,-0.23095881938934326,-0.1275458037853241
