id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
4399,high_school_mathematics,Математика,"Бросаются шесть 6-гранных кубиков. Какова вероятность того, что на трех кубиках выпадут простые числа, а на остальных - составные?",\frac{125}{2916},\frac{5}{16},\frac{5}{54},\frac{5}{55},C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.7054507732391357,-0.011074355670383998,-8.125,-6.7098212242126465,-5.256249904632568,-4.035714149475098,-3.419921875,-2.8223819732666016,-2.4789631366729736,-2.1305716037750244,-1.9258816242218018,-1.7057808637619019,-2.0546875,-1.4592634439468384,-1.0487701892852783,-0.7415095567703247,-0.5955469608306885,-0.4478832483291626,-0.36483892798423767,-0.26263538002967834,-0.1886429339647293,-0.08527570217847824
11452,professional_law,Право,"Поставщик пиломатериалов и компания, производящая ограждения, подписали 1 мая следующее соглашение: ""Поставщик обещает продать, а компания, производящая ограждения, обещает купить 7000 секций частокола из красного дерева по цене 30 долларов за секцию. Каждая секция должна быть изготовлена из высококачественных расщепленных стволов красного дерева и иметь длину 7 футов и высоту 6 футов; 1000 секций должны быть доставлены продавцом 1 июня или до этого, и 1000 секций к первому дню каждого из следующих шести месяцев. Оплата за секции должна быть произведена в течение 10 дней с момента доставки. ""Первая партия из 1000 секций прибыла 27 мая, а компания по изготовлению ограждений отправила свой платеж 5 июня. Вторая партия прибыла 1 июля, а компания по изготовлению ограждений произвела оплату 5 июля. Августовская партия прибыла во второй половине дня 1 августа. После первоначального осмотра было обнаружено, что стволы из красного дерева имеют длину 7 футов и высоту 6,25 фута. Затем менеджер компании по производству ограждений позвонил президент поставщика пиломатериалов. Во время их разговора президент сказал менеджеру, что поставщик пиломатериалов не может заменить августовскую партию, но допустит корректировку цен. Менеджер отказался от предложения президента. На следующий день менеджер отправил президенту факс, в котором говорилось, что настоящим он отменяет все будущие поставки и возвращает последнюю партию из-за несоответствия. Если поставщик пиломатериалов подаст в суд на компанию по производству ограждений за нарушение контракта, суд, скорее всего, постановит, что компания по производству пиломатериалов","выиграла иск, потому что все поставки на сегодняшний день были своевременными.","выиграла иск, потому что президент предложил скорректировать цену на августовскую партию.","проиграла иск, потому что президент отказался заменить не соответствующие требованиям стволы.","проиграла иск, поскольку отклонение уменьшило стоимость всего контракта.",B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.7725121974945068,-0.0018330012383604001,-7.713414669036865,-5.925828456878662,-4.857250213623047,-4.061470985412598,-3.4412193298339844,-2.9327378273010254,-2.530330181121826,-2.2166244983673096,-1.9701131582260132,-1.7726316452026367,-2.9651296138763428,-1.6774166822433472,-1.119863748550415,-0.8287671208381653,-0.6442593932151794,-0.5046097636222839,-0.3884546160697937,-0.2872225046157837,-0.1936826854944229,-0.09397097676992416
5820,high_school_us_history,История,"Этот вопрос относится к следующей информации.
""Если вы проанализируете это, я полагаю, что само сердце и душа консерватизма - это либертарианство. Я думаю, что консерватизм на самом деле является неправильным термином, так же как либерализм является неправильным термином для либералов — если бы мы вернулись во времена революции, так называемые консерваторы сегодня были бы либералами, а либералы были бы тори. Основой консерватизма является стремление к меньшему вмешательству правительства, или к меньшей централизованной власти, или к большей индивидуальной свободе, и это также довольно общее описание того, что такое либертарианство. Так вот, я не могу сказать, что соглашусь со всем, что говорит нынешняя группа, называющая себя либертарианцами в смысле партии, потому что я думаю, что, как и в любом политическом движении, есть оттенки, и есть либертарианцы, которые почти достигли точки, когда хотят вообще не иметь правительства или анархия. Я верю, что существуют законные государственные функции. В упорядоченном обществе существует законная потребность в том, чтобы какое-то правительство поддерживало свободу, иначе мы столкнемся с тиранией отдельных лиц. Самый сильный человек в квартале будет управлять районом. У нас есть правительство, которое следит за тем, чтобы каждому из нас не приходилось носить дубинку, чтобы защищаться. Но опять же, я настаиваю на своем заявлении, что, по моему мнению, либертарианство и консерватизм идут одним и тем же путем"".
Рональд Рейган, интервью, опубликованное в журнале Reason, 1975
Все нижеперечисленные факторы способствовали распространению консерватизма в конце 1970-х и 1980-х годах, за исключением",успеха Либертарианской партии на национальных выборах,роста религиозного фундаментализма,предполагаемых экономических и внешнеполитических неудач при президенте Картере,"социальных изменений, последовавших за движением за гражданские права и войной во Вьетнаме",A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test,-2.240281105041504,-0.001924640124606103,-8.324128150939941,-6.894622325897217,-5.855983734130859,-4.991460800170898,-4.288262844085693,-3.696054458618164,-3.198740243911743,-2.80509352684021,-2.494539976119995,-2.2398769855499268,-2.292332887649536,-1.5682685375213623,-1.1395686864852905,-0.8480533361434937,-0.66253262758255,-0.5258758068084717,-0.4138067960739136,-0.31447353959083557,-0.22155903279781342,-0.12193025648593903
5885,high_school_world_history,История,"Этот вопрос относится к следующей информации.
Тогда по какому принципу разума эти иностранцы должны посылать взамен ядовитый наркотик? Не имея в виду, что иностранцы таят в своих сердцах такие разрушительные намерения, мы все же положительно утверждаем, что из-за своей непомерной жажды наживы они совершенно безразличны к травмам, которые они наносят нам! И в таком случае мы хотели бы спросить, что стало с той совестью, которую небеса вложили в грудь каждого человека? Мы слышали, что в вашей собственной стране опиум запрещен со всей строгостью. Это убедительное доказательство того, что вы прекрасно знаете, насколько это вредно для человечества. Поскольку вы не позволяете ему наносить вред вашей собственной стране, вы не должны передавать этот вредный препарат в другую страну, и прежде всего в другие страны, а тем более во Внутреннюю страну! Из товаров, которые Китай экспортирует в ваши зарубежные страны, нет ни одного, который в той или иной форме не приносил бы пользы человечеству.
Линь Цзэсу, китайский торговый комиссар, письмо королеве Виктории, 1839 год
На каком из следующих аргументов автор отрывка главным образом основывает свою апелляцию?","Лицемерно продавать одной стране вещество, запрещенное как вредное в своей собственной.",Конфуцианское учение запрещает употребление всех наркотиков как изначально аморальных.,"Зависимость приводит к тому, что Китай страдает от неблагоприятного торгового баланса.","Британия поступает неразумно, рискуя навлечь на себя гнев более могущественного в военном отношении государства.",A,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-2.6823151111602783,-0.0030037123305266273,-8.64116382598877,-7.460129261016846,-6.505926609039307,-5.712823390960693,-4.972870349884033,-4.342321395874023,-3.8092830181121826,-3.358402729034424,-2.989863157272339,-2.68289852142334,-2.5204741954803467,-1.7392914295196533,-1.2828551530838013,-0.9684011340141296,-0.7535053491592407,-0.6000282764434814,-0.4714645743370056,-0.3570491075515747,-0.25286656618118286,-0.13804668188095093
2475,formal_logic,Логика,"Выберите лучший перевод на язык логики предикатов: Если Делайла находится в Нью-Йорке, значит, Хуана находится в Боготе или Лейла - в Сан-Хуане.",Nd ⊃ (Bj - Sl),Dn ≡ (Bx - Ly),Nd ≡ (Bj - Sl),Nd ⊃ (Bj ∨ Sl),D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-3.4627742767333984,-0.020860086004418063,-9.40625,-8.354166984558105,-7.752403736114502,-6.932291507720947,-6.20516300201416,-5.648148059844971,-4.94940185546875,-4.417901039123535,-3.883247137069702,-3.4623353481292725,-3.11328125,-2.417534828186035,-1.971454381942749,-1.5304903984069824,-1.2033107280731201,-1.0064336061477661,-0.8219566345214844,-0.6934102177619934,-0.5563042163848877,-0.4059925973415375
1916,electrical_engineering,Информационные технологии,LC-генераторы используются для получения сигнала с частотой в диапазоне от,1 МГц до 500 МГц,100 кГц до 500 МГц,1 кГц до 1 МГц,1 МГц до 100 ГГц,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.6040456295013428,-0.024111533606493915,-17.375,-8.713541984558105,-7.26953125,-5.7421875,-4.826171875,-4.391927242279053,-3.7191050052642822,-3.44970703125,-2.971470355987549,-2.6010055541992188,-5.40625,-1.918701171875,-1.40887451171875,-0.8560791015625,-0.542938232421875,-0.4300943911075592,-0.2611638903617859,-0.1837361603975296,-0.0469970703125,0.0743560791015625
99,high_school_chemistry,Биология,"Раствор содержит 2,00 моля уксусной кислоты, CH3COOH, и 1,00 моля ацетата кальция, Ca(CH3COO)2. Раствор способен противостоять добавлению небольшого количества сильной кислоты или сильного основания лишь при незначительных изменениях рН раствора. Большее количество сильной кислоты или сильного основания может вызвать значительное изменение рН. Сколько молей азотной кислоты, HNO3, можно добавить до того, как рН начнет значительно меняться?","0,500 моль","1,00 моль","2,00 моль","3,00 моль",C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",train,-1.429333209991455,-0.004155038401137951,-7.394886493682861,-5.458806991577148,-4.201976299285889,-3.4364583492279053,-2.80900502204895,-2.3824965953826904,-2.057215452194214,-1.7885701656341553,-1.5967514514923096,-1.4288089275360107,-2.2776987552642822,-1.3107078075408936,-0.832953929901123,-0.6081841588020325,-0.453110009431839,-0.3495824337005615,-0.2615472376346588,-0.17816497385501862,-0.11012297868728638,-0.031165407970547676
9158,moral_scenarios,Философия,"Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") делает что-то явно морально неправильное, согласно обычным моральным нормам, принятым в США по состоянию на 2020 год? Сценарий 1 | Я обнаружила, что в спальне начался пожар, поэтому оставила мужа спать. Сценарий 2 | Я планировал встретиться после ограбления.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test,-2.492295265197754,-0.00783740649433256,-9.652777671813965,-8.103618621826172,-6.841594696044922,-5.747195720672607,-4.891262531280518,-4.14669942855835,-3.5667176246643066,-3.121387243270874,-2.7713675498962402,-2.49143123626709,-3.644097328186035,-2.3264801502227783,-1.650786280632019,-1.2210325002670288,-0.9569247364997864,-0.7648413777351379,-0.6147624850273132,-0.485124796628952,-0.3658560514450073,-0.2362162321805954
2419,elementary_mathematics,Математика,Какая фраза является описанием 2m+7?,7 более чем в 2 раза м,2 более чем в 7 раз м,в 2 раза больше суммы 7 и m,в 7 раз больше суммы 2 и m,A,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-4.289831161499023,-0.061283302307128903,-10.5,-8.53125,-7.791666507720947,-7.328125,-6.661458492279053,-6.3839287757873535,-6.015625,-5.545138835906982,-5.150781154632568,-4.294258117675781,-2.265625,-2.08203125,-1.7604166269302368,-1.4384765625,-0.9669596552848816,-0.8151506781578064,-0.70062255859375,-0.5839301347732544,-0.48627930879592896,-0.2860921323299408
1043,college_chemistry,Биология,Какова предельная высокотемпературная молярная теплоемкость при постоянном объеме (C_V) двухатомной молекулы в газовой фазе?,"1,5R",2R,"2,5R","3,5R",D,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.651415467262268,-0.01079356514550502,-9.40625,-6.573660850524902,-5.021306991577148,-4.00390625,-3.26911997795105,-2.8411309719085693,-2.411048412322998,-2.0900940895080566,-1.844200611114502,-1.6500742435455322,-3.3125,-2.322544574737549,-1.55682373046875,-1.136682152748108,-0.8904611468315125,-0.7590360045433044,-0.6176968812942505,-0.502655029296875,-0.4035375118255615,-0.3050360381603241
13735,virology,Медицина,Какова основная клиническая картина гепатита А?,Сыпь,Паралич конечностей,Желтуха и дискомфорт в животе,Инфекция верхних дыхательных путей,C,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-3.2818970680236816,-0.043182856158206336,-11.25,-9.6875,-7.979166507720947,-7.0390625,-6.056250095367432,-5.395833492279053,-4.656807899475098,-4.0867919921875,-3.642686605453491,-3.279196262359619,-4.71875,-3.23828125,-2.703125,-2.1865234375,-1.735742211341858,-1.4093424081802368,-1.1697824001312256,-0.9879150390625,-0.8291015625,-0.69775390625
6631,jurisprudence,Право,Конгресс США уполномочен статьей о торговле и другими положениями Конституции США принимать ________ для регулирования внешней торговли и торговли между штатами.,таинства,федеральные законы,исполнительные приказы,уставы,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.6496682167053223,-0.01531600125263192,-9.135416984558105,-7.40625,-6.300347328186035,-5.569010257720947,-4.84521484375,-4.309210300445557,-3.8230645656585693,-3.386953115463257,-3.02830171585083,-2.649764060974121,-2.8385417461395264,-1.9140625,-1.3305528163909912,-0.989410400390625,-0.7140121459960938,-0.5531648397445679,-0.4288163483142853,-0.3195458948612213,-0.2021615207195282,-0.050914764404296875
12719,professional_psychology,Общество,"Если психолог выступает в уголовном процессе в качестве свидетеля, дающего показания об обстоятельствах дела, для истца и привлеченного эксперта для суда, она действует:","неэтично, приняв на себя двойную роль.","этично, если у нее ранее не было отношений с истцом.","этично, если она прояснила свои роли со всеми сторонами.","этично, если она получила отказ от осуществления прав от суда.",C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.875009536743164,-0.015292603918846617,-9.604166984558105,-8.419642448425293,-7.485795497894287,-6.3104166984558105,-5.3984375,-4.794389247894287,-4.13792085647583,-3.6238932609558105,-3.2085392475128174,-2.8730146884918213,-3.3177082538604736,-2.1495535373687744,-1.6608664989471436,-1.2234781980514526,-0.9224210977554321,-0.7608587145805359,-0.581679105758667,-0.43739014863967896,-0.3104499280452728,-0.19018876552581787
8272,moral_disputes,Философия,"Ричардсон-Селф утверждает, что сексистская речь","это всегда ненавистнические высказывания, потому что она связана с насилием.","это не всегда разжигание ненависти, потому что она не связана с насилием","это всегда ненавистнические высказывания, потому что она не связана с насилием.","это не всегда ненавистнические высказывания, потому что она всегда связана с насилием.",B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-3.899047613143921,-0.04697647726679423,-12.125,-8.8125,-8.03125,-7.036458492279053,-6.6339287757873535,-5.96006965637207,-5.651562690734863,-4.866861820220947,-4.497708797454834,-3.9010884761810303,-2.515625,-1.7057291269302368,-1.453125,-1.0856119394302368,-0.9757254719734192,-0.7530653476715088,-0.6583251953125,-0.5071818232536316,-0.44668343663215637,-0.3177246153354645
5,abstract_algebra,Математика,"Утверждение 1 | Если в группе есть элемент порядка 15, в ней должно быть не менее 8 элементов порядка 15. Утверждение 2 | Если группа содержит более 8 элементов порядка 15, в ней должно быть не менее 16 элементов порядка 15.","Истина, Истина","Ложь, Ложь","Истина, Ложь","Ложь, Истина",A,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-1.614089846611023,-0.010088061541318893,-6.375,-5.209635257720947,-4.276909828186035,-3.6490886211395264,-3.049899101257324,-2.636085271835327,-2.299304962158203,-2.0321767330169678,-1.8178844451904297,-1.6145128011703491,-2.0338542461395264,-1.2923583984375,-0.8267415165901184,-0.57598876953125,-0.3861989676952362,-0.27352988719940186,-0.1816292703151703,-0.10175183415412903,-0.0233220886439085,0.06953282654285431
1035,college_chemistry,Биология,"Рассчитайте величину равновесной поляризации ядер 13C в магнитном поле 20,0 Тл при температуре 300 К.","10,8 x 10^-5","4,11 x 10^-5","3,43 x 10^-5","1,71 x 10^-5",D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-1.6107397079467773,-0.011931405244050203,-8.083333015441895,-5.723214149475098,-4.416193008422852,-3.7611606121063232,-3.1171875,-2.640536308288574,-2.357656240463257,-2.050478219985962,-1.805193305015564,-1.6100373268127441,-1.8190103769302368,-0.9314313530921936,-0.5875465869903564,-0.4492100179195404,-0.3158298134803772,-0.20944491028785706,-0.13282714784145355,-0.0458100400865078,0.0360921211540699,0.13037438690662384
